Gene	Product	KlPnEcl8 NPEQ	KlPnRH201207 NPEQ	CiRoICC168 NPEQ	SaTySL1344 NPEQ	SaTySL3261 NPEQ	SaTyD23580 NPEQ	SaTyA130 NPEQ	SaEnP125109 NPEQ	SaTyTy2 NPEQ	EsCoEC958 NPEQ	EsCoST131 NPEQ	EsCoBW25113 NPEQ	EsCoMG1655 NPEQ	KlPnEcl8 locus tag	KlPnRH201207 locus tag	CiRoICC168 locus tag	SaTySL1344 locus tag	SaTySL3261 locus tag	SaTyD23580 locus tag	SaTyA130 locus tag	SaEnP125109 locus tag	SaTyTy2 locus tag	EsCoEC958 locus tag	EsCoST131 locus tag	EsCoBW25113 locus tag	EsCoMG1655 locus tag
	conserved hypothetical protein	2.17315926544922	2.14449247012986	X	X	X	X	X	X	X	X	X	X	X	BN373_20761	ERS227112_05165	X	X	X	X	X	X	X	X	X	X	X
yheS_4	ABC transporter, ATP-binding protein	2.14802050627428	1.45652080479594	X	X	X	X	X	X	X	X	X	X	X	BN373_24301	ERS227112_04824	X	X	X	X	X	X	X	X	X	X	X
	conserved hypothetical protein	2.63770369848048	2.54597750852193	X	X	X	X	X	X	X	X	X	X	X	BN373_10381	ERS227112_02894	X	X	X	X	X	X	X	X	X	X	X
	conserved hypothetical protein	2.30398529772464	2.75347767743901	X	X	X	X	X	X	X	X	X	X	X	BN373_02891	ERS227112_02153A	X	X	X	X	X	X	X	X	X	X	X
	conserved hypothetical protein	3.31499614323785	2.35877021269422	X	X	X	X	X	X	X	X	X	X	X	BN373_30861	ERS227112_04097	X	X	X	X	X	X	X	X	X	X	X
oprF_1	OmpA domain protein	1.82769891129092	1.54584673588498	X	X	X	X	X	X	X	X	X	X	X	BN373_28521	ERS227112_04393	X	X	X	X	X	X	X	X	X	X	X
	putative lipoprotein	2.96619040713284	4.08489645613523	X	X	X	X	X	X	X	X	X	X	X	BN373_04871	ERS227112_02340	X	X	X	X	X	X	X	X	X	X	X
gp5	gp5	2.76695300024714	2.16642682575943	X	X	X	X	X	X	X	X	X	X	X	BN373_10211	ERS227112_02875	X	X	X	X	X	X	X	X	X	X	X
	conserved hypothetical protein	3.20288487621549	4.22269198851224	X	X	X	X	X	X	X	X	X	X	X	BN373_01501	ERS227112_02014	X	X	X	X	X	X	X	X	X	X	X
	conserved hypothetical protein	2.65297650274467	1.85523366209142	X	X	X	X	X	X	X	X	X	X	X	BN373_21081	ERS227112_05132	X	X	X	X	X	X	X	X	X	X	X
	conserved hypothetical protein	3.16835806283627	4.2340566374076	X	X	X	X	X	X	X	X	X	X	X	BN373_01511	ERS227112_02015	X	X	X	X	X	X	X	X	X	X	X
	conserved hypothetical protein	2.81817662089562	2.65346142152866	X	X	X	X	X	X	X	X	X	X	X	BN373_11531	ERS227112_03013A	X	X	X	X	X	X	X	X	X	X	X
	conserved hypothetical protein	2.81457180541087	2.06611263853864	X	X	X	X	X	X	X	X	X	X	X	BN373_25361	ERS227112_04719	X	X	X	X	X	X	X	X	X	X	X
	carboxymuconolactone decarboxylase family protein	1.74474407143592	2.31368710590628	X	X	X	X	X	X	X	X	X	X	X	BN373_48701	ERS227112_00345	X	X	X	X	X	X	X	X	X	X	X
dhaG	glycerol dehydratase reactivation factor, small subunit	2.38278000873107	2.24021353230017	X	X	X	X	X	X	X	X	X	X	X	BN373_41451	ERS227112_01114	X	X	X	X	X	X	X	X	X	X	X
	cupin domain protein	1.59485670705308	1.8918934582747	X	X	X	X	X	X	X	X	X	X	X	BN373_17551	ERS227112_03608	X	X	X	X	X	X	X	X	X	X	X
	conserved hypothetical protein	2.40269981269737	2.28597572789399	X	X	X	X	X	X	X	X	X	X	X	BN373_10301	ERS227112_02884	X	X	X	X	X	X	X	X	X	X	X
	conserved hypothetical protein	2.8073408560853	2.13875186632071	X	X	X	X	X	X	X	X	X	X	X	BN373_28551	ERS227112_04390	X	X	X	X	X	X	X	X	X	X	X
yiaW_2	conserved hypothetical protein	2.76841890019497	3.11037501267782	X	X	X	X	X	X	X	X	X	X	X	BN373_10801	ERS227112_02942	X	X	X	X	X	X	X	X	X	X	X
	conserved hypothetical protein	2.34304715107495	2.03594340989407	X	X	X	X	X	X	X	X	X	X	X	BN373_40691	ERS227112_01194	X	X	X	X	X	X	X	X	X	X	X
	putative phage tail completion protein	2.92264011063832	3.03544078793732	X	X	X	X	X	X	X	X	X	X	X	BN373_14761	ERS227112_03345	X	X	X	X	X	X	X	X	X	X	X
acrB_4	acridine efflux pump	2.8406020040041	3.07642982491775	X	X	X	X	X	X	X	X	X	X	X	BN373_26531	ERS227112_04613	X	X	X	X	X	X	X	X	X	X	X
amnD_1	endoribonuclease L-PSP family protein	1.61361039418683	1.65457784515915	X	X	X	X	X	X	X	X	X	X	X	BN373_27591	ERS227112_04500	X	X	X	X	X	X	X	X	X	X	X
	stable plasmid inheritance protein homolog	1.95703305700255	1.70993755200688	X	X	X	X	X	X	X	X	X	X	X	BN373_01201	ERS227112_01984	X	X	X	X	X	X	X	X	X	X	X
	alkanesulfonate abc transporter membrane protein	2.16064326206034	3.34530972899376	X	X	X	X	X	X	X	X	X	X	X	BN373_33471	ERS227112_05388	X	X	X	X	X	X	X	X	X	X	X
	conserved hypothetical protein	2.17088483248324	2.29097561919698	X	X	X	X	X	X	X	X	X	X	X	BN373_08781	ERS227112_02740	X	X	X	X	X	X	X	X	X	X	X
	putative dTDP-glucose pyrophosphorylase	2.62702189006559	2.64645065253164	X	X	X	X	X	X	X	X	X	X	X	BN373_09071	ERS227112_02770	X	X	X	X	X	X	X	X	X	X	X
	conserved hypothetical protein	2.52293315818112	1.59175387343173	X	X	X	X	X	X	X	X	X	X	X	BN373_20631	ERS227112_05178	X	X	X	X	X	X	X	X	X	X	X
	conserved hypothetical protein	2.94249185384774	2.98941557379878	X	X	X	X	X	X	X	X	X	X	X	BN373_03701	ERS227112_02218	X	X	X	X	X	X	X	X	X	X	X
	antibiotic biosynthesis monooxygenase domain protein	1.46014756408424	1.65429145140355	X	X	X	X	X	X	X	X	X	X	X	BN373_18111	ERS227112_03657	X	X	X	X	X	X	X	X	X	X	X
	conserved hypothetical protein	2.7334684805923	1.97823284834575	X	X	X	X	X	X	X	X	X	X	X	BN373_22361	ERS227112_05012	X	X	X	X	X	X	X	X	X	X	X
hiuH_2	hydroxyisourate hydrolase	1.50993805389479	1.22714178433768	X	X	X	X	X	X	X	X	X	X	X	BN373_22461	ERS227112_05002	X	X	X	X	X	X	X	X	X	X	X
	hypothetical protein	2.17057241935155	2.75019687389166	X	X	X	X	X	X	X	X	X	X	X	BN373_45381	ERS227112_00682A	X	X	X	X	X	X	X	X	X	X	X
	putative excisionase	2.01361042612336	2.16647600034966	X	X	X	X	X	X	X	X	X	X	X	BN373_09771	ERS227112_02835B	X	X	X	X	X	X	X	X	X	X	X
	conserved hypothetical protein	1.87188931780282	2.42103531838747	X	X	X	X	X	X	X	X	X	X	X	BN373_38571	ERS227112_01441	X	X	X	X	X	X	X	X	X	X	X
bin3_1	resolvase	3.34955984726542	2.50774002966599	X	X	X	X	X	X	X	X	X	X	X	BN373_27751	ERS227112_00123	X	X	X	X	X	X	X	X	X	X	X
	conserved hypothetical protein	3.31439326956163	3.3495245855466	X	X	X	X	X	X	X	X	X	X	X	BN373_39401	ERS227112_01355	X	X	X	X	X	X	X	X	X	X	X
	putative carboxymuconolactone decarboxylase	2.34528750367184	1.27344926114569	X	X	X	X	X	X	X	X	X	X	X	BN373_22231	ERS227112_05025	X	X	X	X	X	X	X	X	X	X	X
hdeB_1	conserved hypothetical protein	3.39758616740348	3.3363439041959	X	X	X	X	X	X	X	X	X	X	X	BN373_41371	ERS227112_01122	X	X	X	X	X	X	X	X	X	X	X
	conserved hypothetical protein	1.71832909587629	2.12156048042529	X	X	X	X	X	X	X	X	X	X	X	BN373_27411	ERS227112_04519	X	X	X	X	X	X	X	X	X	X	X
fimA_3	fimbrial protein	2.46845532070224	4.1429379305928	X	X	X	X	X	X	X	X	X	X	X	BN373_36211	ERS227112_01680	X	X	X	X	X	X	X	X	X	X	X
gmuB_2	PTS system, lactose/cellobiose specific IIB subunit	2.11158256053321	2.46185917785672	X	X	X	X	X	X	X	X	X	X	X	BN373_37061	ERS227112_01587	X	X	X	X	X	X	X	X	X	X	X
	conserved hypothetical protein	2.33668524019231	1.61003918883957	X	X	X	X	X	X	X	X	X	X	X	BN373_21261	ERS227112_05114	X	X	X	X	X	X	X	X	X	X	X
	phage major capsid protein, HK97 family	2.32377999993942	1.65279266136786	X	X	X	X	X	X	X	X	X	X	X	BN373_33611	ERS227112_00925	X	X	X	X	X	X	X	X	X	X	X
	selT/selW/selH selenoprotein domain protein	2.05314221923606	2.06987611364355	X	X	X	X	X	X	X	X	X	X	X	BN373_37191	ERS227112_01574	X	X	X	X	X	X	X	X	X	X	X
	PTS system, IIB component	1.24466800566914	3.5553419759426	X	X	X	X	X	X	X	X	X	X	X	BN373_48261	ERS227112_00389	X	X	X	X	X	X	X	X	X	X	X
chbA_2	PTS system, lactose/cellobiose specific IIA subunit	2.31122225826454	2.41614009888763	X	X	X	X	X	X	X	X	X	X	X	BN373_37081	ERS227112_01585	X	X	X	X	X	X	X	X	X	X	X
osmY_2	phospholipid-binding domain protein	2.78972474394092	2.12189293130285	X	X	X	X	X	X	X	X	X	X	X	BN373_36601	ERS227112_01639	X	X	X	X	X	X	X	X	X	X	X
	conserved hypothetical protein	3.16825374347987	2.54177948302646	X	X	X	X	X	X	X	X	X	X	X	BN373_10901	ERS227112_02951A	X	X	X	X	X	X	X	X	X	X	X
	hypothetical protein	1.80293152777031	1.45660530965952	X	X	X	X	X	X	X	X	X	X	X	BN373_6added	ERS227112_03144	X	X	X	X	X	X	X	X	X	X	X
	conserved hypothetical protein	3.20564455773153	4.01764063014874	X	X	X	X	X	X	X	X	X	X	X	BN373_10511	ERS227112_02908A	X	X	X	X	X	X	X	X	X	X	X
catC	muconolactone delta-isomerase	2.14527751152834	3.07135166873538	X	X	X	X	X	X	X	X	X	X	X	BN373_24551	ERS227112_04802	X	X	X	X	X	X	X	X	X	X	X
pckA_2	putative phosphoenolpyruvate carboxykinase (ATP)	2.43782187226807	1.2538256066282	X	X	X	X	X	X	X	X	X	X	X	BN373_28641	ERS227112_04381	X	X	X	X	X	X	X	X	X	X	X
	conserved hypothetical protein	2.45022543959633	2.83015745268709	X	X	X	X	X	X	X	X	X	X	X	BN373_22541	ERS227112_04994	X	X	X	X	X	X	X	X	X	X	X
	conserved hypothetical protein	2.68465770877705	2.94156356074335	X	X	X	X	X	X	X	X	X	X	X	BN373_16231	ERS227112_03488	X	X	X	X	X	X	X	X	X	X	X
ycnE	antibiotic biosynthesis monooxygenase domain protein	2.01594482443262	1.8360499774071	X	X	X	X	X	X	X	X	X	X	X	BN373_46651	ERS227112_00556	X	X	X	X	X	X	X	X	X	X	X
intA_1	hypothetical protein	2.77858063912886	3.4690075051815	X	X	X	X	X	X	X	X	X	X	X	BN373_33931	ERS227112_00913	X	X	X	X	X	X	X	X	X	X	X
ppiC_1	peptidyl-prolyl cis-trans isomerase C	2.47118255411094	2.66091760371253	X	X	X	X	X	X	X	X	X	X	X	BN373_49031	ERS227112_01745	X	X	X	X	X	X	X	X	X	X	X
	conserved hypothetical protein	2.24334566250615	2.35474249330336	X	X	X	X	X	X	X	X	X	X	X	BN373_38761	ERS227112_01420A	X	X	X	X	X	X	X	X	X	X	X
	conserved domain protein	2.58447536229102	2.85820433947728	X	X	X	X	X	X	X	X	X	X	X	BN373_01841	ERS227112_02052	X	X	X	X	X	X	X	X	X	X	X
	PTS system, IIB component	2.28774643142306	4.17900259115209	X	X	X	X	X	X	X	X	X	X	X	BN373_08401	ERS227112_02703	X	X	X	X	X	X	X	X	X	X	X
	PaaR repeat-containing protein	2.70076245591148	1.51285132575588	X	X	X	X	X	X	X	X	X	X	X	BN373_19621	ERS227112_05271	X	X	X	X	X	X	X	X	X	X	X
	conserved hypothetical protein	2.19519314483174	2.189899647014	X	X	X	X	X	X	X	X	X	X	X	BN373_04161	ERS227112_02263	X	X	X	X	X	X	X	X	X	X	X
	conserved hypothetical protein	1.68391197119656	1.76163822081736	X	X	X	X	X	X	X	X	X	X	X	BN373_46881	ERS227112_00533	X	X	X	X	X	X	X	X	X	X	X
gmr_1	sensory box-containing diguanylate cyclase/cyclic diguanylate phosphodiesterase	2.33727316774937	1.99039382577884	X	X	X	X	X	X	X	X	X	X	X	BN373_22571	ERS227112_04990	X	X	X	X	X	X	X	X	X	X	X
	conserved hypothetical protein	2.3138370806529	3.82443872419704	X	X	X	X	X	X	X	X	X	X	X	BN373_48291	ERS227112_00386	X	X	X	X	X	X	X	X	X	X	X
	conserved hypothetical protein	2.61420674428893	3.47391440479796	X	X	X	X	X	X	X	X	X	X	X	BN373_03371	ERS227112_04210	X	X	X	X	X	X	X	X	X	X	X
gp6	gp6	2.69058861204591	2.43243229521948	X	X	X	X	X	X	X	X	X	X	X	BN373_10221	ERS227112_02876	X	X	X	X	X	X	X	X	X	X	X
	conserved hypothetical protein	1.95054075119611	1.66770697777474	X	X	X	X	X	X	X	X	X	X	X	BN373_25121	ERS227112_04742	X	X	X	X	X	X	X	X	X	X	X
licB	putative phosphotransferase protein	1.61919613131188	2.03699063071028	X	X	X	X	X	X	X	X	X	X	X	BN373_02591	ERS227112_02124	X	X	X	X	X	X	X	X	X	X	X
bhsA_1	conserved hypothetical protein	2.15305447737092	2.06814521404479	X	X	X	X	X	X	X	X	X	X	X	BN373_44201	ERS227112_00805	X	X	X	X	X	X	X	X	X	X	X
	conserved hypothetical protein	3.43433675612371	3.5110277257356	X	X	X	X	X	X	X	X	X	X	X	BN373_39161	ERS227112_01379A	X	X	X	X	X	X	X	X	X	X	X
	conserved hypothetical protein	2.3212498443377	2.07550527748727	X	X	X	X	X	X	X	X	X	X	X	BN373_21731	ERS227112_05073	X	X	X	X	X	X	X	X	X	X	X
	conserved hypothetical protein	2.15944441877505	1.84208594086844	X	X	X	X	X	X	X	X	X	X	X	BN373_16001	ERS227112_03471A	X	X	X	X	X	X	X	X	X	X	X
	conserved hypothetical protein	2.94332345634058	3.46082988424407	X	X	X	X	X	X	X	X	X	X	X	BN373_23541	ERS227112_04883A	X	X	X	X	X	X	X	X	X	X	X
bhsA_5	conserved hypothetical protein	2.52622639900455	2.11179450023481	X	X	X	X	X	X	X	X	X	X	X	BN373_13981	ERS227112_03270	X	X	X	X	X	X	X	X	X	X	X
yoaG	conserved hypothetical protein	3.35099431763746	3.13484031630476	X	X	X	X	X	X	X	X	X	X	X	BN373_30551	ERS227112_04133	X	X	X	X	X	X	X	X	X	X	X
czcA	RND transporter, hydrophobe/amphiphile efflux-1 (HAE1) family	2.0569935598842	1.58097774661962	X	X	X	X	X	X	X	X	X	X	X	BN373_27301	ERS227112_04531	X	X	X	X	X	X	X	X	X	X	X
mqo	malate dehydrogenase (acceptor)	2.83320770163222	2.72457878345633	X	X	X	X	X	X	X	X	X	X	X	BN373_21101	ERS227112_05130	X	X	X	X	X	X	X	X	X	X	X
	conserved hypothetical protein	2.36239525153767	2.40433312278528	X	X	X	X	X	X	X	X	X	X	X	BN373_03911	ERS227112_02238	X	X	X	X	X	X	X	X	X	X	X
	conserved hypothetical protein	3.48678344312494	3.76683699656194	X	X	X	X	X	X	X	X	X	X	X	BN373_22601	ERS227112_04987	X	X	X	X	X	X	X	X	X	X	X
	conserved hypothetical protein	3.51673128826307	2.82586396803118	X	X	X	X	X	X	X	X	X	X	X	BN373_24991	ERS227112_04754B	X	X	X	X	X	X	X	X	X	X	X
	putative transposase	2.6160615133765	1.85370096018824	X	X	X	X	X	X	X	X	X	X	X	BN373_46621	ERS227112_00558A	X	X	X	X	X	X	X	X	X	X	X
bclA	AMP-binding enzyme	2.04020186342311	1.96278678570852	X	X	X	X	X	X	X	X	X	X	X	BN373_17421	ERS227112_03597	X	X	X	X	X	X	X	X	X	X	X
	conserved hypothetical protein	2.29575712678101	1.53402443598252	X	X	X	X	X	X	X	X	X	X	X	BN373_45121	ERS227112_00708A	X	X	X	X	X	X	X	X	X	X	X
	conserved hypothetical protein	2.75601668992766	3.25808736026074	X	X	X	X	X	X	X	X	X	X	X	BN373_19981	ERS227112_05233	X	X	X	X	X	X	X	X	X	X	X
	conserved hypothetical protein	2.18558131926101	1.6806888690676	X	X	X	X	X	X	X	X	X	X	X	BN373_09791	ERS227112_00083	X	X	X	X	X	X	X	X	X	X	X
ccmD	heme exporter protein D	2.27070990144714	1.74515242494142	X	X	X	X	X	X	X	X	X	X	X	BN373_26631	ERS227112_04599	X	X	X	X	X	X	X	X	X	X	X
	conserved hypothetical protein	2.18524621090365	2.15504788344205	X	X	X	X	X	X	X	X	X	X	X	BN373_33711	ERS227112_05410	X	X	X	X	X	X	X	X	X	X	X
	conserved hypothetical protein	2.75294750507781	2.04697149740405	X	X	X	X	X	X	X	X	X	X	X	BN373_21801	ERS227112_05067	X	X	X	X	X	X	X	X	X	X	X
	conserved hypothetical protein	3.35468063428728	3.12843141868331	X	X	X	X	X	X	X	X	X	X	X	BN373_22561	ERS227112_04992	X	X	X	X	X	X	X	X	X	X	X
gsiB_2	ABC transporter, periplasmic substrate-binding protein	2.61267148012678	1.66937087526761	X	X	X	X	X	X	X	X	X	X	X	BN373_24341	ERS227112_04820	X	X	X	X	X	X	X	X	X	X	X
	conserved hypothetical protein	3.47026401450356	3.17477760305754	X	X	X	X	X	X	X	X	X	X	X	BN373_29201	ERS227112_04329A	X	X	X	X	X	X	X	X	X	X	X
	conserved hypothetical protein	1.87937179852239	1.76541382516986	X	X	X	X	X	X	X	X	X	X	X	BN373_00871	ERS227112_01952A	X	X	X	X	X	X	X	X	X	X	X
bepG	RND transporter, hydrophobe/amphiphile efflux-1 (HAE1) family	2.20611884951702	1.92795255161967	X	X	X	X	X	X	X	X	X	X	X	BN373_11331	ERS227112_03000	X	X	X	X	X	X	X	X	X	X	X
	conserved hypothetical protein	2.38074677556792	2.49850858887628	X	X	X	X	X	X	X	X	X	X	X	BN373_19911	ERS227112_05241	X	X	X	X	X	X	X	X	X	X	X
	chromate transporter, chromate ion transporter (CHR) family	2.0998423138045	1.80881710538536	X	X	X	X	X	X	X	X	X	X	X	BN373_26321	ERS227112_05564	X	X	X	X	X	X	X	X	X	X	X
	conserved hypothetical protein	1.44399729668981	1.21711528676751	X	X	X	X	X	X	X	X	X	X	X	BN373_26231	ERS227112_04637A	X	X	X	X	X	X	X	X	X	X	X
	conserved hypothetical protein	2.87684241541201	3.75386227961488	X	X	X	X	X	X	X	X	X	X	X	BN373_00581	ERS227112_01923A	X	X	X	X	X	X	X	X	X	X	X
	conserved domain protein	1.61659998344343	1.58612608249587	X	X	X	X	X	X	X	X	X	X	X	BN373_00891	ERS227112_01953A	X	X	X	X	X	X	X	X	X	X	X
	conserved hypothetical protein	2.71093450178348	2.51674105835	X	X	X	X	X	X	X	X	X	X	X	BN373_39121	ERS227112_01383	X	X	X	X	X	X	X	X	X	X	X
	conserved hypothetical protein	1.27327895070679	1.23152780543218	X	X	X	X	X	X	X	X	X	X	X	BN373_50041	ERS227112_01860	X	X	X	X	X	X	X	X	X	X	X
	conserved hypothetical protein	1.64729160604682	1.03102943016366	X	X	X	X	X	X	X	X	X	X	X	BN373_28381	ERS227112_04424	X	X	X	X	X	X	X	X	X	X	X
	conserved hypothetical protein	1.65246277009179	2.40351355705333	X	X	X	X	X	X	X	X	X	X	X	BN373_23581	ERS227112_04876	X	X	X	X	X	X	X	X	X	X	X
	Bacterial surface protein containing Ig-like domains	2.78158952163863	2.53075853312476	X	X	X	X	X	X	X	X	X	X	X	BN373_10341	ERS227112_02887	X	X	X	X	X	X	X	X	X	X	X
	conserved hypothetical protein	2.32951134004562	1.21798145415029	X	X	X	X	X	X	X	X	X	X	X	BN373_19741	ERS227112_05258	X	X	X	X	X	X	X	X	X	X	X
	conserved hypothetical protein	2.7554947755369	2.31386244849646	X	X	X	X	X	X	X	X	X	X	X	BN373_17801	ERS227112_03626	X	X	X	X	X	X	X	X	X	X	X
	conserved hypothetical protein	2.82246712097754	1.88883804598507	X	X	X	X	X	X	X	X	X	X	X	BN373_25961	ERS227112_04657	X	X	X	X	X	X	X	X	X	X	X
	conserved hypothetical protein	3.35224967571214	3.57218843111499	X	X	X	X	X	X	X	X	X	X	X	BN373_24071	ERS227112_04832A	X	X	X	X	X	X	X	X	X	X	X
	hypothetical protein	2.31175648217706	3.40189643962862	X	X	X	X	X	X	X	X	X	X	X	BN373_24291	ERS227112_04826	X	X	X	X	X	X	X	X	X	X	X
	conserved hypothetical protein	1.85619457418598	2.92400989880893	X	X	X	X	X	X	X	X	X	X	X	BN373_25001	ERS227112_04754A	X	X	X	X	X	X	X	X	X	X	X
	conserved hypothetical protein	2.40664494944531	1.73839857772769	X	X	X	X	X	X	X	X	X	X	X	BN373_25141	ERS227112_04740A	X	X	X	X	X	X	X	X	X	X	X
	conserved hypothetical protein	1.71285636781361	1.83098081314177	X	X	X	X	X	X	X	X	X	X	X	BN373_40701	ERS227112_01193	X	X	X	X	X	X	X	X	X	X	X
	conserved hypothetical protein	2.40316735668083	3.52397889365813	X	X	X	X	X	X	X	X	X	X	X	BN373_24431	ERS227112_04811B	X	X	X	X	X	X	X	X	X	X	X
	conserved hypothetical protein	1.90097331789418	2.26061909197675	X	X	X	X	X	X	X	X	X	X	X	BN373_36361	ERS227112_01663A	X	X	X	X	X	X	X	X	X	X	X
	conserved hypothetical protein	2.37493928050798	2.90274979945625	X	X	X	X	X	X	X	X	X	X	X	BN373_09891	ERS227112_05431	X	X	X	X	X	X	X	X	X	X	X
	conserved hypothetical protein	1.42806674702596	1.55920841330387	X	X	X	X	X	X	X	X	X	X	X	BN373_23441	ERS227112_04897	X	X	X	X	X	X	X	X	X	X	X
	conserved hypothetical protein	1.73755762186465	1.21892815113812	X	X	X	X	X	X	X	X	X	X	X	BN373_02581	ERS227112_02123A	X	X	X	X	X	X	X	X	X	X	X
	conserved hypothetical protein	2.90682700123221	3.30461978130203	X	X	X	X	X	X	X	X	X	X	X	BN373_18971	ERS227112_05457	X	X	X	X	X	X	X	X	X	X	X
	conserved hypothetical protein	2.53317548103417	2.50882164026267	X	X	X	X	X	X	X	X	X	X	X	BN373_33391	ERS227112_00122	X	X	X	X	X	X	X	X	X	X	X
	conserved hypothetical protein	3.56175513873749	3.30260642157451	X	X	X	X	X	X	X	X	X	X	X	BN373_22191	ERS227112_05029A	X	X	X	X	X	X	X	X	X	X	X
	conserved hypothetical protein	1.28111533359615	1.8232742264013	X	X	X	X	X	X	X	X	X	X	X	BN373_10281	ERS227112_02883	X	X	X	X	X	X	X	X	X	X	X
gp9	gp9	2.51503216572137	2.704616492934	X	X	X	X	X	X	X	X	X	X	X	BN373_10251	ERS227112_02880	X	X	X	X	X	X	X	X	X	X	X
	conserved hypothetical protein	3.63921949191092	3.20555234087545	X	X	X	X	X	X	X	X	X	X	X	BN373_17831	ERS227112_03628A	X	X	X	X	X	X	X	X	X	X	X
	conserved hypothetical protein	2.10514866258398	1.905813040173	X	X	X	X	X	X	X	X	X	X	X	BN373_24111	ERS227112_04829	X	X	X	X	X	X	X	X	X	X	X
	conserved hypothetical protein	1.72556210532245	2.85933826731317	X	X	X	X	X	X	X	X	X	X	X	BN373_34201	ERS227112_03817A	X	X	X	X	X	X	X	X	X	X	X
	putative transmembrane protein	1.86410882496598	2.44104792766585	X	X	X	X	X	X	X	X	X	X	X	BN373_00241	ERS227112_01889	X	X	X	X	X	X	X	X	X	X	X
	conserved hypothetical protein	2.86934765214287	2.31751671518662	X	X	X	X	X	X	X	X	X	X	X	BN373_25931	ERS227112_04660	X	X	X	X	X	X	X	X	X	X	X
	conserved hypothetical protein	1.5942272407231	2.48608524691405	X	X	X	X	X	X	X	X	X	X	X	BN373_20881	ERS227112_05153	X	X	X	X	X	X	X	X	X	X	X
	conserved hypothetical protein	1.05199947228297	1.64982405057514	X	X	X	X	X	X	X	X	X	X	X	BN373_16461	ERS227112_03509A	X	X	X	X	X	X	X	X	X	X	X
	putative lipoprotein	2.65340862264134	2.09857724597882	X	X	X	X	X	X	X	X	X	X	X	BN373_17921	ERS227112_03636A	X	X	X	X	X	X	X	X	X	X	X
	conserved hypothetical protein	3.09236831723633	2.06067434731667	X	X	X	X	X	X	X	X	X	X	X	BN373_20481	ERS227112_05192A	X	X	X	X	X	X	X	X	X	X	X
dhaB	glycerol dehydratase, large subunit	2.2641530751673	2.02181502415312	X	X	X	X	X	X	X	X	X	X	X	BN373_41421	ERS227112_01117	X	X	X	X	X	X	X	X	X	X	X
	conserved hypothetical protein	2.69258636846316	2.37472627149762	X	X	X	X	X	X	X	X	X	X	X	BN373_06001	ERS227112_02447A	X	X	X	X	X	X	X	X	X	X	X
	conserved hypothetical protein	2.42819726741226	2.10438912851582	X	X	X	X	X	X	X	X	X	X	X	BN373_10011	ERS227112_02855	X	X	X	X	X	X	X	X	X	X	X
	conserved hypothetical protein	1.89055818691373	3.55296449239172	X	X	X	X	X	X	X	X	X	X	X	BN373_42041	ERS227112_01062	X	X	X	X	X	X	X	X	X	X	X
	conserved hypothetical protein	3.03453307805068	1.61157470473998	X	X	X	X	X	X	X	X	X	X	X	BN373_29411	ERS227112_04308A	X	X	X	X	X	X	X	X	X	X	X
	putative transcriptional repressor arc (modular protein)	2.1697562104637	1.84067148903583	X	X	X	X	X	X	X	X	X	X	X	BN373_10371	ERS227112_02893	X	X	X	X	X	X	X	X	X	X	X
	tannase/feruloyl esterase family protein	1.99524385712459	2.72077947161583	X	X	X	X	X	X	X	X	X	X	X	BN373_00571	ERS227112_01923	X	X	X	X	X	X	X	X	X	X	X
	putative lipoprotein	1.72680093479891	2.93959481257534	X	X	X	X	X	X	X	X	X	X	X	BN373_41311	ERS227112_01128	X	X	X	X	X	X	X	X	X	X	X
	conserved hypothetical protein	1.68501852047139	2.34502895802945	X	X	X	X	X	X	X	X	X	X	X	BN373_05461	ERS227112_02394A	X	X	X	X	X	X	X	X	X	X	X
	conserved hypothetical protein	2.98103246266132	3.2809196812086	X	X	X	X	X	X	X	X	X	X	X	BN373_32071	ERS227112_03977B	X	X	X	X	X	X	X	X	X	X	X
	conserved hypothetical protein	2.55498966579269	1.41686996180538	X	X	X	X	X	X	X	X	X	X	X	BN373_25131	ERS227112_04740B	X	X	X	X	X	X	X	X	X	X	X
	conserved hypothetical protein	2.82631462475591	3.26433930078814	X	X	X	X	X	X	X	X	X	X	X	BN373_21531	ERS227112_05085B	X	X	X	X	X	X	X	X	X	X	X
	conserved hypothetical protein	2.91761656813093	3.54097852125249	X	X	X	X	X	X	X	X	X	X	X	BN373_22591	ERS227112_04988	X	X	X	X	X	X	X	X	X	X	X
	hypothetical protein	1.97766146018891	1.86738370363052	X	X	X	X	X	X	X	X	X	X	X	BN373_47721	ERS227112_00447A	X	X	X	X	X	X	X	X	X	X	X
	conserved hypothetical protein	2.97173351126767	1.07569448536897	X	X	X	X	X	X	X	X	X	X	X	BN373_25371	ERS227112_04718	X	X	X	X	X	X	X	X	X	X	X
	conserved hypothetical protein	1.17303953656734	1.89608183562081	X	X	X	X	X	X	X	X	X	X	X	BN373_16431	ERS227112_03508A	X	X	X	X	X	X	X	X	X	X	X
	conserved hypothetical protein	2.11466415834796	2.45720572162034	X	X	X	X	X	X	X	X	X	X	X	BN373_13451	ERS227112_03221A	X	X	X	X	X	X	X	X	X	X	X
yceO	putative membrane protein	2.0305621285698	1.99290218675793	X	X	X	X	X	X	X	X	X	X	X	BN373_16841	ERS227112_03547	X	X	X	X	X	X	X	X	X	X	X
