Gene	Product	EnClNCTC9394 NPEQ	KlPnEcl8 NPEQ	KlPnRH201207 NPEQ	CiRoICC168 NPEQ	SaTySL1344 NPEQ	SaTySL3261 NPEQ	SaTyD23580 NPEQ	SaTyA130 NPEQ	SaEnP125109 NPEQ	SaTyTy2 NPEQ	EsCoEC958 NPEQ	EsCoST131 NPEQ	EsCoBW25113 NPEQ	EsCoMG1655 NPEQ	EnClNCTC9394 locus tag	KlPnEcl8 locus tag	KlPnRH201207 locus tag	CiRoICC168 locus tag	SaTySL1344 locus tag	SaTySL3261 locus tag	SaTyD23580 locus tag	SaTyA130 locus tag	SaEnP125109 locus tag	SaTyTy2 locus tag	EsCoEC958 locus tag	EsCoST131 locus tag	EsCoBW25113 locus tag	EsCoMG1655 locus tag
ppdB	prepilin-type N-terminal cleavage/methylation domain	2.53537725444072	2.10244599189126	2.5446348863194	2.12711755434789	2.59115348834435	2.65160326645211	2.35665754620743	2.68080715258355	2.28670119408843	2.37593670055068	2.46439089502708	2.01750971749638	2.75136611387263	4.5	ENC_30600	BN373_38641	ERS227112_01434	ROD_28671	SL1344_2977	SL3261_2977	STMMW_29601	STM_MW29601	SEN2841	t2907	EC958_5048	NCTC13441_00915	BW25113_2825	b2825
frdD	Fumarate reductase subunit D	3.1729669956799	2.13534721388889	2.66731263314107	2.23866903416233	1.72088056976435	2.16858175705565	2.23349284953392	2.0543050334828	2.00377882326587	2.20927426187619	2.58121422879713	2.14005929319035	1.46958988117444	4.5	ENC_518added	BN373_01631	ERS227112_02028	ROD_32151	SL1344_4277	SL3261_4277	STMMW_42881	STM_MW42881	SEN4110	t4392	EC958_4642	NCTC13441_04301	BW25113_4151	b4151
erpA	Iron-sulfur cluster assembly accessory protein	-4.5	-4.5	-0.949995541755405	-4.5	-1.19817212735284	-4.5	-0.474340937752634	-4.5	-0.908049791401759	-4.5	-4.5	-4.5	-4.5	-4.5	ENC_46770	BN373_06621	ERS227112_02512	ROD_01601	SL1344_0205	SL3261_0205	STMMW_02101	STM_MW02101	SEN0209	t0205	EC958_0304	NCTC13441_03820	BW25113_0156	b0156
uspB	Universal stress protein B (UspB).	3.02174239657165	2.91132780328689	2.90166028217056	2.92384519289597	2.13806931880032	2.58532793959688	2.42377794794177	2.06456368181938	2.29235032695789	2.32620876469598	2.6083523501143	2.49908029883196	2.361911706951	4.5	ENC_27020	BN373_44951	ERS227112_00725	ROD_43051	SL1344_3555	SL3261_3555	STMMW_35791	STM_MW35791	SEN3413	t3926	EC958_3890	NCTC13441_00204	BW25113_3494	b3494
gyrI	DNA gyrase inhibitor	2.26229711768503	2.67005329374658	1.87566398991442	2.68157914384492	2.09217946128771	2.44597555090899	1.91705791253712	1.39057169805232	1.91812250276239	1.88720871414496	1.9622677937437	1.97685125874318	0.562178416534028	4.5	ENC_41570	BN373_30691	ERS227112_04119	ROD_21481	SL1344_2037	SL3261_2037	STMMW_20911	STM_MW20911	SEN2059	t0813	EC958_2351	NCTC13441_01705	BW25113_2009	b2009
apaG	Uncharacterized protein affecting Mg2+/Co2+ transport	3.07204795272367	2.43406176548066	2.87305664202216	2.32026584375522	2.33337909781606	2.50522005327606	2.05584787602991	1.80356614873565	2.02903787884573	1.55134388371018	2.27978702600659	1.79815231558703	3.56081378657391	4.5	ENC_45650	BN373_05341	ERS227112_02383	ROD_00571	SL1344_0090	SL3261_0090	STMMW_00941	STM_MW00941	SEN0091	t0092	EC958_0186	NCTC13441_03938	BW25113_0050	b0050
csdE	cysteine desulfurase, sulfur acceptor subunit CsdE	2.23497542248122	1.49695760092544	2.03108121157271	1.86153568246605	1.86739024756827	1.95591182964667	1.61886007944395	1.08497426650244	1.88358788576984	2.05713772547813	1.92461156427409	1.69671663729727	2.31093122005409	4.5	ENC_30490	BN373_38091	ERS227112_01494	ROD_28561	SL1344_2965	SL3261_2965	STMMW_29481	STM_MW29481	SEN2829	t2893	EC958_3081	NCTC13441_00963	BW25113_2811	b2811
trx	thioredoxin	2.9105741553169	2.80322077652243	3.11628176335221	2.40825173156702	2.46795515021091	2.74515687678923	2.60406587784413	1.81688143796659	2.08146012511896	2.29870305667301	2.55610567076296	2.20411557500806	2.00747707769032	4.5	ENC_02200	BN373_49101	ERS227112_01752	ROD_39661	SL1344_3875	SL3261_3875	STMMW_38911	STM_MW38911	SEN3721	t3381	EC958_4243	NCTC13441_04741	BW25113_3781	b3781
glnB	Nitrogen regulatory protein PII	2.77546083192538	2.52253815228136	1.91858855077624	2.65840757156567	2.23829787215824	2.28836747896463	2.18437908121582	1.41616306019534	2.05539423032705	1.92610261104743	2.6150028179305	1.86892067005122	2.72622699404919	4.5	ENC_37110	BN373_35361	ERS227112_00037	ROD_24961	SL1344_2523	SL3261_2523	STMMW_25781	STM_MW25781	SEN2541	t0295	EC958_2859	NCTC13441_01188	BW25113_2553	b2553
rplL	LSU ribosomal protein L12P	-4.5	-0.710475794401228	-4.5	-4.5	-4.5	-4.5	-4.5	-4.5	-0.504569807021375	-4.5	-4.5	-4.5	-4.5	-4.5	ENC_01400	BN373_49791	ERS227112_01833	ROD_37661	SL1344_4091	SL3261_4091	STMMW_41051	STM_MW41051	SEN3936	t3475	EC958_5097	NCTC13441_04510	BW25113_3986	b3986
hxlR	Predicted transcriptional regulators	2.7807219413516	2.03448640115214	2.71559487207979	1.560978989829	2.53303104770667	2.6179081019739	2.53337382857881	2.73077319380226	1.8221536582986	1.77359996661044	2.26441665046557	2.29133481448115	2.05953096648417	4.5	ENC_43140	BN373_02161	ERS227112_02083	ROD_32671	SL1344_4335	SL3261_4335	STMMW_43461	STM_MW43461	SEN4170	t4455	EC958_4707	NCTC13441_04233	BW25113_4212	b4212
rpsM	30S ribosomal protein S13	-4.5	-4.5	-4.5	-0.896261546525322	-1.46734499109181	-1.52964077297032	-4.5	-4.5	-1.05664003823808	-4.5	-4.5	-4.5	-4.5	4.5	ENC_305added	BN373_43351	ERS227112_00887A	ROD_45231	SL1344_3385	SL3261_3385	STMMW_34111	STM_MW34111	SEN3246	t4087	EC958_3692	NCTC13441_1added	BW25113_3298	b3298
yhaH	Predicted membrane protein	2.78430335135896	2.74800048151447	2.3161784877952	3.15651471835922	2.93176499446353	2.64797390473296	2.74148073142656	2.71895454779211	2.53676807157197	2.7144655211961	2.60002076861645	2.65593972473969	2.56430819525369	4.5	ENC_33600	BN373_41941	ERS227112_01073	ROD_47711	SL1344_3206	SL3261_3206	STMMW_32341	STM_MW32341	SEN3075	t3154	EC958_3509	NCTC13441_00586	BW25113_3103	b3103
crcB	camphor resistance protein CrcB	2.4663224629557	2.57355104225162	2.3279586804316	2.665588231683	2.03369420663593	1.87110802321376	1.71490226753352	0.791201242515257	1.65362971320128	1.60539374940978	1.77647302663543	2.07845643955788	1.95111308678154	4.5	ENC_20850	BN373_12371	ERS227112_03099	ROD_06391	SL1344_0618	SL3261_0618	STMMW_06951	STM_MW06951	SEN0599	t2237	EC958_0743	NCTC13441_03370	BW25113_0624	b0624
manX_3	Phosphotransferase system, mannose/fructose-specific component IIA	2.92590268845299	2.35372101451265	2.64027188494674	2.38165832822467	2.27569093894608	2.68424017182155	2.97628328475871	3.25154715021425	2.94689525067201	2.25405019783722	2.16159356095583	1.94838902203136	2.58884354637982	4.5	ENC_46450	BN373_06271	ERS227112_02478	ROD_01411	SL1344_0179	SL3261_0179	STMMW_01841	STM_MW01841	SEN0183	t0179	EC958_0271	NCTC13441_03852	BW25113_0129	b0129
yifE	Uncharacterized protein conserved in bacteria	2.56014651323739	1.90537862143052	2.67876825790706	1.95094184795866	2.21416078211838	2.31880248693688	2.16366165887369	2.01424894117898	2.21220973089497	2.03990468319098	2.21878458948397	1.52297529538262	2.54039770360124	4.5	ENC_47850	BN373_48921	ERS227112_01735	ROD_39821	SL1344_3859	SL3261_3859	STMMW_38741	STM_MW38741	SEN3705	t3448	EC958_4230	NCTC13441_04754	BW25113_3764	b3764
yhjY	hypothetical protein	3.21200656604551	2.34484371753418	2.45873082856734	2.62982498784615	2.27258669849695	2.33538448333328	2.02122902253902	2.12050066776906	2.05699521587811	2.25844663878619	2.79362323415203	2.70987551354324	2.56642161358495	4.5	ENC_01550	BN373_45421	ERS227112_00675	ROD_42591	SL1344_3607	SL3261_3607	STMMW_36311	STM_MW36311	SEN3464	t3878	EC958_3954	NCTC13441_00135	BW25113_3548	b3548
rnk	Transcription elongation factor	2.33677476996502	1.88901734621205	1.94593474923634	2.3658634297089	2.56361013177091	2.72334396001114	2.07588443072254	1.97364622117726	1.81724134720654	1.87593221407355	1.71097278424868	2.07335188475993	0.976956450584692	4.5	ENC_21060	BN373_12321	ERS227112_03093	ROD_06241	SL1344_0604	SL3261_0604	STMMW_06811	STM_MW06811	SEN0585	t2251	EC958_0729	NCTC13441_03385	BW25113_0610	b0610
ybaN	Uncharacterized protein conserved in bacteria	1.93002340562128	2.66829228847748	2.27611585357185	2.01084702897731	2.10662351028335	2.00469183712451	2.22355845237072	2.44916640032425	2.03942521022192	1.33132126460017	2.40238689903688	1.87534078347926	2.76729234341658	4.5	ENC_22590	BN373_09381	ERS227112_02803	ROD_05261	SL1344_1added	SL3261_1added	STMMW_05521	STM_MW05521	SEN0463	t2378	EC958_0607	NCTC13441_03510	BW25113_0468	b0468
yciU	Uncharacterized protein conserved in bacteria	2.25078825892241	1.68159993257804	1.50558462158338	2.0624980253562	2.09081010194815	2.26897116310485	2.31867237827533	0.688040000524673	1.91587744970455	1.88794314742829	2.14734114693978	1.93515862655538	1.69827799322675	4.5	ENC_08060	BN373_27871	ERS227112_04481	ROD_17601	SL1344_1671	SL3261_1671	STMMW_17351	STM_MW17351	SEN_2added	t1652	EC958_1522	NCTC13441_02586	BW25113_1248	b1248
glnK	Nitrogen regulatory protein PII	2.07429006958509	2.35965730115466	2.00404340487958	1.15877731157965	2.26035984190328	2.49642224905736	2.31992013929418	1.04727215500567	2.09718684585905	1.93075296991252	1.69085536876214	1.77062835673859	1.27710879549704	4.5	ENC_22920	BN373_09021	ERS227112_02765	ROD_05051	SL1344_0456	SL3261_0456	STMMW_05331	STM_MW05331	SEN0444	t2397	EC958_0590	NCTC13441_03528	BW25113_0450	b0450
phnA	alkylphosphonate utilization operon protein PhnA	2.83981587214815	2.8104607698472	2.92829281763717	2.37794138386449	1.87596537953978	2.38257377121732	2.03336839950709	2.25597608267373	1.86966916528857	2.31862236628364	2.60089587179169	2.73610406985391	2.62536437696112	4.5	ENC_05410	BN373_01141	ERS227112_01978	ROD_34791	SL1344_4226	SL3261_4226	STMMW_42401	STM_MW42401	SEN4060	t4196	EC958_4588	NCTC13441_04356	BW25113_4108	b4108
fdx	ferredoxin, 2Fe-2S type, ISC system	2.67331368303835	2.44015928523436	-4.5	2.68005595055708	2.16125750350491	2.08226055489425	-0.669202115091152	1.97241459794232	1.92631137805325	1.5593293715699	0.646331262975448	0.588227592563084	0.776928366781762	4.5	ENC_37290	BN373_35141	ERS227112_00059	ROD_24691	SL1344_2500	SL3261_2500	STMMW_25551	STM_MW25551	SEN2518	t0318	EC958_2835	NCTC13441_01211	BW25113_2525	b2525
smpA	Small protein A (tmRNA-binding)	2.67704387822519	2.70275625346885	1.97035623857382	1.77643154387121	2.59695685720677	2.69747845679664	2.30983766937452	1.7517929609107	1.9919962376297	1.85905886701423	2.92997724847827	2.64800326247953	1.75801636983317	4.5	ENC_28150	BN373_35931	ERS227112_01704	ROD_25661	SL1344_2657	SL3261_2657	STMMW_26991	STM_MW26991	SEN2605	t2639	EC958_2919	NCTC13441_01125	BW25113_2617	b2617
cyaY	iron donor protein CyaY	2.68663668277724	2.53615885955443	2.95945835184323	2.34857040912428	2.41820228490062	2.56905634943135	2.35109466953358	2.51710670134039	2.16936490550144	2.86081994494704	2.54659033323038	2.64948549285836	2.30427950598783	4.5	ENC_01990	BN373_49311	ERS227112_01778	ROD_39441	SL1344_3898	SL3261_3898	STMMW_39141	STM_MW39141	SEN3741	t3354	EC958_4268	NCTC13441_04713	BW25113_3807	b3807
yggL	Uncharacterized protein conserved in bacteria	2.27466421882775	2.41475542056625	2.25178373177929	2.24026293037258	2.35816541311243	2.34507002925898	2.05220804766589	2.23270599333548	1.77443641431527	2.22664171924049	1.70350176836551	2.05951872660319	2.12797414772419	4.5	ENC_32080	BN373_40471	ERS227112_01272	ROD_50281	SL1344_3083	SL3261_3083	STMMW_30691	STM_MW30691	SEN2951	t3021	EC958_3249	NCTC13441_00789	BW25113_2959	b2959
sdhD	succinate dehydrogenase subunit D	2.03359014662939	2.54091922347284	1.8360042637904	2.04831219858467	2.23503217119772	2.46548471191598	1.86678791679341	0.25466913818777	1.75350546214402	2.37146023634167	2.00527790594208	1.32328980681276	2.56529115827865	4.5	ENC_20160	BN373_13021	ERS227112_03172	ROD_07201	SL1344_0715	SL3261_0715	STMMW_07901	STM_MW07901	SEN0683	t2143	EC958_0837	NCTC13441_03273	BW25113_0722	b0722
folB	dihydroneopterin aldolase	-1.32179496380033	0.470931761886783	-4.5	-0.223041431858425	-1.39153659398809	-4.5	-0.551542549554136	-4.5	-0.690822218820636	-4.5	-0.553135074832927	-1.01977715982915	-4.5	4.5	ENC_32980	BN373_41151	ERS227112_01144	ROD_36031	SL1344_3179	SL3261_3179	STMMW_31671	STM_MW31671	SEN3048	t3126	EC958_3463	NCTC13441_00634	BW25113_3058	b3058
yijD	Protein of unknown function (DUF1422).	3.0892478814426	3.00360424885897	2.63226443522767	2.89227639379439	2.63327891982543	2.8567721448785	2.72353014534527	2.86199854186956	2.53272231878252	2.68964814770274	2.93788771105955	2.69149197314645	2.70984584795949	4.5	ENC_01150	BN373_48861	ERS227112_00329	ROD_37811	SL1344_4077	SL3261_4077	STMMW_40921	STM_MW40921	SEN3922	t3497	EC958_4452	NCTC13441_04532	BW25113_3964	b3964
mutT	8-oxo-dGTPase	2.63283833867933	1.77542171774554	2.45124760184955	2.1460656036873	2.09353174641504	2.1707752637189	1.76188289665698	0.729319115773723	1.83060423097302	1.69419107247554	2.40043626537055	1.95950353589836	1.97045499736829	4.5	ENC_46110	BN373_05921	ERS227112_02440	ROD_01051	SL1344_0137	SL3261_0137	STMMW_01431	STM_MW01431	SEN0138	t0141	EC958_0240	NCTC13441_03886	BW25113_0099	b0099
ychN	Uncharacterized conserved protein involved in intracellular sulfur reduction	1.67924858271799	2.50163647622077	1.89475090470171	2.34085015523534	2.16296748067041	2.4058572993828	1.66538674915021	2.25027431773885	2.04471642476708	2.27525605355198	1.48627025726458	1.54361752797816	2.72274377592964	4.5	ENC_07720	BN373_28191	ERS227112_04443	ROD_17931	SL1344_1697	SL3261_1697	STMMW_17611	STM_MW17611	SEN1270	t1678	EC958_1488	NCTC13441_02621	BW25113_1219	b1219
sufA	FeS assembly scaffold SufA	1.80210074965058	2.11144218977479	1.00889801310074	2.00210826500274	2.24619536940346	2.41497507954329	2.13838793053988	1.9461918496227	1.96325907615775	2.29888326556124	2.2020932372692	2.16676680173167	2.46246378432863	4.5	ENC_13700	BN373_27261	ERS227112_04536	ROD_13661	SL1344_1303	SL3261_1303	STMMW_13751	STM_MW13751	SEN1676	t1237	EC958_1904	NCTC13441_02197	BW25113_1684	b1684
yabJ	Putative translation initiation inhibitor, yjgF family	2.36275467569085	3.02229422761043	2.09393714100109	2.50966308350459	2.49512879182008	2.852369367609	2.73337349414823	1.61395261540525	2.08231826749894	1.68553438601524	2.87624466246867	3.48459158155378	2.80213946852364	4.5	ENC_06870	BN373_29091	ERS227112_04340	ROD_18481	SL1344_1751	SL3261_1751	STMMW_18141	STM_MW18141	SEN1215	t1055	EC958_2027	NCTC13441_02077	BW25113_1809	b1809
ygbA	Nitrous oxide-stimulated promoter.	2.40322494969255	2.60165012825246	2.24100456276343	1.9770469774403	2.40503712037081	2.34706937322015	2.51378633718982	1.64886249746031	1.65291482678825	1.76430476062361	2.11160539611565	2.02840298774639	2.44713736299228	4.5	ENC_29850	BN373_37151	ERS227112_01578	ROD_30791	SL1344_2840	SL3261_2840	STMMW_28221	STM_MW28221	SEN2702	t2762	EC958_3000	NCTC13441_01043	BW25113_2732	b2732
yajC	protein translocase subunit yajC	1.48875749873557	1.3358128708706	1.8861093641777	1.66611996571116	1.8983189201062	1.73573941451315	1.47692089652148	1.37134206896919	1.88070455350497	0.694290030724113	1.90164943722989	1.68423638458229	1.31059764635037	4.5	ENC_23530	BN373_08471	ERS227112_02709	ROD_04551	SL1344_0401	SL3261_0401	STMMW_04761	STM_MW04761	SEN0389	t2457	EC958_0545	NCTC13441_03572	BW25113_0407	b0407
iscA	iron-sulfur cluster assembly protein IscA	2.42894886520011	2.98915465450884	0.276286234999169	2.41753414729456	2.33714661382013	2.732757306387	2.30907001224832	2.34205822042834	2.3766785635104	2.69501791617825	1.54087830358358	0.623021196538627	0.814989905405219	4.5	ENC_37260	BN373_35171	ERS227112_00056	ROD_24721	SL1344_2503	SL3261_2503	STMMW_25581	STM_MW25581	SEN2521	t0315	EC958_2839	NCTC13441_01208	BW25113_2528	b2528
raiA	ribosomal subunit interface protein	2.50444862163529	1.75337922742873	1.90900505680725	2.8340122103766	2.48954978238741	2.80049845717516	2.32975739005252	1.80299487565317	2.18004800935872	2.25431368160974	2.59910122453467	2.3417065876453	0.30642890280511	4.5	ENC_27940	BN373_35731	ERS227112_01725	ROD_25381	SL1344_2624	SL3261_2624	STMMW_26801	STM_MW26801	SEN2587	t2620	EC958_2900	NCTC13441_01144	BW25113_2597	b2597
atpI	F0F1-type ATP synthase, subunit I	2.11159885796498	2.79034413882882	3.03159539489919	1.96221307546237	2.19070215230034	1.83285022676219	2.17740939905676	1.94378655341032	2.21333496287482	1.87739369360278	2.28103390661307	2.09350197269834	2.55507925087063	4.5	ENC_04250	BN373_47811	ERS227112_00439	ROD_40011	SL1344_3839	SL3261_3839	STMMW_38561	STM_MW38561	SEN3686	t3647	EC958_4212	NCTC13441_04777	BW25113_3739	b3739
yibL	Protein of unknown function (DUF2810).	2.5963967319296	2.16463953947591	1.80459106353301	2.21707077895083	2.41602333954368	2.47832323619411	2.20506630229785	2.58262416562367	2.41774478728543	2.49314667772151	2.15026897336461	2.42832667581332	2.18534412952437	4.5	ENC_47660	BN373_45881	ERS227112_00632	ROD_42181	SL1344_3654	SL3261_3654	STMMW_36771	STM_MW36771	SEN3511	t3830	EC958_4007	NCTC13441_00083	BW25113_3602	b3602
dgkA	diacylglycerol kinase	2.62425562648798	2.3306886634032	1.7230875566678	2.32563054956164	2.25461449790442	2.47269986056058	2.12425485882432	2.48905156514338	2.27404742672102	3.00444731426425	2.6657106321945	2.51774907049265	2.3670296371455	4.5	ENC_04730	BN373_00371	ERS227112_01902	ROD_37041	SL1344_4173	SL3261_4173	STMMW_41861	STM_MW41861	SEN4005	t4142	EC958_4498	NCTC13441_04444	BW25113_4042	b4042
ybaB	conserved hypothetical protein TIGR00103	1.79457243845344	2.52486781769096	1.99404552784425	1.85461382975911	2.0021875362215	2.27779417402864	2.23879107713697	1.92319904330976	1.66877066393745	0.775770464452842	1.94923031976869	2.1641755577051	2.17046636942087	4.5	ENC_22550	BN373_09411	ERS227112_02806	ROD_05291	SL1344_0478	SL3261_0478	STMMW_05551	STM_MW05551	SEN0466	t2375	EC958_0610	NCTC13441_03507	BW25113_0471	b0471
ybhQ	Putative inner membrane protein YbhQ.	2.82930087189257	2.53747590812059	2.74502850453043	1.95758224864157	2.41897467436809	2.71345141942822	2.14753046125155	1.13975599236294	1.79145086372434	1.53315677971254	2.22403432906924	1.99092836114753	2.08416551655013	4.5	ENC_19470	BN373_13821	ERS227112_03254	ROD_07911	SL1344_0790	SL3261_0790	STMMW_08661	STM_MW08661	SEN0760	t2074	EC958_0903	NCTC13441_03203	BW25113_0791	b0791
ygaC	Protein of unknown function (DUF2002).	3.28718668365716	3.32841181297879	3.65908510671499	2.25804693489424	2.61179021732172	3.03769554367919	2.86643185748393	1.82298245474932	2.69057972757646	2.59893930717673	3.10286357773016	2.72422638062042	2.96597933470426	4.5	ENC_29200	BN373_36381	ERS227112_01662	ROD_31371	SL1344_2785	SL3261_2785	STMMW_27681	STM_MW27681	SEN2645	t2697	EC958_2936	NCTC13441_01108	BW25113_2671	b2671
rplV	LSU ribosomal protein L22P	-4.5	-4.5	-4.5	-0.133483044249231	-4.5	-4.5	-4.5	-4.5	-0.987064235835178	-4.5	-4.5	-4.5	-4.5	-4.5	ENC_25290	BN373_43511	ERS227112_00872	ROD_45071	SL1344_3402	SL3261_3402	STMMW_34271	STM_MW34271	SEN3263	t4070	EC958_3708	NCTC13441_00380	BW25113_3315	b3315
ytfP	Uncharacterized conserved protein	3.05116348965229	2.9641980339769	3.12770206882878	2.42802464584456	2.37902462168902	2.63810180866669	2.35169936052168	2.06383208739827	2.61433883267627	2.49272778127808	2.73430261567077	2.51687859880883	1.99781132039996	4.5	ENC_43330	BN373_02281	ERS227112_02093	ROD_32831	SL1344_4344	SL3261_4344	STMMW_43551	STM_MW43551	SEN4180	t4465	EC958_4717	NCTC13441_04223	BW25113_4222	b4222
fimA	P pilus assembly protein, pilin FimA	3.21016200452663	2.39757341982969	2.0968705162325	1.88663194521143	2.77658017597137	2.64710401966223	2.25649127556331	3.50546493557921	2.77505048264411	3.25835700260894	2.76463638400193	2.83920484553771	1.96874376522071	4.5	ENC_22170	BN373_39191	ERS227112_01377	ROD_29121	SL1344_0536	SL3261_0536	STMMW_06111	STM_MW06111	SEN0524	t2320	EC958_0045	NCTC13441_04080	BW25113_4314	b4314
yjjA	Protein of unknown function (DUF2501).	2.67181205949846	2.13896088565651	2.48432083693235	2.29302309451749	2.64821960451393	2.67935617518074	2.53253755804663	2.4839924774457	2.091599604065	1.96154671216711	2.00524480257103	2.05060246857827	1.14638448701541	4.5	ENC_44780	BN373_04381	ERS227112_02288	ROD_48591	SL1344_4473	SL3261_4473	STMMW_44881	STM_MW44881	SEN4307	t4585	EC958_0090	NCTC13441_04036	BW25113_4360	b4360
metJ	Transcriptional regulator of met regulon	2.79188183076786	2.74916621932791	2.9163488809972	2.76573702153943	2.89652247747178	2.79326497413309	2.66585684904664	2.92861280610599	2.75676427293973	2.67118756154675	2.25592738424799	2.34652964676425	1.39194830861622	4.5	ENC_01000	BN373_48651	ERS227112_00350	ROD_38061	SL1344_4048	SL3261_4048	STMMW_40641	STM_MW40641	SEN3889	t3519	EC958_4423	NCTC13441_04562	BW25113_3938	b3938
rplU	LSU ribosomal protein L21P	-1.14119981977694	-4.5	-4.5	-4.5	-4.5	-0.613041961016652	-4.5	-4.5	-0.4991997814685	-4.5	-1.34864772493924	-4.5	-4.5	-4.5	ENC_34230	BN373_42461	ERS227112_01002	ROD_46342	SL1344_3276	SL3261_3276	STMMW_33031	STM_MW33031	SEN3137	t3221	EC958_3586	NCTC13441_00506	BW25113_3186	b3186
yhdN	Domain of unknown function (DUF1992).	2.53167765371402	1.87795755035933	2.55039674287329	2.51155774725965	2.05820847257091	2.35209006438963	2.35020587000445	2.2096448046886	2.43696332844397	2.70800382042486	1.76357564433988	1.80157854554702	2.18587603000128	4.5	ENC_25080	BN373_43301	ERS227112_00892	ROD_45281	SL1344_3380	SL3261_3380	STMMW_34061	STM_MW34061	SEN3241	t4092	EC958_3687	NCTC13441_00402	BW25113_3293	b3293
ydgK	Protein of unknown function (DUF2569).	2.31857185676715	2.93028952144316	2.74049075413266	2.37904168866901	2.02349347479884	2.2612792269357	2.65978265154621	1.96746095175616	1.63765068044293	2.26478336497171	3.31704050498868	3.33913716458903	3.62916494939797	4.5	ENC_12960	BN373_25451	ERS227112_04711	ROD_14411	SL1344_1392	SL3261_1392	STMMW_14631	STM_MW14631	SEN1587	t1328	EC958_1848	NCTC13441_02255	BW25113_1626	b1626
