CS17_00008	transaldolase B,Transaldolase,transaldolase B,Transaldolase,transaldolase,Transaldolase
SL1344_1616	bacteriophage shock protein E precursor
SL1344_1630	conserved hypothetical protein
SL1344_1631	enoyl-[acyl-carrier-protein
SL1344_1637	osmotically inducible lipoprotein B precursor
SL1344_1640	conserved hypothetical protein
SL1344_1643	GTP cyclohydrolase II
SL1344_1645	cys regulon transcriptional activator
SL1344_1646	DNA topoisomerase I, omega protein I
SL1344_1682	H-NS DNA-binding protein (histone-like protein Hlp-II)
SL1344_1684	hypothetical regulatory protein
SL1344_1700	2-dehydro-3-deoxyphosphooctonate aldolase
SL1344_1704	peptide chain release factor 1 (RF-1)
SL1344_1705	Glutamyl-tRNA reductase
SL1344_1706	Outer-membrane lipoprotein lolB precursor.
SL1344_1707	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase
SL1344_1708	Ribose-phosphate pyrophosphokinase
SL1344_1711	Peptidyl-tRNA hydrolase
SL1344_1713	conserved hypothetical protein
SL1344_1722	conserved hypothetical protein
SL1344_1744	Cell division topological specificity factor.
SL1344_1746	transposase
SL1344_1749	conserved hypothetical protein
SL1344_1770	hypothetical exported protein
SL1344_1783	hypothetical protein
SL1344_1785	conserved hypothetical protein
SL1344_1796	DNA Invertase
SL1344_1797	virulence factor
SL1344_1823	lipid A acyltransferase
SL1344_1833	Crossover junction endodeoxyribonuclease ruvC
SL1344_1836	Aspartyl-tRNA synthetase
SL1344_1844	Arginyl-tRNA synthetase
SL1344_1868	ferritin
SL1344_1875	phosphotidylglycerophosphate synthetase
SL1344_1886	transposase
SL1344_1921	conserved hypothetical protein
SL1344_1927B	dna-invertase (fragment)
SL1344_1929	hypothetical bacteriophage tail protein
SL1344_1930	hypothetical bacteriophage tail fibre protein
SL1344_1941	bacteriophage tail sheath protein
SL1344_1944	predicted bacteriophage protein
SL1344_1946	predicted bacteriophage protein
SL1344_1949	hypothetical portal protein
SL1344_1963	predicted bacteriophage protein
SL1344_1966	predicted bacteriophage protein
SL1344_1967	predicted bacteriophage protein
SL1344_1975	predicted bacteriophage protein
SL1344_1980	hypothetical protein
SL1344_1989	hypothetical protein
SL1344_2014	hypothetical propanediol utilization protein
SL1344_2024	propanediol utilization protein
SL1344_2064	glycosyltransferase
SL1344_2065	O-antigen transporter
SL1344_2066	CDP-abequose synthase
SL1344_2070	reductase
SL1344_2074	dTDP-glucose 4,6-dehydratase
SL1344_2087	acetyltransferase
SL1344_2088	glycosyltransferase
SL1344_2114	Type III secretion system effector chaperone
SL1344_2125	conserved hypothetical protein
SL1344_2130	conserved hypothetical protein
SL1344_2132	Methionyl-tRNA synthetase
SL1344_2136	hypothetical two-component system response regulator
SL1344_2139	hypothetical protein; conserved sORF
SL1344_2170	GTP cyclohydrolase I
SL1344_2186	cytoplasmic membrane protein
SL1344_2201	50s ribosomal protein L25
SL1344_2205	hypothetical sulphatase
SL1344_2214	predicted bacteriophage protein
SL1344_2215	predicted bacteriophage protein
SL1344_2223A	cytochrome C-type biogenesis protein
SL1344_2223B	cytochrome C-type biogenesis protein
SL1344_2223C	protoheme transport protein
SL1344_2223E	protoheme transport protein
SL1344_2241	DNA gyrase subunit A
SL1344_2245	3-demethylubiquinone-9 3-methyltransferase
SL1344_2246	ribonucleoside-diphosphate reductase 1 alpha chain
SL1344_2247	ribonucleoside-diphosphate reductase 1 beta chain
SL1344_2256	Type III secretion system effector protein, deubiquitinase
SL1344_2257	conserved hypothetical protein
SL1344_2261	hypothetical transcriptional regulator
SL1344_2298	hypothetical protein
SL1344_2312	hypothetical sugar phosphotransferase component II B
SL1344_2313	hypothetical sugar phosphotransferase component II A
SL1344_2327	conserved hypothetical protein
SL1344_2328	hypothetical amino acid transporter
SL1344_2334	folylpolyglutamate synthase
SL1344_2335	acetyl-CoA carboxylase beta subunit
SL1344_2344	hypothetical protein
SL1344_2345	hypothetical lipoprotein
SL1344_2347	3-oxoacyl-[acyl-carrier-protein
SL1344_2363	outer membrane protease E
SL1344_2381	Glutamyl-tRNA synthetase
SL1344_2389	conserved hypothetical protein
SL1344_2390	DNA ligase
SL1344_2391	cell division protein
SL1344_2396	pts system, glucose-specific IIA component
SL1344_2415	hypothetical membrane protein
SL1344_2417	ethanolamine operon transcriptional regulator
SL1344_2420	Ethanolamine ammonia-lyase light chain
SL1344_2423	hypothetical membrane protein
SL1344_2424	hypothetical alchohol dehydrogenase
SL1344_2425	hypothetical ethanolamine utilization protein EutJ
SL1344_2427	ethanolamine utilization protein
SL1344_2434	transposase
SL1344_2446	succinyl-diaminopimelate desuccinylase
SL1344_2452	Dihydrodipicolinate synthase
SL1344_2471	GMP synthase [glutamine-hydrolyzing
SL1344_2477	hypothetical exported protein (RatA)
SL1344_2481	GTP-binding protein engA.
SL1344_2484	Histidyl-tRNA synthetase
SL1344_2485	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase
SL1344_2496	hypothetical protein
SL1344_2504	NifU-like protein
SL1344_2505	Cysteine desulfurase
SL1344_2508	extragenic suppressor protein SuhB
SL1344_2517	serine hydroxymethyltransferase
SL1344_2530	conserved hypothetical protein
SL1344_2535	hypothetical oxidoreductase
SL1344_2539	Holo-[acyl-carrier-protein
SL1344_2540	Pyridoxal phosphate biosynthetic protein pdxJ
SL1344_2542	GTP-binding protein era homolog.
SL1344_2543	Ribonuclease III
SL1344_2544	signal peptidase I
SL1344_2546	Type III secretion system effector protein
SL1344_2548	predicted bacteriophage protein
SL1344_2551	predicted bacteriophage protein
SL1344_2560	predicted bacteriophage protein
SL1344_2577	hypothetical bacteriophage encoded virulence protein
SL1344_2583	predicted bacteriophage protein
SL1344_2584	hypothetical damage-inducible protein
SL1344_2585	predicted bacteriophage protein
SL1344_2586	predicted bacteriophage protein
SL1344_2593	hypothetical DNA-binding protein
SL1344_2594	predicted bacteriophage protein
SL1344_2596	predicted bacteriophage protein (fragment)
SL1344_2616	CDP-diacylglycerol-serine O-phosphatidyltransferase
SL1344_2618	alpha-ketoglutarate permease
SL1344_2623	outer membrane protein assembly complex subunit yfiO
SL1344_2629	hypothetical exported protein
SL1344_2633	hypothetical repressor protein
SL1344_2646	50S ribosomal protein L19. Chloroplast 50S ribosomal protein L19.
SL1344_2647	tRNA (guanine-N1) methyltransferase
SL1344_2648	16S rRNA processing protein rimM. Probable 16S rRNA processing protein rimM.
SL1344_2649	30S ribosomal protein S16. Chloroplast 30S ribosomal protein S16.
SL1344_2650	signal recognition particle protein
SL1344_2654	heat shock protein GrpE (heat shock protein b25.3) (hsp24)
SL1344_2655	conserved hypothetical protein
SL1344_2660	SsrA (tmRNA)-binding protein
SL1344_2674	Type III secretion system effector protein, invasion-associated secreted protein-by rearranging the actin cytoskeleton and disrupting tight junctions
SL1344_2695	hypothetical competence protein
SL1344_2696	predicted bacteriophage protein
SL1344_2707	bacteriophage regulatory protein
SL1344_2708	bacteriophage repressor protein cI
SL1344_2710	conserved hypothetical protein
SL1344_2713	conserved hypothetical protein
SL1344_2714	hypothetical protein
SL1344_2715	hypothetical protein
SL1344_2730	hypothetical ATPase
SL1344_2731	conserved hypothetical protein
SL1344_2733	regulator for maltose metabolism
SL1344_2738	hypothetical hexulose 6 phosphate synthase
SL1344_2745	hypothetical inner membrane protein
SL1344_2746	hypothetical inner membrane protein
SL1344_2751	conserved hypothetical protein
SL1344_2752	hypothetical DNA/RNA helicase
SL1344_2764	virulence protein
SL1344_2779	conserved hypothetical protein
SL1344_2789	hypothetical protein
SL1344_2794	glycine betaine/l-proline transport ATP-binding protein
SL1344_2806	carbon storage regulator
SL1344_2807	Alanyl-tRNA synthetase
SL1344_2847	AraC-family transcriptional regulator
SL1344_2850	oxygen-regulated invasion protein
SL1344_2851	type III secretion system apparatus
SL1344_2852	type III secretion system apparatus
SL1344_2853	type III secretion system apparatus
SL1344_2863	pathogenicity island 1 Type III secretion system effector protein-involved in bacterial entry by actin bundling and part of the Translocon
SL1344_2867	type III secretion system secretory apparatus
SL1344_2868	type III secretion system secretory apparatus
SL1344_2872	type III secretion system secretory apparatus
SL1344_2874	chaperone protein for type III secretion system effectors
SL1344_2875	secretory apparatus of type III secretion system
SL1344_2876	cell invasion protein
SL1344_2877	type III secretion system secretory apparatus
SL1344_2878	AraC-family regulatory protein
SL1344_2882	salmonella pathogenicity island 1 protein
SL1344_2908	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase
SL1344_2909	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
SL1344_2910	Cell division protein ftsB homolog.
SL1344_2931	Enolase
SL1344_2932	CTP synthase
SL1344_2934	hypothetical fimbrial subunit
SL1344_2936	conserved hypothetical protein
SL1344_2979	Thymidylate synthase
SL1344_2980	Prolipoprotein diacylglyceryl transferase
SL1344_3010	outer membrane protein (associated with virulence)
SL1344_3016	Lysyl-tRNA synthetase
SL1344_3017	peptide chain release factor 2 (RF-2)
SL1344_3022	conserved hypothetical protein
SL1344_3024	conserved hypothetical protein
SL1344_3033	2-octaprenyl-6-methoxyphenol hydroxylase
SL1344_3039	Ribose-5-phosphate isomerase A
SL1344_3043	hypothetical membrane protein
SL1344_3044	fructose 1,6-bisphosphate aldolase
SL1344_3045	phosphoglycerate kinase
SL1344_3061	hypothetical outer membrane lipoprotein
SL1344_3064	hypothetical inner membrane protein
SL1344_3065	S-adenosylmethionine synthetase
SL1344_3072	Putative Holliday junction resolvase
SL1344_3099	hypothetical protein
SL1344_3128	exported protein
SL1344_3134	conserved hypothetical protein
SL1344_3144	possible membrane transport protein
SL1344_3147	1-acyl-glycerol-3-phosphate acyltransferase
SL1344_3148	topoisomerase IV subunit A
SL1344_3155	topoisomerase IV subunit B
SL1344_3168	3,4-dihydroxy-2-butanone 4-phosphate synthase
SL1344_3172A	conserved sORF
SL1344_3173	ADP-heptose synthase
SL1344_3177	tRNA nucleotidyltransferase
SL1344_3179	dihydroneopterin aldolase
SL1344_3182	possible glycoprotease
SL1344_3183	30S ribosomal subunit protein S21
SL1344_3184	DNA primase
SL1344_3185	RNA polymerase sigma-70 factor
SL1344_3206	hypothetical membrane protein
SL1344_3256	30S ribosomal subunit protein S15
SL1344_3258	ribosome-binding factor A (P15B protein)
SL1344_3259	protein chain initiation factor 2
SL1344_3260	transcription termination/antitermination L factor
SL1344_3261	conserved hypothetical protein
SL1344_3265	PGM/PMM-family protein
SL1344_3267	transposase
SL1344_3268	cell division protein
SL1344_3269	cell division protein
SL1344_3273	probable GTP-binding protein
SL1344_3275	50S ribosomal subunit protein L27
SL1344_3276	50S ribosomal subunit protein L21
SL1344_3277	octaprenyl-diphosphate synthase
SL1344_3279	UDP-N-acetylglucosamine 1-carboxyvinyltransferase
SL1344_3289	lipopolysaccharide transport protein
SL1344_3290	conserved hypothetical protein
SL1344_3291	probable ABC transport protein, ATP-binding component
SL1344_3292	RNA polymerase sigma-54 factor (sigma-N)
SL1344_3306	cytosine deaminase
SL1344_3308	possible kinase
SL1344_3309	hypothetical N-acetylmannosamine-6-phosphate 2-epimerase 2 (ec 5.1.3.9) (mannac-6-p epimerase 2)
SL1344_3316	30S ribosomal subunit protein S9
SL1344_3317	50S ribosomal subunit protein L13
SL1344_3325	hypothetical oxaloacetate decarboxylase gamma chain (ec 4.1.1.3)
SL1344_3326	tartrate dehydratase
SL1344_3344	rod shape-determining protein
SL1344_3345	rod shape-determining protein
SL1344_3346	rod shape-determining protein
SL1344_3352	biotin carboxyl carrier protein
SL1344_3353	biotin carboxylase
SL1344_3365	possible lipoprotein
SL1344_3369	conserved hypothetical protein
SL1344_3371	conserved hypothetical protein
SL1344_3373	polypeptide deformylase
SL1344_3374	methionyl-tRNA formyltransferase
SL1344_3381	50S ribosomal subunit protein L17
SL1344_3382	DNA-directed RNA polymerase alpha chain
SL1344_3383	30S ribosomal subunit protein S4
SL1344_3384	30S ribosomal subunit protein S11
SL1344_3385	30S ribosomal subunit protein S13
SL1344_3386	50S ribosomal subunit protein L36
SL1344_3387	preprotein translocase subunit
SL1344_3388	50S ribosomal subunit protein L15
SL1344_3389	50S ribosomal subunit protein L30
SL1344_3390	30S ribosomal subunit protein S5
SL1344_3391	L18 Ribosomal Protein
SL1344_3392	50S ribosomal subunit protein L6
SL1344_3393	30S ribosomal subunit protein S8
SL1344_3394	30S ribosomal subunit protein S14
SL1344_3395	50S ribosomal subunit protein L5
SL1344_3396	50S ribosomal subunit protein L24
SL1344_3397	50S ribosomal subunit protein L14
SL1344_3398	30S ribosomal subunit protein S17
SL1344_3399	50S ribosomal subunit protein L29
SL1344_3400	50S ribosomal subunit protein L16
SL1344_3401	30S ribosomal subunit protein S3
SL1344_3402	50s ribosomal protein l22
SL1344_3403	30S ribosomal subunit protein S19
SL1344_3404	50S ribosomal subunit protein L2
SL1344_3405	50S ribosomal subunit protein L23
SL1344_3406	50S ribosomal subunit protein L4
SL1344_3407	50S ribosomal subunit protein L3
SL1344_3408	30S ribosomal subunit protein S10
SL1344_3413	elongation factor G
SL1344_3414	30S ribosomal subunit protein S7
SL1344_3415	30S ribosomal subunit protein S12
SL1344_3416	conserved hypothetical protein
SL1344_3422	FKBP-type peptidyl-prolyl cis-trans isomerase
SL1344_3424	glutathione-regulated potassium-efflux system protein (K(+)/H(+)antiporter)
SL1344_3425	hypothetical oxidoreductase
SL1344_3426	probable ABC transporter ATP-binding protein
SL1344_3427	conserved hypothetical protein
SL1344_3429	conserved hypothetical protein
SL1344_3431	phosphoribulokinase
SL1344_3437	cell filamentation protein Fic
SL1344_3439	peptidyl-prolyl cis-trans isomerase
SL1344_3440	hypothetical membrane protein
SL1344_3445	hypothetical surface-exposed virulence protein BigA
SL1344_3446	transposase
SL1344_3447	conserved hypothetical protein
SL1344_3462	cytoplasmic membrane protein
SL1344_3474	conserved hypothetical protein
SL1344_3475	conserved hypothetical protein
SL1344_3480	4-alpha-glucanotransferase
SL1344_3499	hypothetical dihydrodipicolinate synthetase
SL1344_3500	hypothetical IclR-family transcriptional regulator
SL1344_3504	glycogen operon protein
SL1344_3506	aspartate-semialdehyde dehydrogenase
SL1344_3514	conserved hypothetical protein
SL1344_3533	RNA polymerase sigma-32 factor
SL1344_3534	cell division protein
SL1344_3535	cell division ATP-binding protein FtsE
SL1344_3536	cell division protein
SL1344_3543	conserved hypothetical protein
SL1344_3570	bacteriophage-like lysozyme
SL1344_3571	hypothetical luxR-family transcriptional regulator
SL1344_3591	hypothetical amino acid permease
SL1344_3618	conserved hypothetical protein
SL1344_3620	glycine-tRNA synthetase, beta subunit
SL1344_3621	glycine-tRNA synthetase, alpha subunit
SL1344_3624	hypothetical membrane protein
SL1344_3663	probable glucarate transporter
SL1344_3665	serine acetyltransferase
SL1344_3673A	hypothetical inner membrane protein (fragment)
SL1344_3676	ADP-L-Glycero-D-mannoheptose-6-epimerase
SL1344_3678	lipopolysaccharide heptosyltransferase-1
SL1344_3682	lipopolysaccharide core biosynthesis protein
SL1344_3684	lipopolysaccharide 1,3-galactosyltransferase
SL1344_3686	conserved hypothetical protein
SL1344_3690	3-deoxy-D-manno-octulosonic-acid transferase
SL1344_3691	phosphopantetheine adenylyltransferase
SL1344_3694	50S ribosomal subunit protein L28
SL1344_3696	conserved hypothetical protein
SL1344_3697	deoxyuridine 5'-triphosphate nucleotidohydrolase
SL1344_3706	5'guanylate kinase
SL1344_3708	guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase; CG Site No. 156
SL1344_3722	conserved hypothetical protein
SL1344_3727	hypothetical inner membrane protein
SL1344_3727A	conserved sORF
SL1344_3748	PTS system, galactitol-specific IIC component
SL1344_3750	hypothetical phosphoenolpyruvate-dependent sugar phosphotransferase system, eiia 2
SL1344_3802	DNA gyrase subunit B
SL1344_3804	DNA polymerase III beta-subunit
SL1344_3805	chromosomal replication initiator protein
SL1344_3806	50s ribosomal protein l34
SL1344_3807	RNase P, protein component
SL1344_3809	hypothetical membrane protein
SL1344_3813	reverse transcriptase
