EMBL_ACC	LEN_(MB)	LEN_(BPs)	NUM_GENES	GC_CONTENT	NCBI_TAXONOMY	SPECIES_NAME	DESCRIPTION
CP007775.1	1.8MB	1791508	265386	0.29	Bacteria; Proteobacteria; Epsilonproteobacteria; Campylobacterales;Campylobacteraceae; Campylobacter.	Campylobacter lari NCTC 11845	Campylobacter lari NCTC 11845, complete genome.
CP007776.1	1.5MB	1523028	228209	0.30	Bacteria; Proteobacteria; Epsilonproteobacteria; Campylobacterales;Campylobacteraceae; Campylobacter.	Campylobacter lari CCUG 22395	Campylobacter lari CCUG 22395, complete genome.
CP007777.1	1.5MB	1516455	227591	0.30	Bacteria; Proteobacteria; Epsilonproteobacteria; Campylobacterales;Campylobacteraceae; Campylobacter.	Campylobacter lari RM16701	Campylobacter lari RM16701, complete genome.
CP007778.1	1.6MB	1565009	233542	0.30	Bacteria; Proteobacteria; Epsilonproteobacteria; Campylobacterales;Campylobacteraceae; Campylobacter.	Campylobacter lari RM16712	Campylobacter lari RM16712, complete genome.
CP007790.1	2.6MB	2607268	890010	0.68	Bacteria; Actinobacteria; Corynebacteriales; Corynebacteriaceae;Corynebacterium.	Corynebacterium marinum DSM 44953	Corynebacterium marinum DSM 44953, complete genome.
CP007793.1	3.1MB	3064393	1046183	0.68	Bacteria; Proteobacteria; Alphaproteobacteria; Rhodospirillales;Rhodospirillaceae; Azospirillum.	Azospirillum brasilense	Azospirillum brasilense strain Az39, complete genome.
CP007799.1	5.4MB	5441200	1372973	0.51	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales;Enterobacteriaceae; Escherichia.	Escherichia coli Nissle 1917	Escherichia coli Nissle 1917, complete genome.
CP007800.1	4.2MB	4188369	908653	0.43	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus.Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae;	Bacillus subtilis subsp. subtilis str. JH642 substr. AG174	Bacillus subtilis subsp. subtilis str. JH642 substr. AG174, complete
CP007803.1	4.4MB	4385518	1435149	0.66	Bacteria; Actinobacteria; Corynebacteriales; Mycobacteriaceae;Mycobacterium; Mycobacterium tuberculosis complex.	Mycobacterium tuberculosis K	Mycobacterium tuberculosis K, complete genome.
CP007804.2	4.8MB	4763557	1242537	0.52	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales;Enterobacteriaceae; Salmonella.	Salmonella enterica subsp. enterica serovar Typhimurium	Salmonella enterica subsp. enterica serovar Typhimurium strain VNP20009,
CP007805.1	1.8MB	1811802	344171	0.38	Bacteria; Proteobacteria; Gammaproteobacteria; Pasteurellales;Pasteurellaceae; Haemophilus.	Haemophilus influenzae CGSHiCZ412602	Haemophilus influenzae CGSHiCZ412602, complete genome.
CP007806.1	5.1MB	5114147	1050739	0.41	Bacteria; Firmicutes; Bacilli; Bacillales; Paenibacillaceae; Brevibacillus.	Brevibacillus laterosporus LMG 15441	Brevibacillus laterosporus LMG 15441, complete genome.
CP007809.1	4.4MB	4410788	1443238	0.66	Bacteria; Actinobacteria; Corynebacteriales; Mycobacteriaceae;Mycobacterium; Mycobacterium tuberculosis complex.	Mycobacterium tuberculosis	Mycobacterium tuberculosis strain KIT87190, complete genome.
CP008695.1	1.8MB	1846477	353752	0.39	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae;Streptococcus.	Streptococcus pyogenes	Streptococcus pyogenes strain M23ND, complete genome.
CP008696.1	7.1MB	7122173	2238266	0.63	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales;Pseudomonadaceae; Pseudomonas.	Pseudomonas chlororaphis	Pseudomonas chlororaphis strain PA23, complete genome.
CP008698.1	4.2MB	4193640	909498	0.43	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus.Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae;	Bacillus subtilis subsp. subtilis str. AG1839	Bacillus subtilis subsp. subtilis str. AG1839, complete genome.
CP008699.1	0.2MB	150297	39017	0.46	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales;Candidatus Hodgkinia.	Candidatus Hodgkinia cicadicola	Candidatus Hodgkinia cicadicola isolate TETULN, complete genome.
CP008700.1	5.4MB	5365144	1542192	0.58	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales;Enterobacteriaceae; Klebsiella.	Klebsiella pneumoniae subsp. pneumoniae KP5-1	Klebsiella pneumoniae subsp. pneumoniae KP5-1, complete genome.
CP008706.1	4.0MB	3972672	775799	0.39	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales;Moraxellaceae; Acinetobacter;	Acinetobacter baumannii	Acinetobacter baumannii strain AB5075-UW, complete genome.
CP008712.1	5.2MB	5223665	931274	0.36	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus;Bacillus cereus group.	Bacillus cereus	Bacillus cereus strain FT9, complete genome.
CP008713.1	1.7MB	1654902	233912	0.28	Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae;Candidatus Arthromitus.	Candidatus Arthromitus sp. SFB-mouse-NL	Candidatus Arthromitus sp. SFB-mouse-NL, complete genome.
CP008724.1	2.8MB	2757557	454419	0.33	Bacteria; Firmicutes; Bacilli; Bacillales; Staphylococcaceae;Staphylococcus.	Staphylococcus xylosus	Staphylococcus xylosus strain SMQ-121, complete genome.
CP008739.2	6.8MB	6818030	2263879	0.66	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales;Pseudomonadaceae; Pseudomonas.	Pseudomonas aeruginosa VRFPA04	Pseudomonas aeruginosa VRFPA04, complete genome.
CP008740.1	2.0MB	1969659	373150	0.38	Bacteria; Proteobacteria; Gammaproteobacteria; Pasteurellales;Pasteurellaceae; Haemophilus.	Haemophilus influenzae 2019	Haemophilus influenzae 2019, complete genome.
CP008741.1	5.2MB	5243219	1080536	0.42	Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Bacteroidaceae;Bacteroides.	Bacteroides dorei	Bacteroides dorei isolate HS1_L_3_B_079, complete genome.
CP008747.1	2.5MB	2472129	445231	0.36	Bacteria; Firmicutes; Bacilli; Bacillales; Staphylococcaceae;Staphylococcus.	Staphylococcus hyicus	Staphylococcus hyicus strain ATCC 11249, complete genome.
CP008787.1	1.7MB	1651739	251404	0.31	Bacteria; Proteobacteria; Epsilonproteobacteria; Campylobacterales;Campylobacteraceae; Campylobacter.	Campylobacter jejuni subsp. jejuni	Campylobacter jejuni subsp. jejuni strain MTVDSCj20, complete genome.
CP008788.1	6.2MB	6152190	1721284	0.56	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales;Enterobacteriaceae; Klebsiella.	Klebsiella oxytoca KONIH1	Klebsiella oxytoca KONIH1, complete genome.
CP008796.1	1.8MB	1764045	327755	0.37	Bacteria; Thermodesulfobacteria; Thermodesulfobacteriales;Thermodesulfobacteriaceae; Thermodesulfobacterium.	Thermodesulfobacterium commune DSM 2178	Thermodesulfobacterium commune DSM 2178, complete genome.
CP008797.1	5.4MB	5396164	1558306	0.57	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales;Enterobacteriaceae; Klebsiella.	Klebsiella pneumoniae subsp. pneumoniae KPNIH24	Klebsiella pneumoniae subsp. pneumoniae KPNIH24, complete genome.
CP008801.1	4.7MB	4718545	1196599	0.51	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales;Enterobacteriaceae; Escherichia.	Escherichia coli KLY	Escherichia coli KLY, complete genome.
CP008802.1	2.2MB	2159306	674097	0.62	Bacteria; Actinobacteria; Actinomycetales; Actinomycetaceae; Actinotignum.	Actinotignum schaalii	Actinobaculum schaalii strain CCUG 27420, complete genome.
CP008803.1	3.9MB	3923922	1164170	0.59	Bacteria; Proteobacteria; Deltaproteobacteria; Desulfovibrionales;Desulfonatronaceae; Desulfonatronum.	Desulfonatronum thiodismutans	Desulfonatronum thiodismutans strain MLF-1, complete genome.
CP008804.1	1.9MB	1941566	401473	0.41	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales;Moraxellaceae; Moraxella.	Moraxella catarrhalis	Moraxella catarrhalis strain 25240, complete genome.
CP008805.1	5.5MB	5523849	1393319	0.50	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales;Enterobacteriaceae; Escherichia.	Escherichia coli O157:H7 str. SS17	Escherichia coli O157:H7 str. SS17, complete genome.
CP008808.1	1.8MB	1800764	301786	0.33	Bacteria; Proteobacteria; Epsilonproteobacteria; Campylobacterales;Campylobacteraceae; Campylobacter.	Campylobacter fetus subsp. fetus 04/554	Campylobacter fetus subsp. fetus 04/554, complete genome.
CP008810.1	1.9MB	1935028	323970	0.33	Bacteria; Proteobacteria; Epsilonproteobacteria; Campylobacterales;Campylobacteraceae; Campylobacter.	Campylobacter fetus subsp. venerealis 97/608	Campylobacter fetus subsp. venerealis 97/608, complete genome.
CP008823.1	4.9MB	4852980	1344187	0.55	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales;Enterobacteriaceae; Enterobacter; Enterobacter cloacae complex.	Enterobacter cloacae ECNIH2	Enterobacter cloacae ECNIH2, complete genome.
CP008827.1	5.4MB	5394056	1549118	0.57	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales;Enterobacteriaceae; Klebsiella.	Klebsiella pneumoniae subsp. pneumoniae KPNIH1	Klebsiella pneumoniae subsp. pneumoniae KPNIH1, complete genome.
CP008841.1	5.9MB	5865090	1645512	0.56	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales;Enterobacteriaceae; Klebsiella.	Klebsiella oxytoca	Klebsiella oxytoca strain M1, complete genome.
CP008846.1	5.2MB	5213498	916179	0.35	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus;Bacillus cereus group.	Bacillus anthracis	Bacillus anthracis strain HYU01, complete genome.
CP008849.1	4.3MB	4308833	969689	0.45	Bacteria; Proteobacteria; Gammaproteobacteria; Alteromonadales;Alteromonadaceae; Alteromonas.	Alteromonas australica	Alteromonas australica strain H 17, complete genome.
CP008852.1	5.1MB	5115410	993695	0.39	Bacteria; Firmicutes; Negativicutes; Selenomonadales; Veillonellaceae;Pelosinus.	Pelosinus sp. UFO1	Pelosinus sp. UFO1, complete genome.
CP008853.1	5.2MB	5227170	919021	0.35	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus;Bacillus cereus group.	Bacillus anthracis	Bacillus anthracis strain Cvac02, complete genome.
CP008854.1	5.2MB	5225433	918653	0.35	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus;Bacillus cereus group.	Bacillus anthracis	Bacillus anthracis strain Han, complete genome.
CP008855.1	3.4MB	3422674	653788	0.38	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus.	Bacillus sp. X1(2014)	Bacillus sp. X1(2014), complete genome.
CP008876.1	3.5MB	3488643	787108	0.43	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Terribacillus.	Terribacillus aidingensis	Terribacillus aidingensis strain MP602, complete genome.
CP008878.1	2.7MB	2698020	432285	0.32	Bacteria; Bacteroidetes; Flavobacteriia; Flavobacteriales;Flavobacteriaceae; Flavobacterium.	Flavobacterium psychrophilum	Flavobacterium psychrophilum strain V3-5, complete genome.
CP008881.1	2.7MB	2684585	429913	0.32	Bacteria; Bacteroidetes; Flavobacteriia; Flavobacteriales;Flavobacteriaceae; Flavobacterium.	Flavobacterium psychrophilum	Flavobacterium psychrophilum strain V4-24, complete genome.
CP008883.1	2.7MB	2699386	432316	0.32	Bacteria; Bacteroidetes; Flavobacteriia; Flavobacteriales;Flavobacteriaceae; Flavobacterium.	Flavobacterium psychrophilum	Flavobacterium psychrophilum strain v4-33, complete genome.
CP008884.1	4.8MB	4831185	1569669	0.65	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales;Rhodanobacteraceae; Dyella.	Dyella japonica A8	Dyella japonica A8, complete genome.
CP008885.1	2.5MB	2480603	742751	0.60	Bacteria; Actinobacteria; Bifidobacteriales; Bifidobacteriaceae;Bifidobacterium.	Bifidobacterium longum	Bifidobacterium longum strain BXY01, complete genome.
CP008889.1	3.0MB	3029021	1046884	0.69	Bacteria; Actinobacteria; Micrococcales; Dermacoccaceae; Dermacoccus.	Dermacoccus nishinomiyaensis	Dermacoccus nishinomiyaensis strain M25, complete genome.
CP008895.1	0.9MB	857799	171296	0.40	Bacteria; Tenericutes; Mollicutes; Mycoplasmataceae; Mycoplasma.	Mycoplasma pneumoniae M29	Mycoplasma pneumoniae M29, complete genome.
CP008896.1	6.1MB	6064456	1820406	0.60	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales;Pseudomonadaceae; Pseudomonas.	Pseudomonas fluorescens	Pseudomonas fluorescens strain UK4, complete genome.
CP008897.1	4.6MB	4633407	1276313	0.55	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales;Enterobacteriaceae; Enterobacter; Enterobacter cloacae complex.	Enterobacter cloacae ECNIH3	Enterobacter cloacae ECNIH3, complete genome.
CP008902.1	2.7MB	2736292	437479	0.32	Bacteria; Bacteroidetes; Flavobacteriia; Flavobacteriales;Flavobacteriaceae; Flavobacterium.	Flavobacterium psychrophilum	Flavobacterium psychrophilum strain 950106-1/1, complete genome.
CP008905.1	4.6MB	4621385	1273387	0.55	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales;Enterobacteriaceae; Enterobacter; Enterobacter cloacae complex.	Enterobacter cloacae ECR091	Enterobacter cloacae ECR091, complete genome.
CP008913.1	2.5MB	2471920	726594	0.59	Bacteria; Actinobacteria; Corynebacteriales; Corynebacteriaceae;Corynebacterium.	Corynebacterium sp. ATCC 6931	Corynebacterium sp. ATCC 6931, complete genome.
CP008918.1	2.3MB	2271840	456931	0.40	Bacteria; Proteobacteria; Gammaproteobacteria; Pasteurellales;Pasteurellaceae; Pasteurella.	Pasteurella multocida	Pasteurella multocida strain ATCC 43137, complete genome.
CP008920.1	4.3MB	4285951	889724	0.42	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales;Enterobacteriaceae; Providencia.	Providencia stuartii	Providencia stuartii strain ATCC 33672, complete genome.
CP008921.1	2.3MB	2292360	463978	0.41	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae;Streptococcus.	Streptococcus suis 6407	Streptococcus suis 6407, complete genome.
CP008922.1	2.3MB	2338139	607226	0.52	Bacteria; Actinobacteria; Corynebacteriales; Corynebacteriaceae;Corynebacterium.	Corynebacterium pseudotuberculosis	Corynebacterium pseudotuberculosis strain 48252, complete genome.
CP008923.1	2.3MB	2338144	612941	0.52	Bacteria; Actinobacteria; Corynebacteriales; Corynebacteriaceae;Corynebacterium.	Corynebacterium pseudotuberculosis	Corynebacterium pseudotuberculosis strain CS_10, complete genome.
CP008924.1	2.3MB	2338300	604460	0.52	Bacteria; Actinobacteria; Corynebacteriales; Corynebacteriaceae;Corynebacterium.	Corynebacterium pseudotuberculosis	Corynebacterium pseudotuberculosis strain Ft_2193/67, complete genome.
CP008928.1	4.7MB	4678927	1218838	0.52	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales;Enterobacteriaceae; Salmonella.	Salmonella enterica subsp. enterica serovar Enteritidis	Salmonella enterica subsp. enterica serovar Enteritidis strain SEJ,
CP008929.1	5.3MB	5317001	1527491	0.57	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales;Enterobacteriaceae; Klebsiella.	Klebsiella pneumoniae	Klebsiella pneumoniae strain PMK1, complete genome.
CP008936.1	1.7MB	1722347	331195	0.38	Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Caedibacter.	Candidatus Caedibacter acanthamoebae	Candidatus Caedibacter acanthamoebae, complete genome.
CP008941.1	2.5MB	2470036	499514	0.41	Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales;Candidatus Paracaedibacteraceae; Candidatus Paracaedibacter.	Candidatus Paracaedibacter acanthamoebae	Candidatus Paracaedibacter acanthamoebae isolate PRA3, complete genome.
CP008943.1	4.8MB	4806594	1140402	0.48	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales;Enterobacteriaceae; Yersinia.	Yersinia pseudotuberculosis	Yersinia pseudotuberculosis strain ATCC 6904, complete genome.
CP008944.1	2.3MB	2311380	756177	0.66	Bacteria; Actinobacteria; Corynebacteriales; Corynebacteriaceae;Corynebacterium.	Corynebacterium atypicum	Corynebacterium atypicum strain R2070, complete genome.
CP008953.1	9.0MB	8961318	3084848	0.69	Bacteria; Actinobacteria; Pseudonocardiales; Pseudonocardiaceae;Amycolatopsis.	Amycolatopsis japonica	Amycolatopsis japonica strain MG417-CF17, complete genome.
CP008957.1	5.5MB	5547323	1399359	0.50	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales;Enterobacteriaceae; Escherichia.	Escherichia coli O157:H7 str. EDL933	Escherichia coli O157:H7 str. EDL933, complete genome.
CP008985.1	0.8MB	759425	147946	0.39	Bacteria; Proteobacteria; Gammaproteobacteria; Candidatus Baumannia.	Candidatus Baumannia cicadellinicola	Candidatus Baumannia cicadellinicola strain BGSS, complete genome.
CP008986.1	0.2MB	244618	27867	0.22	Bacteria; Bacteroidetes; Flavobacteriia; Flavobacteriales;Candidatus Sulcia.	Candidatus Sulcia muelleri	Candidatus Sulcia muelleri strain BGSS, complete genome.
CP008989.1	5.1MB	5123664	1658826	0.65	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales;Xanthomonadaceae; Xanthomonas.	Xanthomonas citri subsp. citri	Xanthomonas citri subsp. citri strain UI7, complete genome.
CP008992.1	5.1MB	5123810	1658863	0.65	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales;Xanthomonadaceae; Xanthomonas.	Xanthomonas citri subsp. citri UI6	Xanthomonas citri subsp. citri UI6, complete genome.
CP008995.1	5.2MB	5175558	1674026	0.65	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales;Xanthomonadaceae; Xanthomonas.	Xanthomonas citri subsp. citri	Xanthomonas citri subsp. citri strain NT17, complete genome.
CP008998.1	5.1MB	5124831	1659207	0.65	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales;Xanthomonadaceae; Xanthomonas.	Xanthomonas citri subsp. citri	Xanthomonas citri subsp. citri strain MN12, complete genome.
CP009001.1	5.1MB	5123512	1658855	0.65	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales;Xanthomonadaceae; Xanthomonas.	Xanthomonas citri subsp. citri	Xanthomonas citri subsp. citri strain MN11, complete genome.
CP009004.1	5.1MB	5124846	1659201	0.65	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales;Xanthomonadaceae; Xanthomonas.	Xanthomonas citri subsp. citri	Xanthomonas citri subsp. citri strain MN10, complete genome.
CP009007.1	5.2MB	5175551	1674021	0.65	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales;Xanthomonadaceae; Xanthomonas.	Xanthomonas citri subsp. citri	Xanthomonas citri subsp. citri strain mf20, complete genome.
CP009010.1	5.1MB	5124810	1659213	0.65	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales;Xanthomonadaceae; Xanthomonas.	Xanthomonas citri subsp. citri	Xanthomonas citri subsp. citri strain jx5, complete genome.
CP009013.1	5.1MB	5124790	1659207	0.65	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales;Xanthomonadaceae; Xanthomonas.	Xanthomonas citri subsp. citri	Xanthomonas citri subsp. citri strain jx4, complete genome.
CP009016.1	5.1MB	5125126	1659328	0.65	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales;Xanthomonadaceae; Xanthomonas.	Xanthomonas citri subsp. citri	Xanthomonas citri subsp. citri strain gd3, complete genome.
CP009019.1	5.1MB	5125124	1659322	0.65	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales;Xanthomonadaceae; Xanthomonas.	Xanthomonas citri subsp. citri	Xanthomonas citri subsp. citri strain gd2, complete genome.
CP009022.1	5.2MB	5175486	1674000	0.65	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales;Xanthomonadaceae; Xanthomonas.	Xanthomonas citri subsp. citri	Xanthomonas citri subsp. citri strain FB19, complete genome.
CP009025.1	5.2MB	5175550	1674014	0.65	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales;Xanthomonadaceae; Xanthomonas.	Xanthomonas citri subsp. citri	Xanthomonas citri subsp. citri strain BL18, complete genome.
CP009028.1	5.2MB	5175552	1674021	0.65	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales;Xanthomonadaceae; Xanthomonas.	Xanthomonas citri subsp. citri	Xanthomonas citri subsp. citri strain 5208, complete genome.
