Gene	Product	log(ii/essentiality_threshold)														Locus tag														Number of copies of gene in the genome														path_id	path_name
		Enterobacter.cloacae.NCTC.9394	Klebsiella.pneumoniae.Ecl8	Klebsiella.pneumoniae.RH201207	Citrobacter.rodentium.ICC168	Salmonella.typhimurium.SL1344	Salmonella.typhimurium.SL3261	Salmonella.typhimurium.D23580	Salmonella.typhimurium.A130	Salmonella.enteritidis.P125109	Salmonella.Typhi.Ty2	Escherichia.coli.EC958	Escherichia.coli.ST131	Escherichia.coli.BW25113	Escherichia.coli.MG1655	Enterobacter.cloacae.NCTC.9394	Klebsiella.pneumoniae.Ecl8	Klebsiella.pneumoniae.RH201207	Citrobacter.rodentium.ICC168	Salmonella.typhimurium.SL1344	Salmonella.typhimurium.SL3261	Salmonella.typhimurium.D23580	Salmonella.typhimurium.A130	Salmonella.enteritidis.P125109	Salmonella.Typhi.Ty2	Escherichia.coli.EC958	Escherichia.coli.ST131	Escherichia.coli.BW25113	Escherichia.coli.MG1655	Enterobacter.cloacae.NCTC.9394	Klebsiella.pneumoniae.Ecl8	Klebsiella.pneumoniae.RH201207	Citrobacter.rodentium.ICC168	Salmonella.typhimurium.SL1344	Salmonella.typhimurium.SL3261	Salmonella.typhimurium.D23580	Salmonella.typhimurium.A130	Salmonella.enteritidis.P125109	Salmonella.Typhi.Ty2	Escherichia.coli.EC958	Escherichia.coli.ST131	Escherichia.coli.BW25113	Escherichia.coli.MG1655		
ribD	diaminohydroxyphosphoribosylaminopyrimidine deaminase /5-amino-6-(5-phosphoribosylamino)uracil reductase	-4.5	-4.5	-4.5	-4.5	-4.5	-4.5	-4.5	-4.5	-2.5206357105	-4.5	-4.5	-4.5	-4.5	-4.5	ENC_23450	BN373_08551	ERS227112_02717	ROD_04631	SL1344_0410	SL3261_0410	STMMW_04861	STM_MW04861	SEN0398	t2447	EC958_0552	NCTC13441_03565	BW25113_0414	b0414	1	1	1	1	1	1	1	1	1	1	1	1	1	1	eco02024	Quorum sensing 
rseP	RIP metalloprotease RseP	0.1836225274	0.3929745625	-1.6085864505	1.2636260884	2.1370088299	2.1287012366	1.6525934708	1.5100540772	1.2484782948	-4.5	1.4122772401	-0.0447166039	-1.7016302693	-4.5	ENC_46990	BN373_06811	ERS227112_02531	ROD_01791	SL1344_0224	SL3261_0224	STMMW_02291	STM_MW02291	SEN0230	t0224	EC958_0322	NCTC13441_03800	BW25113_0176	b0176	1	1	1	1	1	1	1	1	1	1	1	1	1	1	eco02024	Quorum sensing 
secA	protein translocase subunit secA	-4.5	-2.3504851483	-4.5	-1.6643624198	-3.324639951	-3.2480454273	-1.768822114	-2.2910076685	-0.9075073635	-3.0658097503	-3.4251124156	-2.3008947869	-4.5	-4.5	ENC_46100	BN373_05911	ERS227112_02438A	ROD_01041	SL1344_0136	SL3261_0136	STMMW_01421	STM_MW01421	SEN0137	t0140	EC958_0239	NCTC13441_15added	BW25113_0098	b0098	1	1	1	1	1	1	1	1	1	1	1	1	1	1	eco02024	Quorum sensing 
secB	protein translocase subunit secB	0.4697972802	-4.5	0.3415819468	-1.3447486223	1.7134172198	2.5525680652	0.7596235223	1.1660077418	1.6404396691	0.924769354	1.8665094383	0.4701120623	1.5761058954	4.5	ENC_02270	BN373_45951	ERS227112_00625	ROD_42071	SL1344_3667	SL3261_3667	STMMW_36891	STM_MW36891	SEN3523	t3818	EC958_4017	NCTC13441_00074	BW25113_3609	b3609	1	1	1	1	1	1	1	1	1	1	1	1	1	1	eco02024	Quorum sensing 
secE	protein translocase subunit secE/sec61 gamma	-1.425816242	-4.5	-4.5	-0.9973937429	-4.5	-4.5	-1.0442270767	-4.5	-0.5585788987	-4.5	-4.5	-1.2880778793	-4.5	-4.5	ENC_01450	BN373_49741	ERS227112_01828	ROD_37711	SL1344_4086	SL3261_4086	STMMW_41001	STM_MW41001	SEN3931	t3480	EC958_5092	NCTC13441_04515	BW25113_3981	b3981	1	1	1	1	1	1	1	1	1	1	1	1	1	1	eco02024	Quorum sensing 
secG	protein translocase subunit secG	2.0932140728	2.040650379	-4.5	1.626785616	2.2002401899	2.3717619181	1.3333575726	1.8261665674	1.7002236067	1.5684892437	2.1736111759	1.6347822167	-4.5	4.5	ENC_34100	BN373_42351	ERS227112_01014	ROD_46581	SL1344_3264	SL3261_3264	STMMW_32911	STM_MW32911	SEN3126	t3210	EC958_3575	NCTC13441_00518	BW25113_3175	b3175	1	1	1	1	1	1	1	1	1	1	1	1	1	1	eco02024	Quorum sensing 
secY	protein translocase subunit secY/sec61 alpha	-2.6850222896	-1.8880438156	-2.5555756463	-2.2092303669	-2.7810797642	-2.1501118644	-0.5935677753	-1.7823136969	-1.4534033494	-4.5	-2.776181497	-4.5	-4.5	-4.5	ENC_25140	BN373_43361	ERS227112_00887	ROD_45221	SL1344_3387	SL3261_3387	STMMW_34131	STM_MW34131	SEN3248	t4085	EC958_3693	NCTC13441_00395	BW25113_3300	b3300	1	1	1	1	1	1	1	1	1	1	1	1	1	1	eco02024	Quorum sensing 
ydcZ	Uncharacterized protein conserved in bacteria	2.1370751312	2.7148464696	1.456342979	2.3380707181	2.0101691822	1.6821865709	0.8690271538	0.3563812151	1.2187301649	1.5197281665	2.1899783793	2.0470484401	-4.5	4.5	ENC_09430	BN373_24921	ERS227112_04761	ROD_15841	SL1344_1522	SL3261_1522	STMMW_15861	STM_MW15861	SEN1464	t1501	EC958_1722	NCTC13441_02372	BW25113_1447	b1447	1	1	1	1	1	1	1	1	1	1	1	1	1	1	eco02024	Quorum sensing 
ribA	GTP cyclohydrolase II	-4.5	-4.5	-4.5	-4.5	-1.4493375436	-0.8058768234	-4.5	-4.5	-0.7136723874	-4.5	-1.3417683432	-4.5	-4.5	-4.5	ENC_08380	BN373_18991	ERS227112_05455	ROD_17231	SL1344_1643	SL3261_1643	STMMW_17061	STM_MW17061	SEN1322	t1624	EC958_1609	NCTC13441_02486	BW25113_1277	b1277	1	1	1	1	1	1	1	1	1	1	1	1	1	1	eco00740	Riboflavin metabolism 
ribB	3,4-dihydroxy-2-butanone 4-phosphate synthase	-4.5	-4.5	-4.5	-0.8055780542	-4.5	-4.5	-1.8373214199	-1.1107410874	-0.9978148991	-4.5	-2.2153064272	-4.5	-4.5	-4.5	ENC_32880	BN373_41061	ERS227112_01154	ROD_35901	SL1344_3168	SL3261_3168	STMMW_31561	STM_MW31561	SEN3037	t3115	EC958_3451	NCTC13441_00647	BW25113_3041	b3041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	eco00740	Riboflavin metabolism 
ribD	diaminohydroxyphosphoribosylaminopyrimidine deaminase /5-amino-6-(5-phosphoribosylamino)uracil reductase	-4.5	-4.5	-4.5	-4.5	-4.5	-4.5	-4.5	-4.5	-2.5206357105	-4.5	-4.5	-4.5	-4.5	-4.5	ENC_23450	BN373_08551	ERS227112_02717	ROD_04631	SL1344_0410	SL3261_0410	STMMW_04861	STM_MW04861	SEN0398	t2447	EC958_0552	NCTC13441_03565	BW25113_0414	b0414	1	1	1	1	1	1	1	1	1	1	1	1	1	1	eco00740	Riboflavin metabolism 
ribE	riboflavin synthase alpha chain	-4.5	-0.3682298024	-4.5	-4.5	-4.5	-4.5	-0.7925928442	-4.5	-0.5149655254	-4.5	-4.5	-4.5	-4.5	-4.5	ENC_13370	BN373_25831	ERS227112_04672	ROD_14071	SL1344_1358	SL3261_1358	STMMW_14291	STM_MW14291	SEN1621	t1294	EC958_1884	NCTC13441_02219	BW25113_1662	b1662	1	1	1	1	1	1	1	1	1	1	1	1	1	1	eco00740	Riboflavin metabolism 
ribF	FMN adenylyltransferase /riboflavin kinase	-4.5	-4.5	-4.5	-1.8018323397	-1.236499352	-4.5	-4.5	-4.5	-0.9019796899	-4.5	-0.8541640661	-1.2513357892	-4.5	-4.5	ENC_45420	BN373_05011	ERS227112_02355	ROD_00221	SL1344_0046	SL3261_0046	STMMW_00461	STM_MW00461	SEN0045	t0047	EC958_0157	NCTC13441_03967	BW25113_0025	b0025	1	1	1	1	1	1	1	1	1	1	1	1	1	1	eco00740	Riboflavin metabolism 
ribH	6,7-dimethyl-8-ribityllumazine synthase	-4.5	-4.5	-4.5	-4.5	-4.5	-1.3059341692	-4.5	-4.5	-4.5	-4.5	-0.2322435606	-4.5	-4.5	-4.5	ENC_23440	BN373_08561	ERS227112_02718	ROD_04641	SL1344_0411	SL3261_0411	STMMW_04871	STM_MW04871	SEN0399	t2446	EC958_0553	NCTC13441_03564	BW25113_0415	b0415	1	1	1	1	1	1	1	1	1	1	1	1	1	1	eco00740	Riboflavin metabolism 
rplA	LSU ribosomal protein L1P	-2.0295375345	-0.6721904306	-0.9006996563	0.7013075722	0.8777417139	-0.1732404624	0.4094258307	-1.3944121661	0.7484385225	-0.0385661802	0.7718218743	-1.2012914782	-1.4739238798	4.5	ENC_01420	BN373_49771	ERS227112_01831	ROD_37681	SL1344_4089	SL3261_4089	STMMW_41031	STM_MW41031	SEN3934	t3477	EC958_5095	NCTC13441_04512	BW25113_3984	b3984	1	1	1	1	1	1	1	1	1	1	1	1	1	1	eco03010	Ribosome 
rplB	ribosomal protein L2, bacterial/organellar	-2.2114339087	-4.5	-4.5	-4.5	-2.3066647148	-4.5	-4.5	-1.3079468172	-1.4809539267	-4.5	-4.5	-1.9420910897	-1.4421176602	-4.5	ENC_25310	BN373_43531	ERS227112_00870	ROD_45051	SL1344_3404	SL3261_3404	STMMW_34291	STM_MW34291	SEN3265	t4068	EC958_3710	NCTC13441_00378	BW25113_3317	b3317	1	1	1	1	1	1	1	1	1	1	1	1	1	1	eco03010	Ribosome 
rplC	LSU ribosomal protein L3P	-4.5	-0.4490751949	-4.5	-4.5	-1.349702154	-2.1030800503	-4.5	-1.0441716899	0.325451787	-1.2086004139	-2.0308296642	-4.5	-4.5	-4.5	ENC_25340	BN373_43561	ERS227112_00867	ROD_45021	SL1344_3407	SL3261_3407	STMMW_34321	STM_MW34321	SEN3268	t4065	EC958_3713	NCTC13441_00375	BW25113_3320	b3320	1	1	1	1	1	1	1	1	1	1	1	1	1	1	eco03010	Ribosome 
rplD	LSU ribosomal protein L4P	-4.5	-4.5	-4.5	-4.5	-1.3102147787	-2.0637294904	-0.800480588	-1.0046687223	-0.3289661491	-4.5	-4.5	-4.5	-4.5	-4.5	ENC_25330	BN373_43551	ERS227112_00868	ROD_45031	SL1344_3406	SL3261_3406	STMMW_34311	STM_MW34311	SEN3267	t4066	EC958_3712	NCTC13441_00376	BW25113_3319	b3319	1	1	1	1	1	1	1	1	1	1	1	1	1	1	eco03010	Ribosome 
rplE	Ribosomal protein L5	-4.5	-4.5	-4.5	-4.5	-1.1885202093	-4.5	-4.5	-4.5	-0.7725761814	-4.5	-4.5	-4.5	-4.5	-4.5	ENC_25220	BN373_43441	ERS227112_00879	ROD_45141	SL1344_3395	SL3261_3395	STMMW_34211	STM_MW34211	SEN3256	t4077	EC958_3701	NCTC13441_00387	BW25113_3308	b3308	1	1	1	1	1	1	1	1	1	1	1	1	1	1	eco03010	Ribosome 
rplF	LSU ribosomal protein L6P	-4.5	-4.5	-4.5	-1.2978327969	-4.5	-1.2413223667	-0.6673814319	-4.5	-1.4583490975	-4.5	-1.8659605773	-4.5	-4.5	-4.5	ENC_25190	BN373_43411	ERS227112_00882	ROD_45171	SL1344_3392	SL3261_3392	STMMW_34181	STM_MW34181	SEN3253	t4080	EC958_3698	NCTC13441_00390	BW25113_3305	b3305	1	1	1	1	1	1	1	1	1	1	1	1	1	1	eco03010	Ribosome 
rplJ	LSU ribosomal protein L10P	-4.5	-1.0208459554	-4.5	-1.2569094143	-4.5	-4.5	-4.5	-4.5	-2.2018019398	-4.5	-4.5	-4.5	-1.1271624533	-4.5	ENC_01410	BN373_49781	ERS227112_01832	ROD_37671	SL1344_4090	SL3261_4090	STMMW_41041	STM_MW41041	SEN3935	t3476	EC958_5096	NCTC13441_04511	BW25113_3985	b3985	1	1	1	1	1	1	1	1	1	1	1	1	1	1	eco03010	Ribosome 
rplK	LSU ribosomal protein L11P	-4.5	-4.5	-4.5	-1.1081828519	-1.1548538854	-4.5	-1.7365974163	-4.5	-0.6683520926	-1.3380163634	-1.8261724152	-4.5	-4.5	4.5	ENC_01430	BN373_49761	ERS227112_01830	ROD_37691	SL1344_4088	SL3261_4088	STMMW_41021	STM_MW41021	SEN3933	t3478	EC958_5094	NCTC13441_04513	BW25113_3983	b3983	1	1	1	1	1	1	1	1	1	1	1	1	1	1	eco03010	Ribosome 
rplL	LSU ribosomal protein L12P	-4.5	-0.7104757944	-4.5	-4.5	-4.5	-4.5	-4.5	-4.5	-0.504569807	-4.5	-4.5	-4.5	-4.5	-4.5	ENC_01400	BN373_49791	ERS227112_01833	ROD_37661	SL1344_4091	SL3261_4091	STMMW_41051	STM_MW41051	SEN3936	t3475	EC958_5097	NCTC13441_04510	BW25113_3986	b3986	1	1	1	1	1	1	1	1	1	1	1	1	1	1	eco03010	Ribosome 
rplM	LSU ribosomal protein L13P	-4.5	-4.5	-4.5	-1.2476449793	-1.5962179712	-1.6517500631	-4.5	-0.610214619	-0.1200456117	-4.5	-1.7840081682	-4.5	-4.5	-4.5	ENC_34740	BN373_42801	ERS227112_00967	ROD_45921	SL1344_3317	SL3261_3317	STMMW_33441	STM_MW33441	SEN3178	t3261	EC958_3623	NCTC13441_00468	BW25113_3231	b3231	1	1	1	1	1	1	1	1	1	1	1	1	1	1	eco03010	Ribosome 
rplN	LSU ribosomal protein L14P	-4.5	-4.5	-4.5	-4.5	-4.5	-4.5	-0.7144814972	-0.5147745264	-1.0965714279	-4.5	-1.5050480554	-4.5	-0.6527607979	-4.5	ENC_25240	BN373_43461	ERS227112_00877	ROD_45112	SL1344_3397	SL3261_3397	STMMW_34231	STM_MW34231	SEN3258	t4075	EC958_3703	NCTC13441_00385	BW25113_3310	b3310	1	1	1	1	1	1	1	1	1	1	1	1	1	1	eco03010	Ribosome 
rplO	LSU ribosomal protein L15P	-4.5	-4.5	-1.4374831804	-0.3982677449	-4.5	-4.5	-1.557230568	-0.6659448691	-0.8464308892	-4.5	-4.5	-4.5	-4.5	-4.5	ENC_25150	BN373_43371	ERS227112_00886	ROD_45211	SL1344_3388	SL3261_3388	STMMW_34141	STM_MW34141	SEN3249	t4084	EC958_3694	NCTC13441_00394	BW25113_3301	b3301	1	1	1	1	1	1	1	1	1	1	1	1	1	1	eco03010	Ribosome 
rplP	LSU ribosomal protein L16P	-4.5	-4.5	-4.5	-4.5	-1.613161323	-4.5	0.4382367564	-4.5	-1.1950508298	-4.5	-4.5	-4.5	-4.5	-4.5	ENC_25270	BN373_43491	ERS227112_00874	ROD_45091	SL1344_3400	SL3261_3400	STMMW_34251	STM_MW34251	SEN3261	t4072	EC958_3706	NCTC13441_00382	BW25113_3313	b3313	1	1	1	1	1	1	1	1	1	1	1	1	1	1	eco03010	Ribosome 
rplQ	LSU ribosomal protein L17P	-4.5	-4.5	-4.5	-4.5	-4.5	-4.5	-0.7338279293	-4.5	-1.8213867762	-4.5	-4.5	-4.5	-4.5	-4.5	ENC_25090	BN373_43311	ERS227112_00891	ROD_45271	SL1344_3381	SL3261_3381	STMMW_34071	STM_MW34071	SEN3242	t4091	EC958_3688	NCTC13441_00401	BW25113_3294	b3294	1	1	1	1	1	1	1	1	1	1	1	1	1	1	eco03010	Ribosome 
rplR	LSU ribosomal protein L18P	-1.3676240452	-4.5	-4.5	-4.5	-4.5	-4.5	-0.6630933602	-4.5	-1.0491583016	-4.5	-4.5	-4.5	-4.5	-4.5	ENC_25180	BN373_43401	ERS227112_00883	ROD_45181	SL1344_3391	SL3261_3391	STMMW_34171	STM_MW34171	SEN3252	t4081	EC958_3697	NCTC13441_00391	BW25113_3304	b3304	1	1	1	1	1	1	1	1	1	1	1	1	1	1	eco03010	Ribosome 
rplS	LSU ribosomal protein L19P	-0.5039489084	-4.5	-4.5	-4.5	1.0534658748	-1.0384400514	0.1385407157	-4.5	-0.4302886376	-1.0597621559	-4.5	-0.5758642491	-4.5	-4.5	ENC_28050	BN373_35831	ERS227112_01714	ROD_25561	SL1344_2646	SL3261_2646	STMMW_26871	STM_MW26871	SEN2594	t2628	EC958_2908	NCTC13441_01135	BW25113_2606	b2606	1	1	1	1	1	1	1	1	1	1	1	1	1	1	eco03010	Ribosome 
rplT	LSU ribosomal protein L20P	-0.9103128135	0.2190935524	-4.5	-0.9491214914	-4.5	-4.5	-4.5	-4.5	-4.5	-4.5	-4.5	-4.5	-4.5	-4.5	ENC_14150	BN373_27631	ERS227112_04495	ROD_13401	SL1344_1270	SL3261_1270	STMMW_13431	STM_MW13431	SEN1708	t1216	EC958_1937	NCTC13441_02163	BW25113_1716	b1716	1	1	1	1	1	1	1	1	1	1	1	1	1	1	eco03010	Ribosome 
rplU	LSU ribosomal protein L21P	-1.1411998198	-4.5	-4.5	-4.5	-4.5	-0.613041961	-4.5	-4.5	-0.4991997815	-4.5	-1.3486477249	-4.5	-4.5	-4.5	ENC_34230	BN373_42461	ERS227112_01002	ROD_46342	SL1344_3276	SL3261_3276	STMMW_33031	STM_MW33031	SEN3137	t3221	EC958_3586	NCTC13441_00506	BW25113_3186	b3186	1	1	1	1	1	1	1	1	1	1	1	1	1	1	eco03010	Ribosome 
rplV	LSU ribosomal protein L22P	-4.5	-4.5	-4.5	-0.1334830442	-4.5	-4.5	-4.5	-4.5	-0.9870642358	-4.5	-4.5	-4.5	-4.5	-4.5	ENC_25290	BN373_43511	ERS227112_00872	ROD_45071	SL1344_3402	SL3261_3402	STMMW_34271	STM_MW34271	SEN3263	t4070	EC958_3708	NCTC13441_00380	BW25113_3315	b3315	1	1	1	1	1	1	1	0	1	1	1	1	1	1	eco03010	Ribosome 
rplW	Ribosomal protein L23	-1.2168249154	-4.5	-4.5	-0.730446362	-4.5	-4.5	-1.207683786	-4.5	-1.5839567302	-4.5	-4.5	-4.5	-4.5	-4.5	ENC_25320	BN373_43541	ERS227112_00869	ROD_45041	SL1344_3405	SL3261_3405	STMMW_34301	STM_MW34301	SEN3266	t4067	EC958_3711	NCTC13441_00377	BW25113_3318	b3318	1	1	1	1	1	1	1	1	1	1	1	1	1	1	eco03010	Ribosome 
rplX	LSU ribosomal protein L24P	-4.5	-4.5	-4.5	-4.5	-0.6532989921	-4.5	-4.5	-4.5	-0.5243981797	-4.5	-4.5	-4.5	-4.5	-4.5	ENC_25230	BN373_43451	ERS227112_00878	ROD_45131	SL1344_3396	SL3261_3396	STMMW_34221	STM_MW34221	SEN3257	t4076	EC958_3702	NCTC13441_00386	BW25113_3309	b3309	1	1	1	1	1	1	1	1	1	1	1	1	1	1	eco03010	Ribosome 
rplY	LSU ribosomal protein L25P	-0.7342667063	-4.5	-4.5	-4.5	-4.5	-4.5	-4.5	-4.5	-1.0827815981	-0.4241760446	-1.0033521085	-4.5	-4.5	4.5	ENC_39830	BN373_32241	ERS227112_03962	ROD_23161	SL1344_2201	SL3261_2201	STMMW_22551	STM_MW22551	SEN2217	t0630	EC958_2523	NCTC13441_01524	BW25113_2185	b2185	1	1	1	1	1	1	1	1	1	1	0	1	1	1	eco03010	Ribosome 
rpmA	LSU ribosomal protein L27P	-0.9544723333	-4.5	-4.5	-4.5	-4.5	-4.5	-0.212206595	-4.5	-1.4113056227	-4.5	-4.5	-4.5	-4.5	-4.5	ENC_34220	BN373_42451	ERS227112_01003	ROD_46351	SL1344_3275	SL3261_3275	STMMW_33021	STM_MW33021	SEN3136	t3220	EC958_3585	NCTC13441_00507	BW25113_3185	b3185	1	1	1	1	1	1	1	1	1	1	1	1	1	1	eco03010	Ribosome 
rpmB	ribosomal protein L28	X	-0.2948961657	-4.5	-4.5	-4.5	-4.5	-4.5	-4.5	-1.5761485455	-4.5	-4.5	-4.5	-4.5	-4.5	X	BN373_46201	ERS227112_00600	ROD_41781	SL1344_3694	SL3261_3694	STMMW_37171	STM_MW37171	SEN3550	t3790	EC958_4045	NCTC13441_00046	BW25113_3637	b3637	0	1	1	1	1	1	1	1	1	1	1	1	1	1	eco03010	Ribosome 
rpmC	LSU ribosomal protein L29P	-4.5	-4.5	-4.5	-4.5	-0.8563432971	-4.5	X	X	-0.4384582965	-4.5	-4.5	-4.5	-4.5	-4.5	ENC_25260	BN373_43481	ERS227112_00875	ROD_45101	SL1344_3399	SL3261_3399	X	X	SEN3260	t4073	EC958_3705	NCTC13441_00383	BW25113_3312	b3312	1	1	1	1	1	1	0	0	1	1	1	1	1	1	eco03010	Ribosome 
rpmD	LSU ribosomal protein L30P	-4.5	-4.5	-4.5	-4.5	-0.7805008649	-4.5	-4.5	-4.5	-0.3672030062	-4.5	-4.5	-4.5	0.0759810425	-4.5	ENC_25160	BN373_43381	ERS227112_00885	ROD_45201	SL1344_3389	SL3261_3389	STMMW_34151	STM_MW34151	SEN3250	t4083	EC958_3695	NCTC13441_00393	BW25113_3302	b3302	1	1	1	1	1	1	1	1	1	1	1	1	1	1	eco03010	Ribosome 
rpmE	LSU ribosomal protein L31P	2.5160234026	0.9149497617	0.706339064	2.0364657374	2.0450220473	2.0554734927	2.6258947498	1.7923575354	1.8781223186	1.5053716912	1.034544619	1.6824308596	-4.5	4.5	ENC_00990	BN373_48641	ERS227112_00351	ROD_38101	SL1344_4045	SL3261_4045	STMMW_40611	STM_MW40611	SEN3886	t3522	EC958_4421	NCTC13441_04564	BW25113_3936	b3936	2	2	2	1	2	2	2	2	2	2	2	2	2	2	eco03010	Ribosome 
rpmF	LSU ribosomal protein L32P	0.9369317031	1.6206890363	0.1490363905	0.7692009521	2.238865204	1.201652756	0.8935977544	-4.5	1.3133857677	0.6114780929	1.8648695523	1.2311354639	-4.5	4.5	ENC_15510	BN373_17011	ERS227112_03565	ROD_11511	SL1344_1128	SL3261_1128	STMMW_12001	STM_MW12001	SEN1858	t1729	EC958_1285	NCTC13441_02823	BW25113_1089	b1089	1	1	1	1	1	1	1	1	1	1	1	1	1	1	eco03010	Ribosome 
rpmG	LSU ribosomal protein L33P	1.4578861453	1.9941449214	-0.6849023847	1.8500487494	1.6896838899	1.6052809657	1.7048987461	-4.5	0.8463184447	2.1980263097	1.3092364301	1.3761123305	1.8100187009	4.5	ENC_02550	BN373_46191	ERS227112_00601	ROD_41791	SL1344_3693	SL3261_3693	STMMW_37161	STM_MW37161	SEN3549	t3791	EC958_4044	NCTC13441_00047	BW25113_3636	b3636	1	1	1	1	1	1	1	1	1	1	1	1	1	1	eco03010	Ribosome 
rpmH	ribosomal protein L34	X	-4.5	-4.5	-4.5	-4.5	-4.5	-4.5	-4.5	-0.8135377643	-4.5	-4.5	-4.5	-4.5	-4.5	X	BN373_47501	ERS227112_00468C	ROD_40243	SL1344_3806	SL3261_3806	STMMW_38241	STM_MW38241	SEN3656	t3680	EC958_4177	NCTC13441_04813	BW25113_3703	b3703	0	1	1	1	1	1	1	1	1	1	1	1	1	1	eco03010	Ribosome 
rpmI	ribosomal protein L35	X	0.8030928572	-0.2934133719	-4.5	-0.3605443365	-4.5	0.3144269963	-4.5	-0.7096445509	-4.5	-0.2546672184	-4.5	1.4877174279	4.5	X	BN373_27641	ERS227112_04494	ROD_13391	SL1344_1269	SL3261_1269	STMMW_13421	STM_MW13421	SEN1709	t1215	EC958_1938	NCTC13441_02162	BW25113_1717	b1717	0	1	1	1	1	1	1	1	1	1	1	1	1	1	eco03010	Ribosome 
rpmJ	50S ribosomal subunit protein L36	X	X	X	0.9029728342	0.3313436421	1.1854284104	1.3557698306	-4.5	1.1480387388	0.4761288344	-4.5	-4.5	1.5908302507	4.5	X	X	X	ROD_45222	SL1344_3386	SL3261_3386	STMMW_34121	STM_MW34121	SEN3247	t4086	EC958_5073	NCTC13441_00396	BW25113_3299	b3299	0	0	0	1	1	1	1	1	1	1	1	1	1	1	eco03010	Ribosome 
rpmJ	LSU ribosomal protein L36P	2.1459862162	2.4437739756	2.0227946916	X	1.8858551022	2.0602616859	0.2099732197	-4.5	1.5638005596	1.855669128	1.8924289179	2.3978562595	2.9671502143	4.5	ENC_22750	BN373_09241	ERS227112_02789	X	SL1344_0463	SL3261_0463	STMMW_05401	STM_MW05401	SEN0451	t2390	EC958_0440	NCTC13441_03675	BW25113_4506	b4506	1	1	1	0	0	0	1	1	1	1	1	1	1	1	eco03010	Ribosome 
rpsA	SSU ribosomal protein S1P	-1.8223449922	-0.3682165785	-4.5	-2.1728581879	-0.6031523781	-2.4095748628	-0.712096957	-1.4428778738	-0.3003454507	-2.3856267974	-1.8749752862	-1.4012590779	-1.7537516039	-4.5	ENC_17720	BN373_15541	ERS227112_03426	ROD_09791	SL1344_0918	SL3261_0918	STMMW_09921	STM_MW09921	SEN0885	t1953	EC958_1121	NCTC13441_02978	BW25113_0911	b0911	1	1	1	1	1	1	1	1	1	1	1	1	1	1	eco03010	Ribosome 
rpsB	SSU ribosomal protein S2P	-1.798275901	-4.5	-4.5	-1.3661831538	-4.5	-4.5	-4.5	-4.5	-1.6874975589	-4.5	-1.1170978367	-4.5	-4.5	-4.5	ENC_46920	BN373_06741	ERS227112_02524	ROD_01721	SL1344_0217	SL3261_0217	STMMW_02221	STM_MW02221	SEN0223	t0217	EC958_0315	NCTC13441_03808	BW25113_0169	b0169	1	1	1	1	1	1	1	1	1	1	0	1	1	1	eco03010	Ribosome 
rpsC	SSU ribosomal protein S3P	-2.0522415226	-4.5	-4.5	-1.5683959776	-1.4543402847	-4.5	-4.5	-1.1487466883	-1.3234102839	-4.5	-2.137907372	-4.5	-4.5	-4.5	ENC_25280	BN373_43501	ERS227112_00873	ROD_45081	SL1344_3401	SL3261_3401	STMMW_34261	STM_MW34261	SEN3262	t4071	EC958_3707	NCTC13441_00381	BW25113_3314	b3314	1	1	1	1	1	1	1	1	1	1	1	1	1	1	eco03010	Ribosome 
rpsD	30S ribosomal protein S4	-1.9192420294	-0.4308662177	-4.5	-4.5	-1.3225540328	-1.3850338432	-4.5	-4.5	-1.2006154469	-4.5	-1.318762968	-1.6599213712	-4.5	-4.5	ENC_304added	BN373_43331	ERS227112_00889	ROD_45251	SL1344_3383	SL3261_3383	STMMW_34091	STM_MW34091	SEN3244	t4089	EC958_5072	NCTC13441_00399	BW25113_3296	b3296	1	1	1	1	1	1	1	1	1	1	2	1	1	1	eco03010	Ribosome 
rpsE	ribosomal protein S5, bacterial/organelle type	-4.5	-4.5	-1.5845861355	-1.2389592794	-1.1198121976	-4.5	-1.0125973318	-4.5	-0.7063131515	-4.5	-4.5	-4.5	-4.5	-4.5	ENC_25170	BN373_43391	ERS227112_00884	ROD_45191	SL1344_3390	SL3261_3390	STMMW_34161	STM_MW34161	SEN3251	t4082	EC958_3696	NCTC13441_00392	BW25113_3303	b3303	1	1	1	1	1	1	1	1	1	1	1	1	1	1	eco03010	Ribosome 
rpsF	ribosomal protein S6	-4.5	0.0269578271	-4.5	-4.5	1.2102897088	-1.5370667011	-4.5	-4.5	0.8034556679	-4.5	0.2252139394	-4.5	-0.0408346194	4.5	ENC_43000	BN373_02051	ERS227112_02072	ROD_32551	SL1344_4324	SL3261_4324	STMMW_43351	STM_MW43351	SEN4157	t4442	EC958_4687	NCTC13441_04253	BW25113_4200	b4200	1	1	1	1	1	1	1	1	1	1	1	1	1	1	eco03010	Ribosome 
rpsG	SSU ribosomal protein S7P	-4.5	-0.8547438032	-4.5	-1.1687874195	-4.5	-4.5	-4.5	-4.5	-0.9243791102	-4.5	-1.7502134034	-4.5	-4.5	-4.5	ENC_25400	BN373_43631	ERS227112_00860	ROD_44781	SL1344_3414	SL3261_3414	STMMW_34391	STM_MW34391	SEN3275	t4058	EC958_3737	NCTC13441_00354	BW25113_3341	b3341	1	1	1	1	1	1	1	1	1	1	1	1	1	1	eco03010	Ribosome 
