Gene	Product	log(ii/essentiality+AF8-threshold)													Locus tag													Number of copies of gene in the genome													path+AF8-id	path+AF8-name
		Klebsiella.pneumoniae.Ecl8	Klebsiella.pneumoniae.RH201207	Citrobacter.rodentium.ICC168	Salmonella.typhimurium.SL1344	Salmonella.typhimurium.SL3261	Salmonella.typhimurium.D23580	Salmonella.typhimurium.A130	Salmonella.enteritidis.P125109	Salmonella.Typhi.Ty2	Escherichia.coli.EC958	Escherichia.coli.ST131	Escherichia.coli.BW25113	Escherichia.coli.MG1655	Klebsiella.pneumoniae.Ecl8	Klebsiella.pneumoniae.RH201207	Citrobacter.rodentium.ICC168	Salmonella.typhimurium.SL1344	Salmonella.typhimurium.SL3261	Salmonella.typhimurium.D23580	Salmonella.typhimurium.A130	Salmonella.enteritidis.P125109	Salmonella.Typhi.Ty2	Escherichia.coli.EC958	Escherichia.coli.ST131	Escherichia.coli.BW25113	Escherichia.coli.MG1655	Klebsiella.pneumoniae.Ecl8	Klebsiella.pneumoniae.RH201207	Citrobacter.rodentium.ICC168	Salmonella.typhimurium.SL1344	Salmonella.typhimurium.SL3261	Salmonella.typhimurium.D23580	Salmonella.typhimurium.A130	Salmonella.enteritidis.P125109	Salmonella.Typhi.Ty2	Escherichia.coli.EC958	Escherichia.coli.ST131	Escherichia.coli.BW25113	Escherichia.coli.MG1655		
hemG	protoporphyrinogen oxidase	+AC0-4.5	+AC0-1.3112012488	+AC0-1.523890945	+AC0-1.3569816852	+AC0-1.4505757705	+AC0-0.645593587	+AC0-1.2892742452	+AC0-0.6334301639	+AC0-4.5	+AC0-2.1518234836	+AC0-4.5	+AC0-0.6946358696	+AC0-4.5	BN373+AF8-49691	ERS227112+AF8-01816	ROD+AF8-39051	SL1344+AF8-3940	SL3261+AF8-3940	STMMW+AF8-39571	STM+AF8-MW39571	SEN3781	t3311	EC958+AF8-4330	NCTC13441+AF8-04651	BW25113+AF8-3850	b3850	1	1	1	1	1	1	1	1	1	1	1	1	1	eco00860	Porphyrin and chlorophyll metabolism 
hemH	ferrochelatase	+AC0-1.100747326	+AC0-1.7085460309	+AC0-4.5	+AC0-2.1618976257	+AC0-1.9696567178	+AC0-0.3143294594	+AC0-4.5	+AC0-1.5989177297	+AC0-4.5	+AC0-2.018531247	+AC0-4.5	+AC0-4.5	+AC0-4.5	BN373+AF8-09451	ERS227112+AF8-02810	ROD+AF8-05331	SL1344+AF8-0482	SL3261+AF8-0482	STMMW+AF8-05591	STM+AF8-MW05591	SEN0470	t2371	EC958+AF8-0614	NCTC13441+AF8-03503	BW25113+AF8-0475	b0475	1	1	1	1	1	1	1	1	1	1	1	1	1	eco00860	Porphyrin and chlorophyll metabolism 
hemL	glutamate+AC0-1+AC0-semialdehyde+AC0-2,1+AC0-aminomutase	1.960154414	+AC0-1.1636996103	+AC0-0.8294680973	0.7472049494	1.9833912343	1.1099013878	+AC0-4.5	+AC0-0.9600598438	+AC0-0.7283725385	+AC0-0.935156593	+AC0-1.4904561489	+AC0-0.0173809319	+AC0-4.5	BN373+AF8-06601	ERS227112+AF8-02510	ROD+AF8-01581	SL1344+AF8-0203	SL3261+AF8-0203	STMMW+AF8-02081	STM+AF8-MW02081	SEN0207	t0203	EC958+AF8-0302	NCTC13441+AF8-03822	BW25113+AF8-0154	b0154	11	10	6	6	6	6	5	6	6	6	6	7	7	eco00860	Porphyrin and chlorophyll metabolism 
accA	acetyl+AC0-CoA carboxylase, carboxyl transferase, alpha subunit	+AC0-4.5	+AC0-4.5	+AC0-4.5	+AC0-4.5	+AC0-4.5	+AC0-2.0611159024	+AC0-4.5	+AC0-1.2947620187	+AC0-4.5	+AC0-4.5	+AC0-4.5	+AC0-4.5	+AC0-4.5	BN373+AF8-06901	ERS227112+AF8-02540	ROD+AF8-01881	SL1344+AF8-0233	SL3261+AF8-0233	STMMW+AF8-02381	STM+AF8-MW02381	SEN0239	t0233	EC958+AF8-0331	NCTC13441+AF8-03791	BW25113+AF8-0185	b0185	1	1	1	1	1	1	1	1	1	1	1	1	1	eco00640	Propanoate metabolism 
accB	acetyl+AC0-CoA carboxylase, biotin carboxyl carrier protein	+AC0-0.8371673697	+AC0-4.5	+AC0-4.5	+AC0-1.7106580789	+AC0-4.5	+AC0-4.5	X	+AC0-1.3214113017	+AC0-4.5	+AC0-4.5	+AC0-4.5	+AC0-0.8840421093	+AC0-4.5	BN373+AF8-43051	ERS227112+AF8-00942	ROD+AF8-45591	SL1344+AF8-3352	SL3261+AF8-3352	STMMW+AF8-33771	X	SEN3213	t3294	EC958+AF8-3647	NCTC13441+AF8-00446	BW25113+AF8-3255	b3255	2	1	1	1	1	1	0	1	1	1	1	1	1	eco00640	Propanoate metabolism 
accC	acetyl+AC0-CoA carboxylase, biotin carboxylase subunit	+AC0-4.5	+AC0-4.5	+AC0-1.5313932766	+AC0-2.6929607146	+AC0-2.7560792555	+AC0-1.2522391353	+AC0-4.5	+AC0-3.0661120384	+AC0-4.5	+AC0-2.1037791903	+AC0-4.5	+AC0-4.5	+AC0-4.5	BN373+AF8-43061	ERS227112+AF8-00941	ROD+AF8-45581	SL1344+AF8-3353	SL3261+AF8-3353	STMMW+AF8-33781	STM+AF8-MW33781	SEN3214	t3295	EC958+AF8-3648	NCTC13441+AF8-00445	BW25113+AF8-3256	b3256	2	1	1	1	1	1	1	1	1	1	1	1	1	eco00640	Propanoate metabolism 
accD	acetyl+AC0-CoA carboxylase, carboxyl transferase, beta subunit	+AC0-4.5	+AC0-4.5	+AC0-1.6843217266	+AC0-4.5	+AC0-4.5	+AC0-1.710090881	+AC0-4.5	+AC0-4.5	+AC0-4.5	+AC0-2.0109132603	+AC0-4.5	+AC0-4.5	+AC0-4.5	BN373+AF8-33161	ERS227112+AF8-03873	ROD+AF8-27281	SL1344+AF8-2335	SL3261+AF8-2335	STMMW+AF8-23881	STM+AF8-MW23881	SEN2348	t0498	EC958+AF8-2651	NCTC13441+AF8-01395	BW25113+AF8-2316	b2316	1	1	1	1	1	1	1	1	1	1	1	1	1	eco00640	Propanoate metabolism 
acnB	aconitate hydratase 2	1.9876938234	+AC0-0.176944007	1.9375338145	2.2372075442	2.041201891	1.9328987963	0.9487358422	1.5308715912	0.3601897732	1.091651065	1.3066494234	1.9978960016	4.5	BN373+AF8-06141	ERS227112+AF8-02462	ROD+AF8-01251	SL1344+AF8-0159	SL3261+AF8-0159	STMMW+AF8-01641	STM+AF8-MW01641	SEN0162	t0164	EC958+AF8-0260	NCTC13441+AF8-03863	BW25113+AF8-0118	b0118	1	1	1	1	1	1	1	1	1	1	1	1	1	eco00640	Propanoate metabolism 
lpdA	dihydrolipoamide dehydrogenase	0.8016237362	+AC0-4.5	+AC0-0.6975769459	+AC0-0.7138162473	+AC0-2.5784884794	+AC0-0.2967405039	+AC0-1.6306134324	0.1672680032	+AC0-2.3528419954	+AC0-2.086324611	+AC0-4.5	0.6791219417	4.5	BN373+AF8-06101	ERS227112+AF8-02458	ROD+AF8-01221	SL1344+AF8-0154	SL3261+AF8-0154	STMMW+AF8-01601	STM+AF8-MW01601	SEN0158	t0160	EC958+AF8-0258	NCTC13441+AF8-03865	BW25113+AF8-0116	b0116	4	5	3	4	4	4	4	4	4	5	5	4	4	eco00640	Propanoate metabolism 
ffh	signal recognition particle protein	+AC0-1.4458346298	+AC0-4.5	+AC0-4.5	+AC0-2.5042030368	+AC0-2.4000267764	+AC0-2.3239087356	+AC0-4.5	+AC0-1.2873580612	+AC0-4.5	+AC0-4.5	+AC0-1.9413495378	+AC0-4.5	+AC0-4.5	BN373+AF8-35871	ERS227112+AF8-01710	ROD+AF8-25601	SL1344+AF8-2650	SL3261+AF8-2650	STMMW+AF8-26911	STM+AF8-MW26911	SEN2598	t2632	EC958+AF8-2912	NCTC13441+AF8-01131	BW25113+AF8-2610	b2610	1	1	1	1	1	1	1	1	1	1	1	1	1	eco03060	Protein export 
ftsY	cell division protein FtsY	+AC0-1.4074454644	+AC0-4.5	+AC0-2.3340663714	+AC0-1.1372422641	+AC0-2.4239179276	+AC0-1.3668556133	+AC0-2.1536695855	+AC0-0.4748992468	+AC0-4.5	+AC0-4.5	+AC0-4.5	+AC0-0.8742417392	+AC0-4.5	BN373+AF8-44651	ERS227112+AF8-00755	ROD+AF8-43571	SL1344+AF8-3536	SL3261+AF8-3536	STMMW+AF8-35601	STM+AF8-MW35601	SEN3394	t3951	EC958+AF8-3858	NCTC13441+AF8-00236	BW25113+AF8-3464	b3464	1	1	1	1	1	1	1	1	1	1	1	1	1	eco03060	Protein export 
lepB	signal peptidase I	+AC0-1.0885480944	+AC0-2.2379508682	+AC0-4.5	+AC0-0.777117904	+AC0-1.2915930032	+AC0-0.6858759764	+AC0-4.5	+AC0-0.2376088021	+AC0-4.5	+AC0-1.387933597	+AC0-1.5807637738	+AC0-4.5	+AC0-4.5	BN373+AF8-35511	ERS227112+AF8-00020	ROD+AF8-25141	SL1344+AF8-2544	SL3261+AF8-2544	STMMW+AF8-25981	STM+AF8-MW25981	SEN2562	t0275	EC958+AF8-2874	NCTC13441+AF8-01171	BW25113+AF8-2568	b2568	1	1	1	1	1	1	1	1	1	1	1	1	1	eco03060	Protein export 
lspA	signal peptidase II	+AC0-4.5	+AC0-4.5	+AC0-4.5	+AC0-1.7037521626	+AC0-1.6635667189	+AC0-0.8620649738	+AC0-4.5	+AC0-0.4501499926	+AC0-4.5	+AC0-4.5	+AC0-4.5	+AC0-4.5	+AC0-4.5	BN373+AF8-05031	ERS227112+AF8-02357	ROD+AF8-00241	SL1344+AF8-0048	SL3261+AF8-0048	STMMW+AF8-00481	STM+AF8-MW00481	SEN0047	t0049	EC958+AF8-0159	NCTC13441+AF8-03965	BW25113+AF8-0027	b0027	1	1	1	1	1	1	1	1	1	1	1	1	1	eco03060	Protein export 
oxaA	inner membrane protein OxaA	+AC0-4.5	+AC0-2.3452115994	+AC0-1.0557314214	+AC0-2.4515219474	+AC0-3.1091503364	+AC0-3.0983295427	+AC0-4.5	+AC0-1.3263671123	+AC0-4.5	+AC0-2.1959395361	+AC0-4.5	+AC0-4.5	+AC0-4.5	BN373+AF8-47531	ERS227112+AF8-00468	ROD+AF8-40241	SL1344+AF8-3809	SL3261+AF8-3809	STMMW+AF8-38271	STM+AF8-MW38271	SEN3659	t3678	EC958+AF8-4179	NCTC13441+AF8-04811	BW25113+AF8-3705	b3705	1	1	1	1	1	1	1	1	1	1	1	1	1	eco03060	Protein export 
secA	preprotein translocase, SecA subunit	+AC0-2.3504851483	+AC0-4.5	+AC0-1.6643624198	+AC0-3.324639951	+AC0-3.2480454273	+AC0-1.768822114	+AC0-2.2910076685	+AC0-0.9075073635	+AC0-3.0658097503	+AC0-3.4251124156	+AC0-2.3008947869	+AC0-4.5	+AC0-4.5	BN373+AF8-05911	ERS227112+AF8-02438A	ROD+AF8-01041	SL1344+AF8-0136	SL3261+AF8-0136	STMMW+AF8-01421	STM+AF8-MW01421	SEN0137	t0140	EC958+AF8-0239	NCTC13441+AF8-15added	BW25113+AF8-0098	b0098	1	1	1	1	1	1	1	1	1	1	1	1	1	eco03060	Protein export 
secB	protein+AC0-export chaperone SecB	+AC0-4.5	0.3415819468	+AC0-1.3447486223	1.7134172198	2.5525680652	0.7596235223	1.1660077418	1.6404396691	0.924769354	1.8665094383	0.4701120623	1.5761058954	4.5	BN373+AF8-45951	ERS227112+AF8-00625	ROD+AF8-42071	SL1344+AF8-3667	SL3261+AF8-3667	STMMW+AF8-36891	STM+AF8-MW36891	SEN3523	t3818	EC958+AF8-4017	NCTC13441+AF8-00074	BW25113+AF8-3609	b3609	1	1	1	1	1	1	1	1	1	1	1	1	1	eco03060	Protein export 
secD	protein+AC0-export membrane protein SecD	+AC0-1.7595987938	+AC0-4.5	+AC0-1.429193909	+AC0-2.8067251246	+AC0-1.988219254	+AC0-4.5	+AC0-1.4357332419	+AC0-0.6491705716	+AC0-1.2977407538	+AC0-1.0039810667	+AC0-2.4018543231	+AC0-4.5	+AC0-4.5	BN373+AF8-08481	ERS227112+AF8-02710	ROD+AF8-04561	SL1344+AF8-0402	SL3261+AF8-0402	STMMW+AF8-04771	STM+AF8-MW04771	SEN0390	t2456	EC958+AF8-0546	NCTC13441+AF8-03571	BW25113+AF8-0408	b0408	1	1	1	1	1	1	1	1	1	1	1	1	1	eco03060	Protein export 
secE	preprotein translocase subunit secE	+AC0-4.5	+AC0-4.5	+AC0-0.9973937429	+AC0-4.5	+AC0-4.5	+AC0-1.0442270767	+AC0-4.5	+AC0-0.5585788987	+AC0-4.5	+AC0-4.5	+AC0-1.2880778793	+AC0-4.5	+AC0-4.5	BN373+AF8-49741	ERS227112+AF8-01828	ROD+AF8-37711	SL1344+AF8-4086	SL3261+AF8-4086	STMMW+AF8-41001	STM+AF8-MW41001	SEN3931	t3480	EC958+AF8-5092	NCTC13441+AF8-04515	BW25113+AF8-3981	b3981	1	1	1	1	1	1	1	1	1	1	1	1	1	eco03060	Protein export 
secF	protein+AC0-export membrane protein SecF	+AC0-4.5	+AC0-4.5	+AC0-4.5	+AC0-1.0655540308	+AC0-1.3443280345	+AC0-4.5	+AC0-4.5	+AC0-0.6105890461	+AC0-4.5	+AC0-0.8274921344	+AC0-4.5	+AC0-4.5	+AC0-4.5	BN373+AF8-08491	ERS227112+AF8-02711	ROD+AF8-04571	SL1344+AF8-0403	SL3261+AF8-0403	STMMW+AF8-04781	STM+AF8-MW04781	SEN0391	t2455	EC958+AF8-0547	NCTC13441+AF8-03570	BW25113+AF8-0409	b0409	1	1	1	1	1	1	1	1	1	1	1	1	1	eco03060	Protein export 
secG	preprotein translocase, SecG subunit	2.040650379	+AC0-4.5	1.626785616	2.2002401899	2.3717619181	1.3333575726	1.8261665674	1.7002236067	1.5684892437	2.1736111759	1.6347822167	+AC0-4.5	4.5	BN373+AF8-42351	ERS227112+AF8-01014	ROD+AF8-46581	SL1344+AF8-3264	SL3261+AF8-3264	STMMW+AF8-32911	STM+AF8-MW32911	SEN3126	t3210	EC958+AF8-3575	NCTC13441+AF8-00518	BW25113+AF8-3175	b3175	1	1	1	1	1	1	1	1	1	1	1	1	1	eco03060	Protein export 
secM	secretion monitor protein	0.4257301898	1.8009182214	1.5841493416	0.8155797448	1.7249705317	1.6270213521	0.9328954664	0.994969879	1.0735626531	0.2774263076	0.8310615727	1.2418015288	+AC0-4.5	BN373+AF8-05901	ERS227112+AF8-02438	ROD+AF8-01031	SL1344+AF8-0135	SL3261+AF8-0135	STMMW+AF8-01411	STM+AF8-MW01411	SEN0136	t0139	EC958+AF8-0238	NCTC13441+AF8-03888	BW25113+AF8-0097	b0097	1	1	1	1	1	1	1	1	1	1	1	1	1	eco03060	Protein export 
secY	preprotein translocase, SecY subunit	+AC0-1.8880438156	+AC0-2.5555756463	+AC0-2.2092303669	+AC0-2.7810797642	+AC0-2.1501118644	+AC0-0.5935677753	+AC0-1.7823136969	+AC0-1.4534033494	+AC0-4.5	+AC0-2.776181497	+AC0-4.5	+AC0-4.5	+AC0-4.5	BN373+AF8-43361	ERS227112+AF8-00887	ROD+AF8-45221	SL1344+AF8-3387	SL3261+AF8-3387	STMMW+AF8-34131	STM+AF8-MW34131	SEN3248	t4085	EC958+AF8-3693	NCTC13441+AF8-00395	BW25113+AF8-3300	b3300	1	1	1	1	1	1	1	1	1	1	1	1	1	eco03060	Protein export 
tatE	twin arginine+AC0-targeting protein translocase, TatA/E family	2.2339914919	2.2007633622	2.9241072681	2.2004664578	2.0661526565	1.7256435412	+AC0-4.5	1.2723982718	1.5429323923	2.5112780326	1.7918991909	1.4859640585	4.5	BN373+AF8-12391	ERS227112+AF8-03101	ROD+AF8-06411	SL1344+AF8-0620	SL3261+AF8-0620	STMMW+AF8-06971	STM+AF8-MW06971	SEN0601	t2235	EC958+AF8-0745	NCTC13441+AF8-03368	BW25113+AF8-0627	b0627	2	1	1	2	2	2	2	2	2	1	1	1	1	eco03060	Protein export 
adk	adenylate kinase	+AC0-4.5	+AC0-4.5	+AC0-4.5	+AC0-4.5	+AC0-4.5	+AC0-0.6063147906	+AC0-0.2856000813	+AC0-0.5041640566	+AC0-4.5	+AC0-4.5	+AC0-4.5	+AC0-4.5	+AC0-4.5	BN373+AF8-09441	ERS227112+AF8-02809	ROD+AF8-05321	SL1344+AF8-0481	SL3261+AF8-0481	STMMW+AF8-05581	STM+AF8-MW05581	SEN0469	t2372	EC958+AF8-0613	NCTC13441+AF8-03504	BW25113+AF8-0474	b0474	1	1	1	1	1	1	1	1	1	1	1	1	1	eco00230	Purine metabolism 
dnaE	DNA polymerase III, alpha subunit	+AC0-1.8034342907	+AC0-4.5	+AC0-2.9480867005	+AC0-3.4945953015	+AC0-4.5	+AC0-1.964627102	+AC0-4.5	+AC0-1.1348616836	+AC0-4.5	+AC0-2.8522112877	+AC0-3.1909592564	+AC0-2.654077532	+AC0-4.5	BN373+AF8-06891	ERS227112+AF8-02539	ROD+AF8-01871	SL1344+AF8-0232	SL3261+AF8-0232	STMMW+AF8-02371	STM+AF8-MW02371	SEN0238	t0232	EC958+AF8-0330	NCTC13441+AF8-03792	BW25113+AF8-0184	b0184	1	1	1	1	1	1	1	1	1	1	1	1	1	eco00230	Purine metabolism 
dnaN	DNA polymerase III, beta subunit	+AC0-4.5	+AC0-1.926908783	+AC0-1.5703652445	+AC0-4.5	+AC0-4.5	+AC0-2.6959101474	+AC0-1.1302369152	+AC0-1.4867059604	+AC0-4.5	+AC0-4.5	+AC0-2.4737428643	+AC0-4.5	+AC0-4.5	BN373+AF8-47481	ERS227112+AF8-00471	ROD+AF8-40261	SL1344+AF8-3804	SL3261+AF8-3804	STMMW+AF8-38221	STM+AF8-MW38221	SEN3654	t3682	EC958+AF8-4174	NCTC13441+AF8-04815	BW25113+AF8-3701	b3701	1	1	1	1	1	1	1	1	1	1	1	1	1	eco00230	Purine metabolism 
dnaQ	DNA polymerase III, epsilon subunit	+AC0-0.9365809859	+AC0-4.5	+AC0-4.5	+AC0-0.1221187606	+AC0-1.8242858188	+AC0-0.3960961882	+AC0-4.5	0.7794375273	+AC0-4.5	0.1824227856	+AC0-0.9624394916	+AC0-0.0441091825	4.5	BN373+AF8-07151	ERS227112+AF8-02570	ROD+AF8-02201	SL1344+AF8-0259	SL3261+AF8-0259	STMMW+AF8-02631	STM+AF8-MW02631	SEN0266	t2601	EC958+AF8-0358	NCTC13441+AF8-03761	BW25113+AF8-0215	b0215	1	1	1	1	1	1	1	1	1	1	1	1	1	eco00230	Purine metabolism 
dnaX	DNA polymerase III, tau subunit	+AC0-4.5	+AC0-4.5	+AC0-4.5	+AC0-4.5	+AC0-2.6650808065	+AC0-2.3971176253	+AC0-4.5	+AC0-2.9866819648	+AC0-4.5	+AC0-1.6210362752	+AC0-4.5	+AC0-2.0791507575	+AC0-4.5	BN373+AF8-09401	ERS227112+AF8-02804A	ROD+AF8-05281	SL1344+AF8-0477	SL3261+AF8-0477	STMMW+AF8-05541	STM+AF8-MW05541	SEN0465	t2376	EC958+AF8-0609	NCTC13441+AF8-14added	BW25113+AF8-0470	b0470	1	1	1	1	1	1	1	1	1	1	1	1	1	eco00230	Purine metabolism 
gmk	guanylate kinase	+AC0-1.2501336873	+AC0-4.5	+AC0-4.5	+AC0-1.081624608	+AC0-4.5	+AC0-1.0669840737	+AC0-4.5	+AC0-1.4297916864	+AC0-1.0449376716	+AC0-1.6954386883	+AC0-4.5	+AC0-4.5	+AC0-4.5	BN373+AF8-46381	ERS227112+AF8-00583	ROD+AF8-41681	SL1344+AF8-3706	SL3261+AF8-3706	STMMW+AF8-37291	STM+AF8-MW37291	SEN3562	t3778	EC958+AF8-4055	NCTC13441+AF8-00036	BW25113+AF8-3648	b3648	1	1	1	1	1	1	1	1	1	1	1	1	1	eco00230	Purine metabolism 
guaA	GMP synthase (glutamine+AC0-hydrolyzing)	2.0310470475	0.4396498059	2.0863204837	1.1049546804	1.8152306125	1.6016619868	0.1399673122	0.9008764895	1.6216609696	1.1740858419	1.5673185773	+AC0-4.5	4.5	BN373+AF8-34931	ERS227112+AF8-00079	ROD+AF8-24481	SL1344+AF8-2471	SL3261+AF8-2471	STMMW+AF8-25271	STM+AF8-MW25271	SEN2490	t0347	EC958+AF8-2814	NCTC13441+AF8-01232	BW25113+AF8-2507	b2507	1	1	1	1	1	1	1	1	1	1	1	1	1	eco00230	Purine metabolism 
holA	DNA polymerase III, delta subunit	+AC0-4.5	+AC0-1.5769120234	+AC0-4.5	+AC0-4.5	+AC0-1.9396110517	+AC0-4.5	+AC0-4.5	+AC0-1.719487311	+AC0-4.5	+AC0-4.5	+AC0-4.5	+AC0-4.5	+AC0-4.5	BN373+AF8-12521	ERS227112+AF8-03114	ROD+AF8-06601	SL1344+AF8-0634	SL3261+AF8-0634	STMMW+AF8-07111	STM+AF8-MW07111	SEN0615	t2221	EC958+AF8-0759	NCTC13441+AF8-03355	BW25113+AF8-0640	b0640	1	1	1	1	1	1	1	1	1	1	1	1	1	eco00230	Purine metabolism 
holB	DNA polymerase III, delta' subunit	+AC0-4.5	+AC0-1.6136566404	+AC0-1.6734854293	+AC0-4.5	+AC0-0.9295435387	+AC0-1.5210699069	+AC0-4.5	+AC0-4.5	+AC0-4.5	+AC0-4.5	+AC0-1.6156914417	+AC0-0.3568020513	+AC0-4.5	BN373+AF8-17111	ERS227112+AF8-03575	ROD+AF8-11611	SL1344+AF8-1138	SL3261+AF8-1138	STMMW+AF8-12101	STM+AF8-MW12101	SEN1848	t1719	EC958+AF8-1295	NCTC13441+AF8-02813	BW25113+AF8-1099	b1099	1	1	1	1	1	1	1	1	1	1	1	1	1	eco00230	Purine metabolism 
holC	DNA polymerase III, chi subunit	0.8078819414	+AC0-4.5	+AC0-0.4049521631	1.5422724438	1.1613204379	+AC0-0.130104186	+AC0-4.5	1.5783937053	0.6239753478	1.6628569495	1.8149259946	+AC0-0.2627922671	4.5	BN373+AF8-02811	ERS227112+AF8-02146	ROD+AF8-33251	SL1344+AF8-4406	SL3261+AF8-4406	STMMW+AF8-44221	STM+AF8-MW44221	SEN4229	t4511	EC958+AF8-4753	NCTC13441+AF8-04189	BW25113+AF8-4259	b4259	1	1	1	1	1	1	1	1	1	1	1	1	1	eco00230	Purine metabolism 
holD	DNA polymerase III, psi subunit	0.0701138563	+AC0-4.5	+AC0-4.5	0.3493217236	0.2036223814	+AC0-4.5	+AC0-0.7236449449	0.8085526143	+AC0-1.4210198041	+AC0-1.0218826613	+AC0-4.5	+AC0-0.7334523527	4.5	BN373+AF8-04531	ERS227112+AF8-02306	ROD+AF8-48731	SL1344+AF8-4485	SL3261+AF8-4485	STMMW+AF8-45001	STM+AF8-MW45001	SEN4319	t4600	EC958+AF8-0100	NCTC13441+AF8-04023	BW25113+AF8-4372	b4372	1	1	1	1	1	1	1	1	1	1	1	1	1	eco00230	Purine metabolism 
nrdA	ribonucleoside+AC0-diphosphate reductase, alpha subunit	+AC0-4.5	+AC0-4.5	0.7365977971	+AC0-2.0024039279	2.0052488654	+AC0-1.1873406088	+AC0-4.5	+AC0-0.8286871655	+AC0-4.5	+AC0-2.0942277574	+AC0-2.2731822889	+AC0-1.9582371159	+AC0-4.5	BN373+AF8-32531	ERS227112+AF8-03937	ROD+AF8-23551	SL1344+AF8-2246	SL3261+AF8-2246	STMMW+AF8-23011	STM+AF8-MW23011	SEN2259	t0587	EC958+AF8-2571	NCTC13441+AF8-01474	BW25113+AF8-2234	b2234	2	2	2	2	2	2	2	2	2	2	2	2	2	eco00230	Purine metabolism 
nrdB	ribonucleoside+AC0-diphosphate reductase, beta subunit	+AC0-1.0771965997	+AC0-4.5	0.9279737496	+AC0-1.7043488671	1.5457798636	+AC0-4.5	+AC0-4.5	+AC0-0.0286595777	+AC0-1.7692809017	+AC0-4.5	+AC0-1.569564965	+AC0-1.258363257	+AC0-4.5	BN373+AF8-32541	ERS227112+AF8-03936	ROD+AF8-23561	SL1344+AF8-2247	SL3261+AF8-2247	STMMW+AF8-23021	STM+AF8-MW23021	SEN2260	t0586	EC958+AF8-2572	NCTC13441+AF8-01473	BW25113+AF8-2235	b2235	2	2	2	2	2	2	2	2	2	2	2	2	2	eco00230	Purine metabolism 
pgm	phosphoglucomutase, alpha+AC0-D+AC0-glucose phosphate+AC0-specific	2.162081247	+AC0-2.0004477678	1.6717566386	1.9419050631	2.1633165308	1.6555595603	0.696654017	1.3928028389	+AC0-0.8805513848	2.0109983207	1.0469525082	1.85910321	4.5	BN373+AF8-12821	ERS227112+AF8-03152	ROD+AF8-06961	SL1344+AF8-0680	SL3261+AF8-0680	STMMW+AF8-07561	STM+AF8-MW07561	SEN0662	t2177	EC958+AF8-0806	NCTC13441+AF8-03303	BW25113+AF8-0688	b0688	1	1	1	1	1	1	1	1	1	1	1	1	1	eco00230	Purine metabolism 
pnp	polyribonucleotide nucleotidyltransferase	2.3797648803	1.8635106377	2.1846221778	2.0556337844	1.9843304998	2.0747201062	1.5707947604	1.9039357289	2.0908056638	1.9482827121	1.5930631333	+AC0-1.3994467863	4.5	BN373+AF8-42241	ERS227112+AF8-01029	ROD+AF8-46681	SL1344+AF8-3255	SL3261+AF8-3255	STMMW+AF8-32821	STM+AF8-MW32821	SEN3117	t3200	EC958+AF8-3566	NCTC13441+AF8-00531	BW25113+AF8-3164	b3164	1	1	1	1	1	1	1	1	1	1	1	1	1	eco00230	Purine metabolism 
polA	DNA polymerase I	1.5166048373	+AC0-4.5	1.4818580185	0.1911740947	1.0835943715	+AC0-1.2622244056	+AC0-0.8398417362	+AC0-1.4205652563	+AC0-2.4851800505	1.0619313131	0.4679792727	+AC0-0.3795897634	+AC0-4.5	BN373+AF8-48041	ERS227112+AF8-00414	ROD+AF8-38971	SL1344+AF8-3947	SL3261+AF8-3947	STMMW+AF8-39641	STM+AF8-MW39641	SEN3788	t3621	EC958+AF8-4341	NCTC13441+AF8-04638	BW25113+AF8-3863	b3863	1	1	1	1	1	1	1	1	1	1	1	1	1	eco00230	Purine metabolism 
prs	ribose+AC0-phosphate pyrophosphokinase	+AC0-0.7890031956	+AC0-4.5	+AC0-1.6230858323	+AC0-1.9107734895	+AC0-1.2895045012	+AC0-1.2711571467	+AC0-4.5	+AC0-1.5737769852	+AC0-4.5	+AC0-4.5	+AC0-4.5	+AC0-4.5	+AC0-4.5	BN373+AF8-28321	ERS227112+AF8-04430	ROD+AF8-18061	SL1344+AF8-1708	SL3261+AF8-1708	STMMW+AF8-17721	STM+AF8-MW17721	SEN1259	t1096	EC958+AF8-1475	NCTC13441+AF8-02635	BW25113+AF8-1207	b1207	1	1	1	1	1	1	1	1	1	1	1	1	1	eco00230	Purine metabolism 
purB	adenylosuccinate lyase	0.6734803412	+AC0-0.3914253176	0.5473927831	0.4655118386	0.3297383417	0.821875512	0.5458981323	0.7256497596	+AC0-0.6786715774	+AC0-0.1592854202	1.0466354666	+AC0-4.5	+AC0-4.5	BN373+AF8-17561	ERS227112+AF8-03609	ROD+AF8-12211	SL1344+AF8-1170	SL3261+AF8-1170	STMMW+AF8-12421	STM+AF8-MW12421	SEN1817	t1688	EC958+AF8-1328	NCTC13441+AF8-02781	BW25113+AF8-1131	b1131	1	1	1	1	1	1	1	1	1	1	1	1	1	eco00230	Purine metabolism 
