STM_MW00581	citrate carrier protein
ERS227112_02296	DNA-binding transcriptional activator BglJ
ERS227112_02297	YbaK prolyl-tRNA synthetase associated region
ERS227112_02300	Diguanylate cyclase
ERS227112_02301	Protein of unknown function (DUF1435)
ERS227112_02306	DNA polymerase III subunit psi
ERS227112_02307	FR47-like protein
ERS227112_02310	BON
ERS227112_02334	two-component response regulator
ERS227112_02340	NA
ERS227112_02341	UPF0246 protein
ERS227112_02349	Acts as a chaperone (By similarity)
ERS227112_02351	ATP binding to DnaK triggers the release of the substrate protein, thus completing the reaction cycle. Several rounds of ATP-dependent interactions between DnaJ, DnaK and GrpE are required for fully efficient folding. Also involved, together with DnaK and GrpE, in the DNA replication of plasmids through activation of initiation proteins (By similarity)
ERS227112_02352	Na( ) H( ) antiporter that extrudes sodium in exchange for external protons (By similarity)
ERS227112_02354	NA
ERS227112_02355	riboflavin biosynthesis protein ribF
ERS227112_02356	amino acids such as valine, to avoid such errors it has two additional distinct tRNA(Ile)-dependent editing activities. One activity is designated as 'pretransfer' editing and involves the hydrolysis of activated Val-AMP. The other activity is designated 'posttransfer' editing and involves deacylation of mischarged Val-tRNA(Ile) (By similarity)
ERS227112_02357	This protein specifically catalyzes the removal of signal peptides from prolipoproteins (By similarity)
ERS227112_02359	Converts 1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate into isopentenyl diphosphate (IPP) and dimethylallyl diphosphate (DMAPP) (By similarity)
ERS227112_02363	Threonyl alanyl tRNA synthetase SAD
ERS227112_02364	transcriptional regulatory protein
ERS227112_02369	citrate carrier protein
ERS227112_02370	(citrate (pro-3S)-lyase ligase)
ERS227112_02375	Catalyzes the conversion of 4-hydroxy- tetrahydrodipicolinate (HTPA) to tetrahydrodipicolinate (By similarity)
ERS227112_02379	glutathione-regulated potassium-efflux system ancillary protein KefF
ERS227112_02383	ApaG protein
ERS227112_02384	Specifically dimethylates two adjacent adenosines (A1518 and A1519) in the loop of a conserved hairpin near the 3'-end of 16S rRNA in the 30S particle. May play a critical role in biogenesis of 30S subunits (By similarity)
ERS227112_02385	Catalyzes the NAD(P)-dependent oxidation of 4- (phosphohydroxy)-L-threonine (HTP) into 2-amino-3-oxo-4- (phosphohydroxy)butyric acid which spontaneously decarboxylates to form 3-amino-2-oxopropyl phosphate (AHAP) (By similarity)
ERS227112_02387	involved in the assembly of LPS in the outer leaflet of the outer membrane. Determines N-hexane tolerance and is involved in outer membrane permeability. Essential for envelope biogenesis (By similarity)
ERS227112_02390	signal transduction histidine kinase regulating citrate malate metabolism
ERS227112_02391	citrate carrier protein
ERS227112_02407	Transporter, anion cation symporter (ACS) family protein
ERS227112_02408	lysr family transcriptional regulator
ERS227112_02412	2,4-dienoyl-coA reductase
ERS227112_02416	Catalyzes the condensation of the acetyl group of acetyl-CoA with 3-methyl-2-oxobutanoate (2-oxoisovalerate) to form 3-carboxy-3-hydroxy-4-methylpentanoate (2-isopropylmalate) (By similarity)
ERS227112_02418	Transcriptional regulator
ERS227112_02420	Acetolactate synthase, small subunit
ERS227112_02424	Essential cell division protein. May link together the upstream cell division proteins, which are predominantly cytoplasmic, with the downstream cell division proteins, which are predominantly periplasmic (By similarity)
ERS227112_02425	peptidoglycan synthetase ftsI
ERS227112_02426	Catalyzes the addition of meso-diaminopimelic acid to the nucleotide precursor UDP-N-acetylmuramoyl-L-alanyl-D-glutamate (UMAG) in the biosynthesis of bacterial cell-wall peptidoglycan (By similarity)
ERS227112_02427	Involved in cell wall formation. Catalyzes the final step in the synthesis of UDP-N-acetylmuramoyl-pentapeptide, the precursor of murein (By similarity)
ERS227112_02428	First step of the lipid cycle reactions in the biosynthesis of the cell wall peptidoglycan (By similarity)
ERS227112_02429	Cell wall formation. Catalyzes the addition of glutamate to the nucleotide precursor UDP-N-acetylmuramoyl-L-alanine (UMA) (By similarity)
ERS227112_02430	Essential cell division protein. Transports lipid-linked peptidoglycan precursors from the inner to the outer leaflet of the cytoplasmic membrane (By similarity)
ERS227112_02431	Cell wall formation. Catalyzes the transfer of a GlcNAc subunit on undecaprenyl-pyrophosphoryl-MurNAc-pentapeptide (lipid intermediate I) to form undecaprenyl-pyrophosphoryl-MurNAc- (pentapeptide)GlcNAc (lipid intermediate II) (By similarity)
ERS227112_02432	Cell wall formation (By similarity)
ERS227112_02434	Essential cell division protein. May link together the upstream cell division proteins, which are predominantly cytoplasmic, with the downstream cell division proteins, which are predominantly periplasmic. May control correct divisome assembly (By similarity)
ERS227112_02435	This protein may be involved in anomalous filament growth. May be a component of the septum (By similarity)
ERS227112_02436	Essential cell division protein that forms a contractile ring structure (Z ring) at the future cell division site. The regulation of the ring assembly controls the timing and the location of cell division. One of the functions of the FtsZ ring is to recruit other cell division proteins to the septum to produce a new cell wall between the dividing cells. Binds GTP and shows GTPase activity (By similarity)
ERS227112_02437	Involved in the biosynthesis of lipid A, a phosphorylated glycolipid that anchors the lipopolysaccharide to the outer membrane of the cell (By similarity)
ERS227112_02438A	Part of the Sec protein translocase complex. Interacts with the SecYEG preprotein conducting channel. Has a central role in coupling the hydrolysis of ATP to the transfer of proteins into and across the cell membrane, serving both as a receptor for the preprotein-SecB complex and as an ATP-driven molecular motor driving the stepwise translocation of polypeptide chains across the membrane (By similarity)
ERS227112_02443	Catalyzes the phosphorylation of the 3'-hydroxyl group of dephosphocoenzyme A to form coenzyme A (By similarity)
ERS227112_02452	transporter
ERS227112_02456	Component of the pyruvate dehydrogenase (PDH) complex, that catalyzes the overall conversion of pyruvate to acetyl-CoA and CO(2) (By similarity)
ERS227112_02457	Dihydrolipoamide acetyltransferase
ERS227112_02458	dihydrolipoyl dehydrogenase
ERS227112_02462	Aconitate hydratase 2
ERS227112_02467	Transposase
ERS227112_02468	Transposase IS3 IS911 family protein
ERS227112_02470	NA
ERS227112_02471	uncharacterized protein yacC
ERS227112_02478	IIA component
ERS227112_02483	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase
ERS227112_02487	Sugar fermentation stimulation protein homolog
ERS227112_02501	general secretion pathway protein D
ERS227112_02502	General secretion pathway protein C
ERS227112_02504A	(LipO)protein
ERS227112_02510	Glutamate-1-semialdehyde aminotransferase
ERS227112_02512	Required for insertion of 4Fe-4S clusters for at least IspG (By similarity)
ERS227112_02515	Catalyzes the irreversible cleavage of the glycosidic bond in both 5'-methylthioadenosine (MTA) and S- adenosylhomocysteine (SAH AdoHcy) to adenine and the corresponding thioribose, 5'-methylthioribose and S-ribosylhomocysteine, respectively (By similarity)
ERS227112_02516	deoxyguanosinetriphosphate triphosphohydrolase-like protein
ERS227112_02520	Tetrahydrodipicolinate N-succinyltransferase
ERS227112_02524	30S ribosomal protein S2
ERS227112_02525	Associates with the EF-Tu.GDP complex and induces the exchange of GDP to GTP. It remains bound to the aminoacyl-tRNA.EF- Tu.GTP complex up to the GTP hydrolysis stage on the ribosome (By similarity)
ERS227112_02526	Catalyzes the reversible phosphorylation of UMP to UDP (By similarity)
ERS227112_02527	Responsible for the release of ribosomes from messenger RNA at the termination of protein biosynthesis. May increase the efficiency of translation by recycling ribosomes from one round of translation to another (By similarity)
ERS227112_02528	Catalyzes the NADP-dependent rearrangement and reduction of 1-deoxy-D-xylulose-5-phosphate (DXP) to 2-C-methyl-D-erythritol 4-phosphate (MEP) (By similarity)
ERS227112_02529	Catalyzes the sequential condensation of isopentenyl diphosphate (IPP) with (2E,6E)-farnesyl diphosphate (E,E-FPP) to yield (2Z,6Z,10Z,14Z,18Z,22Z,26Z,30Z,34E,38E)-undecaprenyl diphosphate (di-trans,octa-cis-UPP). UPP is the precursor of glycosyl carrier lipid in the biosynthesis of bacterial cell wall polysaccharide components such as peptidoglycan and lipopolysaccharide (By similarity)
ERS227112_02530	Phosphatidate cytidylyltransferase
ERS227112_02531	Membrane-associated zinc metalloprotease
ERS227112_02532	Part of the outer membrane protein assembly complex, which is involved in assembly and insertion of beta-barrel proteins into the outer membrane
ERS227112_02534	as the acyl donor. Is involved in the biosynthesis of lipid A, a phosphorylated glycolipid that anchors the lipopolysaccharide to the outer membrane of the cell (By similarity)
ERS227112_02535	Involved in unsaturated fatty acids biosynthesis. Catalyzes the dehydration of short chain beta-hydroxyacyl-ACPs and long chain saturated and unsaturated beta-hydroxyacyl-ACPs (By similarity)
ERS227112_02536	Involved in the biosynthesis of lipid A, a phosphorylated glycolipid that anchors the lipopolysaccharide to the outer membrane of the cell (By similarity)
ERS227112_02537	Condensation of UDP-2,3-diacylglucosamine and 2,3- diacylglucosamine-1-phosphate to form lipid A disaccharide, a precursor of lipid A, a phosphorylated glycolipid that anchors the lipopolysaccharide to the outer membrane of the cell (By similarity)
ERS227112_02539	DNA polymerase III, subunit alpha
ERS227112_02540	Component of the acetyl coenzyme A carboxylase (ACC) complex. First, biotin carboxylase catalyzes the carboxylation of biotin on its carrier protein (BCCP) and then the CO(2) group is transferred by the carboxyltransferase to acetyl-CoA to form malonyl-CoA (By similarity)
ERS227112_02543	Ligates lysine onto the cytidine present at position 34 of the AUA codon-specific tRNA(Ile) that contains the anticodon CAU, in an ATP-dependent manner. Cytidine is converted to lysidine, thus changing the amino acid specificity of the tRNA from methionine to isoleucine (By similarity)
ERS227112_02550	Catalyzes the attachment of proline to tRNA(Pro) in a two-step reaction proline is first activated by ATP to form Pro- AMP and then transferred to the acceptor end of tRNA(Pro). As ProRS can inadvertently accommodate and process non-cognate amino acids such as alanine and cysteine, to avoid such errors it has two additional distinct editing activities against alanine. One activity is designated as 'pretransfer' editing and involves the tRNA(Pro)-independent hydrolysis of activated Ala-AMP. The other activity is designated 'posttransfer' editing and involves deacylation of mischarged Ala-tRNA(Pro). The misacylated Cys- tRNA(Pro) is not edited by ProRS (By similarity)
ERS227112_02552	Outer membrane lipoprotein
ERS227112_02554	transporter, permease
ERS227112_02570	DNA polymerase III, epsilon subunit
ERS227112_02576	Catalyzes the isomerization of sedoheptulose 7-phosphate in D-glycero-D-manno-heptose 7-phosphate (By similarity)
ERS227112_02585	Protein of unknown function (DUF539)
ERS227112_02599	UPF0386 protein
ERS227112_02602	system Galactitol-specific IIC component
ERS227112_02603	D-isomer specific 2-hydroxyacid dehydrogenase, catalytic domain
ERS227112_02605	L-xylulose kinase
ERS227112_02606	anti-terminator regulatory protein
ERS227112_02607	Could be involved in the degradation of phospho-AI-2, thereby terminating induction of the lsr operon and closing the AI-2 signaling cycle
ERS227112_02616	NA
ERS227112_02624	phage polarity suppression protein
ERS227112_02626	chromosome partitioning protein
ERS227112_02627	Integrase
ERS227112_02631	membrAne
ERS227112_02632	NlpC/P60 family
ERS227112_02640	Represses expression of the flagellar master operon flhDC, and consequently prevents flagellum biosynthesis and motility. Acts by binding to the regulatory region of the flhDC operon
ERS227112_02641	fimbrillin MatB
ERS227112_02655	ABC transport system periplasmic binding component
ERS227112_02656	ethanolamine ammonia-lyase small subunit
ERS227112_02666	delta-aminolevulinic acid dehydratase
ERS227112_02676	Inhibits RpoS proteolysis by regulating RssB activity, thereby increasing the stability of the sigma stress factor RpoS especially during phosphate starvation, but also in stationary phase and during nitrogen starvation. Its effect on RpoS stability is due to its interaction with RssB, which probably blocks the interaction of RssB with RpoS, and the consequent delivery of the RssB-RpoS complex to the ClpXP protein degradation pathway (By similarity)
ERS227112_02677	Alkaline phosphatase
ERS227112_02697	isochorismatase hydrolase
ERS227112_02700	Aldolase
ERS227112_02701	Sugar Kinase
ERS227112_02702	PTS system ascorbate-specific transporter subunit IIC
ERS227112_02704	component
ERS227112_02705	alkyl hydroperoxide reductase
ERS227112_02710	Part of the Sec protein translocase complex. Interacts with the SecYEG preprotein conducting channel. SecDF uses the proton motive force (PMF) to complete protein translocation after the ATP-dependent function of SecA (By similarity)
