STM_MW00581	citrate carrier protein
ENC_10270	Transcriptional regulator, LysR family
ENC_10280	Transcriptional regulator lysR family
ENC_10300	beta-lactamase domain protein
ENC_10310	short-chain dehydrogenase reductase
ENC_10340	maltooligosyl trehalose trehalohydrolase
ENC_10380	Transcriptional regulator
ENC_10390	membrAne
ENC_10400	membrane
ENC_10410	Protein of unknown function (DUF2891)
ENC_10420	Major Facilitator
ENC_10430	transcriptional regulator, lysR
ENC_10440	Protein of unknown function (DUF1778)
ENC_10460	NA
ENC_10480	Protein of unknown function (DUF421)
ENC_10490	NUDIX domain
ENC_10500	glycoside hydrolase, family
ENC_10510	transcriptional regulator
ENC_10540	cytochrome c biogenesis protein
ENC_10550	Sensor Signal Transduction Histidine Kinase
ENC_10570	Alpha beta hydrolase
ENC_10610	NA
ENC_10620	UPF0187 protein YneE
ENC_10640	acetyltransferase
ENC_10650	Diguanylate cyclase
ENC_10660	cytoplasmic protein
ENC_10670	glutaminase EC 3.5.1.2
ENC_10680	methyl-accepting chemotaxis
ENC_10690	dehydrogenase
ENC_10700	Transcriptional regulator
ENC_10720	phenazine biosynthesis protein, PhzF family
ENC_10750	NA
ENC_10790	May be a transcriptional activator of genes involved in the multiple antibiotic resistance (Mar) phenotype. It can also activate genes such as sodA, zwf and micF
ENC_10800	Multiple antibiotic resistance protein MarB
ENC_10830	Major Facilitator
ENC_10850	abc transporter atp-binding protein
ENC_10860	abc transporter atp-binding protein
ENC_10870	ABC transporter (Permease)
ENC_10880	ABC transporter permease
ENC_10890	(ABC) transporter
ENC_10900	methionine synthase
ENC_10910	sulfurtransferase
ENC_10940	NA
ENC_10950	Protein of unknown function (DUF2554)
ENC_10960	Peptidase U32
ENC_10970	Transcriptional regulator
ENC_11000	AraC family transcriptional regulator
ENC_11030	Lipoprotein
ENC_11040	Extracellular solute-binding protein, family 5
ENC_11050	peptidase T
ENC_11060	tellurite resistance protein tehB
ENC_11070	Potassium-tellurite ethidium and proflavin transporter
ENC_11080	acetyltransferase YdcK
ENC_11110	Involved in the biosynthesis of osmoregulated periplasmic glucans (OPGs) (By similarity)
ENC_11120	extracellular solute-binding protein, family 3
ENC_11130	Aminotransferase
ENC_11140	lysr family transcriptional regulator
ENC_11150	Carboxylesterase
ENC_11160	cytoplasmic protein
ENC_11170	transcriptional regulator
ENC_11200	alcohol dehydrogenase
ENC_11210	Regulator protein
ENC_11220	NA
ENC_11230	Bacterial protein of unknown function (DUF883)
ENC_11240	Type I secretion membrane fusion protein
ENC_11250	AtP-binding protein
ENC_11320	transcriptional regulator DeoR family
ENC_11340	cytochrome b561
ENC_11350	dehydrogenase
ENC_11360	DUF218 domain
ENC_11370	Major Facilitator Superfamily
ENC_11380	secretion protein
ENC_11390	RND efflux system, outer membrane lipoprotein, NodT
ENC_11410	O-Methyltransferase
ENC_11440	Catalyzes the reductive cleavage of azo bond in aromatic azo compounds to the corresponding amines. Requires NADH, but not NADPH, as an electron donor for its activity (By similarity)
ENC_11450	Pseudouridine synthase
ENC_11460	nucleoprotein polynucleotide-associated enzyme
ENC_11470	Domain of unknown function (DUF1852)
ENC_11480	Catalyzes the transfer of a methyl group from 5- methyltetrahydrofolate to homocysteine resulting in methionine formation (By similarity)
ENC_11490	LysR family transcriptional regulator
ENC_11500	Protein of unknown function, DUF606
ENC_11510	Protein of unknown function, DUF606
ENC_11520	(Lipo)protein
ENC_11530	NA
ENC_11540	NA
ENC_11550	alkyl sulfatase
ENC_11570	phenylacetic acid degradation protein paaY
ENC_11580	phenylacetic acid degradation operon negative regulatory protein PaaX
ENC_11590	Phenylacetate-CoA ligase
ENC_11600	Phenylacetate-CoA ligase
ENC_11610	Catalyzes the final step of fatty acid oxidation in which acetyl-CoA is released and the CoA ester of a fatty acid two carbons shorter is formed (By similarity)
ENC_11620	phenylacetic acid degradation protein
ENC_11630	3-hydroxyacyl-coa dehydrogenase
ENC_11640	3-hydroxyacyl-coa dehydrogenase
ENC_11660	Enoyl-CoA hydratase
ENC_11680	Phenylacetate-CoA oxygenase PaaJ subunit
ENC_11690	Phenylacetate-CoA oxygenase, PaaI subunit
ENC_11700	Phenylacetate-CoA oxygenase subunit PaaB
ENC_11710	Phenylacetate-CoA oxygenase, PaaG subunit
ENC_11760	Diguanylate cyclase
ENC_11790	Transcriptional activator FeaR
ENC_11800	Conserved protein
ENC_11810	(Lipo)protein
ENC_11820	Dicarboxylate transport
ENC_11840	Overexpression increases levels of unsaturated fatty acids and suppresses both the temperature-sensitive fabA6 mutation and cold-sensitive secG null mutation
ENC_11850	Protein of unknown function (DUF1471)
ENC_11860	Inherit from proNOG: membrAne
ENC_11900	serine transporter
ENC_11910	Virulence protein
ENC_11930	extracellular solute-binding protein
ENC_11940	receptor
ENC_11950	Inherit from COG: 40-residue yvtn family beta-propeller repeat protein
ENC_11960	peptidyl-dipeptidase Dcp
ENC_11970	Dehydrogenase
ENC_11980	transcriptional regulator
ENC_11990	universal stress protein G
ENC_12000	selenium carrying protein
ENC_12010	Mannitol dehydrogenase
ENC_12020	Major facilitator superfamily transporter
ENC_12030	Uronic isomerase
ENC_12040	Uronic isomerase
ENC_12060	Alcohol dehydrogenase GroES domain protein
ENC_12070	Mandelate racemase muconate lactonizing protein
ENC_12080	UPF0060 membrane protein
ENC_12090	UPF0482 protein
ENC_12100	spermidine N(1)-acetyltransferase
ENC_12130	Protein of unknown function (DUF1161)
ENC_12140	Dimethyl sulfoxide reductase
ENC_12170	leader-binding protein dmsD
ENC_12180	DNA damage-inducible protein
ENC_12190	NA
ENC_12200	This enzyme is an effector of chloramphenicol resistance in bacteria (By similarity)
ENC_12210	Transcriptional regulator lysR family
ENC_12220	Signal peptide protein
ENC_12230	Involved in the efflux of purine ribonucleosides, such as guanosine, adenosine and especially inosine. Involved in the resistance to 6-mercaptopurine (By similarity)
ENC_12250	binding-protein-dependent transport systems inner membrane component
ENC_12260	substrate-binding region of ABC-type glycine betaine transport system
ENC_12270	(ABC) transporter
ENC_12280	(ABC) transporter
ENC_12310	Catalyzes a mechanistically unusual reaction, the ATP- dependent insertion of CO2 between the N7 and N8 nitrogen atoms of 7,8-diaminopelargonic acid (DAPA) to form an ureido ring (By similarity)
ENC_12330	LysR family transcriptional regulator
ENC_12340	Major Facilitator
ENC_12350	Carboxypeptidase
ENC_12360	NA
ENC_12390	Catalyzes the excretion of spermidine (By similarity)
ENC_12400	transport protein
ENC_12430	hnh endonuclease
ENC_12440	NA
ENC_12460	Dipeptidase
ENC_12480	May be involved in the transport of PQQ or its precursor to the periplasm (By similarity)
ENC_12510	Pyrroloquinoline quinone biosynthesis protein D
ENC_12540	Glucose dehydrogenase
ENC_12570	aldo keto reductase
ENC_12600	Smr protein MutS2
ENC_12610	Transcriptional regulator
ENC_12620	aminobenzoyl-glutamate utilization protein
ENC_12630	aminobenzoyl-glutamate utilization protein
ENC_12650	Involved in the cellular defense against the biological effects of O6-methylguanine (O6-MeG) in DNA. Repairs alkylated guanine in DNA by stoichiometrically transferring the alkyl group at the O-6 position to a cysteine residue in the enzyme. This is a suicide reaction the enzyme is irreversibly inactivated (By similarity)
ENC_12660	Fumarate nitrate reduction transcriptional regulator
ENC_12670	Universal stress protein
ENC_12680	Mechanosensitive ion channel
ENC_12690	The transhydrogenation between NADH and NADP is coupled to respiration and ATP hydrolysis and functions as a proton pump across the membrane (By similarity)
ENC_12700	The transhydrogenation between NADH and NADP is coupled to respiration and ATP hydrolysis and functions as a proton pump across the membrane (By similarity)
ENC_12710	exported protein
ENC_12720	Arginine ornithine antiporter
ENC_12740	membrAne
ENC_12750	regulatoR
ENC_12770	Inhibits RpoS proteolysis by regulating RssB activity, thereby increasing the stability of the sigma stress factor RpoS during magnesium starvation (By similarity)
ENC_12780	'cold-shock' DNA-binding domain protein
ENC_12790	NA
ENC_12820	Trans-acting protein required for termination of DNA replication. Binds to DNA replication terminator sequences (terA to terF) to prevent the passage of replication forks. The termination efficiency will be affected by the affinity of this protein for the terminator sequence (By similarity)
ENC_12830	fumarate hydratase Class II
ENC_12840	Fumarate hydratase (Fumerase)
ENC_12850	mannose-6-phosphate isomerase
ENC_12860	exported protein
ENC_12890	PTS system maltose- and glucose-specific
ENC_12900	aminotransferase class I and II
ENC_12910	Catalyzes the hydrolytic deamination of adenine to hypoxanthine. Plays an important role in the purine salvage pathway and in nitrogen catabolism (By similarity)
ENC_12940	beta-lactam resistance protein
ENC_12950	OriC-binding nucleoid-associated protein
ENC_12960	inner membrane protein ydgK
ENC_12970	Required for nitrogen fixation. May be part of a membrane complex functioning as an intermediate in the electron transport to nitrogenase (By similarity)
ENC_12980	Required for nitrogen fixation. May be part of a membrane complex functioning as an intermediate in the electron transport to nitrogenase (By similarity)
ENC_12990	Required for nitrogen fixation. May be part of a membrane complex functioning as an intermediate in the electron transport to nitrogenase (By similarity)
ENC_13000	Required for nitrogen fixation. May be part of a membrane complex functioning as an intermediate in the electron transport to nitrogenase (By similarity)
ENC_13010	Electron transport complex
ENC_13020	Required for nitrogen fixation. May be part of a membrane complex functioning as an intermediate in the electron transport to nitrogenase (By similarity)
ENC_13030	endonuclease III
ENC_13050	Glutathione S-transferase
ENC_13060	functions in a salvage pathway. Uses pyridoxamine (By similarity)
ENC_13090	Catalyzes the oxidation of either pyridoxine 5'- phosphate (PNP) or pyridoxamine 5'-phosphate (PMP) into pyridoxal 5'-phosphate (PLP) (By similarity)
ENC_13100	membrane-bound lysozyme inhibitor of C-type lysozyme
ENC_13110	Catalyzes the specific phosphorylation of 1,6-anhydro-N- acetylmuramic acid (anhMurNAc) with the simultaneous cleavage of the 1,6-anhydro ring, generating MurNAc-6-P. Is required for the utilization of anhMurNAc either imported from the medium or derived from its own cell wall murein, and thus plays a role in cell wall recycling (By similarity)
ENC_13120	Outer membrane lipoprotein
ENC_13150	Transcription regulator that can specifically activate or repress expression of target genes (By similarity)
ENC_13160	Protein of unknown function (DUF1656)
ENC_13180	Fusaric acid resistance protein
ENC_13190	Destroys radicals which are normally produced within the cells and which are toxic to biological systems (By similarity)
ENC_13200	aldo keto reductase
ENC_13210	Protein of unknown function (DUF1289)
ENC_13220	Phosphoethanolamine transferase
ENC_13230	Tet-R family transcriptional regulator
ENC_13240	Nadh flavin oxidoreductase nadh oxidase
ENC_13250	Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily
ENC_13260	Responsible for the end-turnover of tRNA specifically removes the terminal AMP residue from uncharged tRNA (tRNA-C-C-A). Also appears to be involved in tRNA biosynthesis (By similarity)
ENC_13270	Glutaredoxin
ENC_13280	NLP P60 protein
ENC_13310	Major Facilitator
ENC_13330	Is the main repressor of the genes involved in the de novo synthesis of purine nucleotides, regulating purB, purC, purEK, purF, purHD, purL, purMN and guaBA expression. PurR is allosterically activated to bind its cognate DNA by binding the purine corepressors, hypoxanthine or guanine, thereby effecting transcription repression (By similarity)
ENC_13340	Transcriptional regulator
ENC_13360	cyclopropane-fatty-acyl-phospholipid synthase
ENC_13380	Multidrug efflux pump that functions probably as a Na( ) drug antiporter (By similarity)
ENC_13390	Multidrug efflux pump that functions probably as a Na( ) drug antiporter (By similarity)
ENC_13410	Involved in glycogen synthesis. May be involved in glycogen priming (By similarity)
ENC_13440	Conserved protein with FAD NAD(P)-binding domain
ENC_13450	carbonic anhydrase
ENC_13470	Beta-lactamase-like protein
ENC_13480	NA
ENC_13490	Domain of unknown function (DUF1996)
ENC_13500	PBPb
ENC_13510	abc transporter atp-binding protein
ENC_13520	polar amino acid ABC transporter, inner membrane subunit
ENC_13530	amino acid ABC transporter
ENC_13540	Protein of unknown function (DUF2767)
ENC_13550	(Lipo)protein
ENC_13580	Part of the ABC transporter complex MetNIQ involved in methionine import. Responsible for energy coupling to the transport system (By similarity)
ENC_13590	Cysteine synthase
ENC_13620	Pyruvate kinase
ENC_13630	major outer membrane lipoprotein
ENC_13640	ErfK YbiS YcfS YnhG family protein
ENC_13650	Participates in cysteine desulfuration mediated by SufS. Cysteine desulfuration mobilizes sulfur from L-cysteine to yield L-alanine and constitutes an essential step in sulfur metabolism for biosynthesis of a variety of sulfur-containing biomolecules. Functions as a sulfur acceptor for SufS, by mediating the direct transfer of the sulfur atom from the S-sulfanylcysteine of SufS, an intermediate product of cysteine desulfuration process (By similarity)
ENC_13660	Cysteine desulfurase
ENC_13670	FeS assembly protein SufD
ENC_13680	FeS assembly ATPase SufC
ENC_13690	cysteine desulfurase activator complex subunit SufB
ENC_13700	Is able to transfer iron-sulfur clusters to apo- ferredoxin. Multiple cycles of 2Fe2S cluster formation and transfer are observed, suggesting that IscA acts catalytically. Recruits intracellular free iron so as to provide iron for the assembly of transient iron-sulfur cluster in IscU in the presence of IscS, L-cysteine and the thioredoxin reductase system TrxA TrxB (By similarity)
ENC_13720	Transcriptional regulator
ENC_13730	Diguanylate phosphodiesterase
ENC_13750	NA
ENC_13760	Probably a connector protein for RcsB C regulation of biofilm and acid-resistance, providing additional signal input into the two-component signaling pathway. May serve to stimulate biofilm maturation, via the Rcs phosphorelay. Regulates expression of genes involved in acid-resistance and biofilm formation, including the RcsB C two-component system. May be a non-specific DNA-binding protein that binds genes and or intergenic regions via a geometric recognition. Also confers resistance to H(2)O(2). Overexpression at 28 and 16 degrees Celsius increases the production of colanic acid, an exopolysaccharide and matrix component, and reduces adhesive curli fimbriae expression. Both of these effects require RcsB
