Gene_EGGNOG	Gene_Keio	Pathway	DEG: Synechococcus elongatus PCC 7942	DEG: Mycobacterium tuberculosis H37Rv	DEG: Porphyromonas gingivalis ATCC 33277	DEG: Bacteroides thetaiotaomicron VPI-5482	DEG: Bacteroides fragilis 638R	DEG: Francisella novicida U112	DEG: Acinetobacter baumannii ATCC 17978	DEG: Pseudomonas aeruginosa PAO1	DEG: Shewanella oneidensis MR-1	TraDIS: Klebsiella pneumoniae Ecl8	TraDIS: Klebsiella pneumoniae RH201207	TraDIS: Escherichia coli ST131 EC958	TraDIS: Escherichia coli UPEC ST131 NCTC13441	Keio: Escherichia coli BW25113	TraDIS: Escherichia coli BW25113	TraDIS: Citrobacter rodentium ICC168	TraDIS: Salmonella Typhi Ty2	DEG: Salmonella enterica serovar Typhi	TraDIS: Salmonella Typhimurium A130	TraDIS: Salmonella Typhimurium D23580	TraDIS: Salmonella Typhimurium SL3261	TraDIS: Salmonella Typhimurium SL1344	TraDIS: Salmonella Enteritidis P125109	Symbiont: Secondary endosymbiont of Ctenarytaina eucalypti	Symbiont: Candidatus Moranella endobia PCIT	Symbiont: Secondary endosymbiont of Heteropsylla cubana	Symbiont: Candidatus Baumannia cicadellinicola strain BGSS	Symbiont: Candidatus Baumannia cicadellinicola strain B-GSS	Symbiont: Baumannia cicadellinicola str. Hc (Homalodisca coagulata)	Symbiont: Blochmannia endosymbiont of Camponotus (Colobopsis) obliquus strain 757	Symbiont: Blochmannia endosymbiont of Polyrhachis (Hedomyrma) turneri strain 675	Symbiont: Candidatus Blochmannia vafer str. BVAF	Symbiont: Candidatus Blochmannia floridanus	Symbiont: Candidatus Blochmannia pennsylvanicus str. BPEN	Symbiont: Candidatus Blochmannia chromaiodes str. 640	Symbiont: Wigglesworthia glossinidia endosymbiont of Glossina brevipalpis	Symbiont: Wigglesworthia glossinidia endosymbiont of Glossina morsitans morsitans	Symbiont: Buchnera aphidicola str. Sg (Schizaphis graminum)	Symbiont: Buchnera aphidicola str. G002 (Myzus persicae)	Symbiont: Buchnera aphidicola str. USDA (Myzus persicae)	Symbiont: Buchnera aphidicola str. F009 (Myzus persicae)	Symbiont: Buchnera aphidicola str. W106 (Myzus persicae)	Symbiont: Buchnera aphidicola str. Ak (Acyrthosiphon kondoi)	Symbiont: Buchnera aphidicola str. APS (Acyrthosiphon pisum)	Symbiont: Buchnera aphidicola str. Tuc7 (Acyrthosiphon pisum)	Symbiont: Buchnera aphidicola str. LL01 (Acyrthosiphon pisum)	Symbiont: Buchnera aphidicola str. TLW03 (Acyrthosiphon pisum)	Symbiont: Buchnera aphidicola str. JF98 (Acyrthosiphon pisum)	Symbiont: Buchnera aphidicola str. JF99 (Acyrthosiphon pisum)	Symbiont: Buchnera aphidicola str. 5A (Acyrthosiphon pisum)	Symbiont: Buchnera aphidicola str. Ua (Uroleucon ambrosiae)	Symbiont: Buchnera aphidicola str. Bp (Baizongia pistaciae)	Symbiont: Buchnera aphidicola BCc	Symbiont: Buchnera aphidicola (Cinara tujafilina)	Symbiont: Sodalis glossinidius str. morsitans	Symbiont: Sodalis praecaptivus strain HS1	Symbiont: Candidatus Sodalis pierantonius str. SOPE	DEG: Haemophilus influenzae Rd KW20	DEG: Vibrio cholerae N16961	DEG: Burkholderia pseudomallei K96243	DEG: Burkholderia thailandensis E264	DEG: Rhodopseudomonas palustris CGA009	DEG: Agrobacterium fabrum str. C58	DEG: Caulobacter crescentus	DEG: Brevundimonas subvibrioides ATCC 15264	DEG: Helicobacter pylori 26695	DEG: Mycoplasma genitalium G37	DEG: Mycoplasma pulmonis UAB CTIP	DEG: Streptococcus agalactiae A909	DEG: Streptococcus pyogenes NZ131	DEG: Streptococcus pyogenes MGAS5448	DEG: Staphylococcus aureus NCTC 8325	DEG: Staphylococcus aureus N315	DEG: Bacillus subtilis 168	Locus: Klebsiella pneumoniae Ecl8	Locus: Klebsiella pneumoniae RH201207	Locus: Escherichia coli ST131 EC958	Locus: Escherichia coli UPEC ST131 NCTC13441	Locus: Escherichia coli BW25113 (Keio)	Locus: Escherichia coli BW25113	Locus: Citrobacter rodentium ICC168	Locus: Salmonella Typhi Ty2	Locus: Salmonella Typhimurium A130	Locus: Salmonella Typhimurium D23580	Locus: Salmonella Typhimurium SL3261	Locus: Salmonella Typhimurium SL1344	Locus: Salmonella Enteritidis P125109	Enterobacteriaceae %essential	Endosymbiont %conserved	Gammaproteobacteria %essential	Gammaproteobacteria (excluding symbionts) %essential	Proteobacteria %essential	Proteobacteria (excluding symbionts) %essential	Bacteria %essential	Bacteria (excluding symbionts) %essential	Enterobacteriaceae: Ancestral essentiality	E. coli + Salmonella + Citrobacter: Ancestral essentiality	Salmonella + Citrobacter: Ancestral essentiality	Klebsiella: Ancestral essentiality	E. coli: Ancestral essentiality	Salmonella: Ancestral essentiality
yafQ	yafQ	-	A/N	A/N	A/N	A/N	A/N	E	A/N	A/N	A/N	A	A	A	A	N	2.49942303868054	A	A	A/N	3.34845520274048	2.74827782882887	3.03936078198091	2.55123527609165	2.76027479761747	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	E	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	-	-	-	-	b0225	BW25113_0225	-	-	STM_MW35061	STMMW_35061	SL3261_3483	SL1344_3483	SEN3342	0.0	0.0	3.7	10.0	3.3	7.4	2.7	5.0	0	0	0	0	0	0
rumB	rlmC	-	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	2.0931202505472	1.80929754729115	2.48107530855424	2.28238822053104	N	2.51756396790772	1.97325676102246	2.21234958892202	A/N	1.48616845029009	1.82875518856839	2.24544152210873	2.18336295018944	1.59221582680344	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	P	P	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	BN373_15051	ERS227112_03376	EC958_0971	NCTC13441_03135	b0859	BW25113_0859	ROD_08651	t2014	STM_MW09331	STMMW_09331	SL3261_0859	SL1344_0859	SEN0828	0.0	5.9	3.7	0.0	3.3	0.0	2.7	0.0	0	0	0	0	0	0
plsB	plsB	Glycerolipid metabolism / Glycerophospholipid metabolism / Metabolic pathways / Biosynthesis of secondary metabolites	A/N	E	A/N	A/N	A/N	A/N	E	A/N	E	-2.54528329210282	-4.5	-2.39103809311477	-3.14491422175877	E	-4.5	-1.01757502027355	-4.5	E	-4.5	-1.72991077498623	-2.79100109120881	-4.5	-1.58563644698866	P	A	P	P	P	P	A	A	A	A	A	A	P	P	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	P	P	P	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	BN373_00361	ERS227112_01901	EC958_4497	NCTC13441_04445	b4041	BW25113_4041	ROD_37051	t4141	STM_MW41851	STMMW_41851	SL3261_4172	SL1344_4172	SEN4004	100.0	29.4	48.1	80.0	42.6	59.3	36.5	42.5	1	1	1	1	1	1
ftsI	-	-	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	2.20482225207076	1.71393881381442	A	A	A	A	2.1195444831963	1.62750105930352	A/N	0.507714344910648	1.54120791284876	1.58817300798922	1.78820702078003	1.65213704225942	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	P	A	A/N	A/N	E	E	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	BN373_29231	ERS227112_04327	-	-	-	-	ROD_18611	t1042	STM_MW18281	STMMW_18281	SL3261_1765	SL1344_1765	SEN1201	0.0	2.9	1.9	0.0	4.9	7.4	4.1	5.0	0	0	0	0	0	0
mdcE	-	-	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	1.76527946087782	1.85256257241049	A	A	A	A	2.32765880094717	A	A/N	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	BN373_21151	ERS227112_05125	-	-	-	-	ROD_44611	-	-	-	-	-	-	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
pdxK	pdxK	Vitamin B6 metabolism / Metabolic pathways	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	2.03536646079921	2.01889289202126	2.41156443576019	2.24099880051385	N	1.78373744675397	1.70397905054206	1.49609495720866	A/N	1.67249960393904	2.06865466040593	2.44094385939031	1.93207619048531	1.80125600293436	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	BN373_34251	ERS227112_03813	EC958_2745	NCTC13441_01300	b2418	BW25113_2418	ROD_23771	t0423	STM_MW24541	STMMW_24541	SL3261_2398	SL1344_2398	SEN2416	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
prgJ	-	-	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A	A	A	A	A	A	A	3.33336169813495	A/N	3.68617348556803	3.02704319302666	2.82197370778261	2.9141208582318	3.15736299820901	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	-	-	-	-	-	-	-	t2774	STM_MW28341	STMMW_28341	SL3261_2852	SL1344_2852	SEN2714	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
kdgK	kdgK	Pentose phosphate pathway / Metabolic pathways / Microbial metabolism in diverse environments / Carbon metabolism	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	2.16531177625695	1.92649545211874	2.0689037431778	2.10526108683611	N	2.74485715687909	1.99363029012577	1.49382054181918	A/N	2.26732560948923	2.20548265242126	2.49468849386682	2.37884084565756	1.926954993161	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	P	P	P	E	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	BN373_45131	ERS227112_00708	EC958_3931	NCTC13441_00163	b3526	BW25113_3526	ROD_42811	t3905	STM_MW36011	STMMW_36011	SL3261_3577	SL1344_3577	SEN3435	0.0	8.8	7.4	5.0	6.6	3.7	5.4	2.5	0	0	0	0	0	0
rcnA	rcnA	-	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	2.24238506311751	2.41838759338832	2.14565736811723	2.13155230149094	N	2.66574154547972	2.29386526791374	A	A/N	A	A	2.30507665235066	2.13583764912891	2.16591806292216	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	BN373_09111	ERS227112_02776	EC958_2441	NCTC13441_01607	b2106	BW25113_2106	ROD_29031	-	-	-	SL3261_3002	SL1344_3002	SEN2867	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
ytgP	-	-	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A	A	A	A	A	A	A	A	A/N	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	E	E	E	E	A/N	A/N	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	0.0	0.0	0.0	0.0	0.0	5.4	10.0	0	0	0	0	0	0
thiI	thiI	Thiamine metabolism / Metabolic pathways / Sulfur relay system	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	2.10681792793652	2.11159398426658	2.0451956800593	1.95988061938346	N	1.76163394324572	2.19068643587937	1.43870651811302	A/N	2.06344221265504	1.91273621881984	2.14361263427653	2.32512638578186	1.69775336386706	A	A	A	A	A	A	P	P	P	P	P	P	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	P	P	P	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	E	E	A/N	A/N	A/N	A/N	A/N	A/N	BN373_08641	ERS227112_02726	EC958_0561	NCTC13441_03556	b0423	BW25113_0423	ROD_04721	t2438	STM_MW04951	STMMW_04951	SL3261_0419	SL1344_0419	SEN0407	0.0	26.5	16.7	0.0	14.8	0.0	14.9	5.0	0	0	0	0	0	0
cbpA	cbpA	-	E	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	2.00510546554078	1.93015339192086	1.96082792816511	2.09443042453623	N	1.53205625391921	2.25366851526756	1.52046972304048	A/N	1.95289388622196	2.22370395141194	2.43786690984551	2.1903144200936	1.80257889757609	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	BN373_01221	ERS227112_01988	EC958_1198	NCTC13441_02904	b1000	BW25113_1000	ROD_10601	t1808	STM_MW11221	STMMW_11221	SL3261_1051	SL1344_1051	SEN0976	0.0	0.0	0.0	0.0	0.0	0.0	1.4	2.5	0	0	0	0	0	0
trpB	trpB	Glycine, serine and threonine metabolism / Phenylalanine, tyrosine and tryptophan biosynthesis / Metabolic pathways / Biosynthesis of secondary metabolites / Biosynthesis of antibiotics / Biosynthesis of amino acids	E	E	A/N	A/N	A/N	A/N	A/N	A/N	A/N	2.05655265686737	1.49801774391462	2.09426015429519	1.87948642015999	N	0.404939292248924	1.91439941841409	1.4739162027043	A/N	1.00255710210669	2.11627032426921	2.02391368333875	1.86453978199492	1.69636851376988	P	P	P	A	A	A	P	P	P	P	P	P	A	A	P	P	P	P	P	P	P	A	P	P	P	P	A	P	P	A	P	P	P	P	E	A/N	A/N	A/N	E	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	E	A/N	BN373_18801	ERS227112_05473	EC958_1590	NCTC13441_02507	b1261	BW25113_1261	ROD_17421	t1638	STM_MW17211	STMMW_17211	SL3261_1657	SL1344_1657	SEN1308	0.0	76.5	50.0	5.0	45.9	7.4	41.9	12.5	0	0	0	0	0	0
glpX	yggF	-	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A	A	2.32436039301036	2.27250781793835	N	1.32800206754531	A	A	A/N	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	-	-	EC958_3214	NCTC13441_00821	b2930	BW25113_2930	-	-	-	-	-	-	-	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
nuoL	nuoL	Oxidative phosphorylation / Metabolic pathways	E	E	A/N	A/N	A/N	E	E	A/N	A/N	2.40414656069984	2.35680006591539	1.62848506709004	1.38278617755176	N	2.56271899108093	2.31328838899945	1.28020075025544	A/N	1.94205453691567	2.3438111746801	1.96307382848097	2.22326194600273	1.59827194553881	P	P	A	P	P	P	P	P	P	P	P	P	A	A	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	A/N	A/N	E	E	E	E	E	E	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	BN373_32791	ERS227112_03910	EC958_2613	NCTC13441_01433	b2278	BW25113_2278	ROD_26801	t0546	STM_MW23411	STMMW_23411	SL3261_2287	SL1344_2287	SEN2300	0.0	91.2	61.1	10.0	63.9	29.6	55.4	25.0	0	0	0	0	0	0
cysP	cysP	Sulfur metabolism / ABC transporters	A/N	E	A/N	A/N	A/N	A/N	A/N	A/N	A/N	2.7564705180281	2.13996541524868	2.18048221484267	2.15973699768352	N	1.82910000436376	2.28865468156148	1.97851821755679	A/N	1.82124303861991	2.12221428345309	2.33404286523054	2.21955340667822	1.71928061887873	P	A	A	P	A	P	P	P	P	P	P	P	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	P	P	P	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	BN373_34321	ERS227112_03806	EC958_2751	NCTC13441_01294	b2425	BW25113_2425	ROD_23861	t0414	STM_MW24631	STMMW_24631	SL3261_2407	SL1344_2407	SEN2425	0.0	35.3	22.2	0.0	19.7	0.0	17.6	2.5	0	0	0	0	0	0
rbn	yihY	-	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	2.68023298906797	2.43599157842057	2.43628773852972	2.33768506577014	N	2.24240498941669	2.29086549655357	2.47092545464638	A/N	2.3280732876298	2.41175111154248	2.53405596010995	2.16690940351412	2.2095058953064	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	P	P	P	E	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	BN373_48131	ERS227112_00402	EC958_4361	NCTC13441_04617	b3886	BW25113_3886	ROD_38741	t3594	STM_MW39911	STMMW_39911	SL3261_3973	SL1344_3973	SEN3815	0.0	8.8	7.4	5.0	6.6	3.7	5.4	2.5	0	0	0	0	0	0
rsmJ	rsmJ	-	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	2.18867726408802	1.956641066588	1.98608759274703	1.90094583966817	N	2.34022306835047	2.20307802197804	1.43194444519949	A/N	1.51824297539569	2.00773617082086	2.17104008950979	2.2794288486772	1.5337338432137	P	A	A	A	A	A	A	A	A	A	A	A	A	A	P	P	P	P	P	P	P	P	P	P	A	P	P	P	A	A	A	A	P	P	E	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	BN373_44981	ERS227112_00722	EC958_3893	NCTC13441_00201	b3497	BW25113_3497	ROD_43021	t3923	STM_MW35821	STMMW_35821	SL3261_3558	SL1344_3558	SEN3416	0.0	47.1	31.5	5.0	27.9	3.7	23.0	2.5	0	0	0	0	0	0
insJ	insJ	-	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	3.30052147604465	2.48636150228098	2.19621599162381	A	N	1.91368141826793	2.51816699835273	A	A/N	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	E	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	BN373_11511	ERS227112_00681	EC958_4937	-	b3557	BW25113_3557	ROD_19651	-	-	-	-	-	-	0.0	0.0	1.9	5.0	1.6	3.7	1.4	2.5	0	0	0	0	0	0
hflX	hflX	-	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	2.47820840651565	2.5714501730368	2.12224719296036	2.10983600938105	N	2.03100254070483	2.3931770355763	2.24774435240091	A/N	2.21129378585689	2.30239057259134	2.62460800747927	2.49145030623435	2.14016415883368	A	A	A	A	P	P	P	A	P	P	P	P	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	P	P	P	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	E	A/N	BN373_01811	ERS227112_02049	EC958_4660	NCTC13441_04280	b4173	BW25113_4173	ROD_32331	t4413	STM_MW43071	STMMW_43071	SL3261_4296	SL1344_4296	SEN4129	0.0	29.4	18.5	0.0	16.4	0.0	14.9	2.5	0	0	0	0	0	0
rluC	rluC	-	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	2.23028656847053	2.53072646157587	2.41827239462804	2.04783979741992	N	2.06121489025062	1.75273751992338	1.71530709365707	A/N	1.61901379324605	1.86215873428061	2.06265463566871	2.17150527777696	1.38171181918331	P	P	P	P	P	P	P	P	A	P	P	P	A	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	E	A/N	A/N	A/N	A/N	A/N	A/N	A/N	E	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	BN373_16981	ERS227112_03562	EC958_1281	NCTC13441_02826	b1086	BW25113_1086	ROD_11481	t1732	STM_MW11951	STMMW_11951	SL3261_1123	SL1344_1123	SEN1862	0.0	94.1	61.1	5.0	55.7	7.4	45.9	5.0	0	0	0	0	0	0
rsmG	rsmG	-	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	3.06277046364893	2.68989802068955	2.79577543244048	2.44383008995571	N	2.95464364476636	2.45881988511187	2.37280202663399	A/N	1.89373799377744	2.08785085445232	2.40730461446102	2.18585099890516	2.12933919318417	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	P	P	P	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	E	A/N	BN373_47821	ERS227112_00438	EC958_4213	NCTC13441_04776	b3740	BW25113_3740	ROD_40001	t3646	STM_MW38571	STMMW_38571	SL3261_3840	SL1344_3840	SEN3687	0.0	8.8	5.6	0.0	4.9	0.0	5.4	2.5	0	0	0	0	0	0
lolC	lolC	ABC transporters	A/N	A/N	E	E	E	E	E	E	E	-0.986689783821344	-4.5	-4.5	-4.5	E	-4.5	-4.5	-0.936347291718818	E	-0.591003573184652	-1.74096614379183	-4.5	-4.5	-1.13621245269312	P	A	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	A	A	A	P	P	P	E	E	E	E	E	E	E	E	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	BN373_17271	ERS227112_03591	EC958_1313	NCTC13441_02796	b1116	BW25113_1116	ROD_11831	t1703	STM_MW12261	STMMW_12261	SL3261_1154	SL1344_1154	SEN1832	100.0	88.2	92.6	100.0	91.8	96.3	79.7	72.5	1	1	1	1	1	1
fhuC_1	-	-	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	2.13037802955067	1.80396477151408	2.1887582565165	1.70691538744241	A	A	2.21265337708993	1.88326209163533	A/N	1.9813959128883	2.22130099397515	2.28245532336297	2.56869627903273	1.94082423784226	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	P	P	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	BN373_10821	ERS227112_02944	EC958_2334	NCTC13441_01733	-	-	ROD_07461	t2116	STM_MW08231	STMMW_08231	SL3261_0748	SL1344_0748	SEN0716	0.0	5.9	3.7	0.0	3.3	0.0	2.7	0.0	0	0	0	0	0	0
hyaA	hyaA	Nitrotoluene degradation / Microbial metabolism in diverse environments	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	E	A	A	2.32163193902231	2.40209448076344	N	1.84302983639245	A	2.07300214467521	A/N	1.83551367921154	2.11058615876857	1.93972987373197	1.91016119273847	1.45947885194076	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	-	-	EC958_1177	NCTC13441_02924	b0972	BW25113_0972	-	t1458	STM_MW17781	STMMW_17781	SL3261_1714	SL1344_1714	SEN1251	0.0	0.0	1.9	5.0	1.6	3.7	1.4	2.5	0	0	0	0	0	0
rpmA	rpmA	Ribosome	E	A/N	E	A/N	E	E	A/N	A/N	E	-4.5	-4.5	-4.5	-4.5	E	-4.5	-4.5	-4.5	E	-4.5	-0.212206595012058	-4.5	-4.5	-1.41130562272863	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	A/N	E	A/N	E	E	A/N	E	E	E	E	E	E	A/N	A/N	E	E	E	BN373_42451	ERS227112_01003	EC958_3585	NCTC13441_00507	b3185	BW25113_3185	ROD_46351	t3220	STM_MW33021	STMMW_33021	SL3261_3275	SL1344_3275	SEN3136	100.0	100.0	94.4	85.0	91.8	81.5	87.8	77.5	1	1	1	1	1	1
dapB	dapB	Monobactam biosynthesis / Lysine biosynthesis / Metabolic pathways / Biosynthesis of secondary metabolites / Microbial metabolism in diverse environments / Biosynthesis of antibiotics / Biosynthesis of amino acids	E	E	E	A/N	E	A/N	E	E	E	-4.5	-4.5	-4.5	-4.5	N	-1.26725842219941	-4.5	-4.5	E	-4.5	-2.0378687186957	-1.0459014275452	-2.19182448426111	-0.92130202621876	P	P	A	A	A	A	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	A	P	P	P	P	P	P	P	P	P	P	P	E	E	A/N	E	E	E	E	E	E	A/N	A/N	A/N	A/N	A/N	A/N	A/N	E	BN373_05241	ERS227112_02375	EC958_0164	NCTC13441_03960	b0031	BW25113_0031	ROD_00341	t0066	STM_MW00651	STMMW_00651	SL3261_0065	SL1344_0065	SEN0065	92.9	85.3	87.0	90.0	86.9	88.9	78.4	72.5	1	1	1	1	1	1
prkC	-	-	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A	A	A	A	A	A	A	A	A/N	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	E	E	A/N	E	A/N	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	0.0	0.0	0.0	0.0	0.0	4.1	7.5	0	0	0	0	0	0
